model,horizon,interval_score,dispersion,underprediction,overprediction,coverage_deviation,bias,ae_median,coverage_50,coverage_95,relative_skill,scaled_rel_skill,cov_50,cov_95,wis,mae,rel_wis
UGA_flucast-INFLAenza,2,47.966905268296074,14.476929326034657,29.67009518496575,3.819880757295768,-0.0446434922073847,-0.18542101042502118,73.05533279871725,0.4426623897353639,0.8901363271852438,0.762112338941676,0.7503831996216044,44.27,89.01,47.97,73.06,0.75
UGA_flucast-INFLAenza,3,59.949199563398224,15.630480261961068,40.36197926141529,3.9567400400218196,-0.08199745315626708,-0.2348786610878652,88.962343096234,0.4008368200836815,0.8552301255230121,0.7831187805850786,0.768277903676337,40.08,85.52,59.95,88.96,0.77
UGA_flucast-OKeeffe,0,8.11657857345837,3.691457800511509,2.7081557260585396,1.7169650468883209,0.04473429951690822,-0.06039215686274511,12.013071895424833,0.5751633986928105,0.9084967320261439,1.061648060699136,1.1687827779430986,57.52,90.85,8.12,12.01,1.17
UGA_flucast-OKeeffe,1,12.85075873827792,5.160505825518613,4.514066496163683,3.1761864165956237,0.01034953111679456,-0.08816993464052289,18.41830065359477,0.5163398692810458,0.9019607843137255,1.1726054909292438,1.1946928999140698,51.63,90.2,12.85,18.42,1.19
UGA_flucast-OKeeffe,2,18.77782040352373,6.9721938050582555,7.918726911054276,3.886899687411196,-0.01607843137254901,-0.1434640522875817,26.679738562091504,0.4836601307189542,0.8823529411764706,1.1492390167069093,1.1315518807687401,48.37,88.24,18.78,26.68,1.13
UGA_flucast-OKeeffe,3,28.114924694515487,8.860875248650185,14.921852799090653,4.332196646774651,-0.06126172208013638,-0.2251633986928105,38.51633986928104,0.4313725490196078,0.823529411764706,1.1660727522308747,1.143974518078494,43.14,82.35,28.11,38.52,1.14
UGuelph-CompositeCurve,0,55.00143269015847,16.58468326460414,18.20630327588635,20.210446149667995,-0.08295031055900608,-0.25842142857142847,73.25895101205023,0.404999999999999,0.8328571428571423,1.8481573884216245,2.0346615855851353,40.5,83.29,55,73.26,2.03
UGuelph-CompositeCurve,1,78.33654299904963,21.138733722573065,21.05708778504343,36.14072149143324,-0.0889007869952265,-0.23098664688427364,105.05332162802708,0.4020771513353138,0.8338278931750736,1.7067901409279016,1.7389395485381873,40.21,83.38,78.34,105.05,1.74
UGuelph-CompositeCurve,2,90.50845310422123,24.102887184117993,26.68405010446371,39.721515815639485,-0.10478931830381118,-0.20035493827160428,125.3226434538357,0.3858024691358027,0.8148148148148143,1.4844021768065814,1.4615567784982955,38.58,81.48,90.51,125.32,1.46
UGuelph-CompositeCurve,3,99.26687506958069,27.40294399985806,31.080802327899757,40.78312874182283,-0.11505102754089186,-0.18762861736334382,138.79994085101285,0.3649517684887471,0.8054662379421225,1.3470730868677618,1.3215447170151746,36.5,80.55,99.27,138.8,1.32
UM-DeepOutbreak,0,26.845500273026797,15.635927898267184,6.582061602241863,4.627510772517713,0.018563327032136426,-0.044535117056856574,32.246261375768476,0.6013377926421397,0.8802675585284269,0.9852633464080638,1.0846898079029923,60.13,88.03,26.85,32.25,1.08
UM-DeepOutbreak,1,41.134492182666044,22.026909931708232,11.529049228964432,7.578533021993406,-0.00376570550483546,-0.06349272349272314,50.52032098167991,0.6126126126126128,0.8087318087318099,0.9741533908125147,0.9925027201677612,61.26,80.87,41.13,50.52,0.99
UM-DeepOutbreak,2,56.046906771497554,26.872711674235543,17.16293239620993,12.011262701052106,-0.031014909511454976,-0.05712437095614654,69.74712654604134,0.5815959741193347,0.7555715312724659,1.0013261931444373,0.9859154802821608,58.16,75.56,56.05,69.75,0.99
UM-DeepOutbreak,3,67.42401984834008,30.499199583736267,23.825196282389438,13.099623982214464,-0.04459979868168876,-0.0540627333831219,82.77830991197814,0.5877520537714679,0.7206870799103784,0.9898994741997208,0.9711398982415881,58.78,72.07,67.42,82.78,0.97
UMass-flusion,0,17.978232974780575,7.9853067258835875,6.322963704555693,3.669962544341317,0.03183902072867949,-0.0584794156706506,27.246211253749916,0.5590969455511284,0.952191235059761,0.640249024937729,0.704858852611935,55.91,95.22,17.98,27.25,0.7
UMass-flusion,1,27.14851340335679,11.821458801473815,9.27363541508158,6.053419186801374,0.040175826804616885,-0.039621733149930845,41.630814831755686,0.5563961485557086,0.9594222833562585,0.6264605705866564,0.6382606951319114,55.64,95.94,27.15,41.63,0.64
UMass-flusion,2,34.6323841723441,15.801595026580754,11.781377745754723,7.049411400008575,0.05167400607827321,-0.04603423680456516,53.85645260706874,0.5912981455064195,0.9778887303851641,0.6038769537923477,0.5945831048920047,59.13,97.79,34.63,53.86,0.59
UMass-flusion,3,40.023580099197275,19.496042828778037,13.49088507068263,7.036652199736629,0.07307568438003222,-0.0593703703703704,61.56789623104137,0.6318518518518524,0.9799999999999999,0.5764687987917361,0.5655441438138457,63.19,98,40.02,61.57,0.57
UMass-trends_ensemble,0,22.63165179860269,10.430514319533462,6.307177088746505,5.893960390322781,0.08839540389167963,-0.007370517928287413,34.365205843293545,0.6606905710491362,0.9382470119521911,0.8054946584093444,0.8867800162080275,66.07,93.82,22.63,34.37,0.89
UMass-trends_ensemble,1,37.45591262484302,15.761411697864963,11.49647150290048,10.198029424077506,0.07812212188266249,-0.02834938101788195,57.12276478679513,0.6499312242090791,0.93878954607978,0.8670023109195863,0.8833333231655676,64.99,93.88,37.46,57.12,0.88
UMass-trends_ensemble,2,51.93658438255908,20.072523723872727,16.985409042982166,14.878651615704275,0.046029895180797774,-0.04930813124108446,79.87482168330946,0.592724679029958,0.9208273894436522,0.9087818461967131,0.8947954188146354,59.27,92.08,51.94,79.87,0.89
UMass-trends_ensemble,3,65.903076489533,23.298921900161034,23.207616747181845,19.396537842189964,0.014685990338164022,-0.06689629629629716,100.57851851851866,0.5614814814814827,0.8881481481481488,0.9493498470790881,0.9313587267367728,56.15,88.81,65.9,100.58,0.93
UNC_IDD-InfluPaint,0,34.178258229011014,5.96952440577598,11.962313342729638,16.246420480505318,-0.14734827125686303,-0.04462457337883949,48.60224417316445,0.3276450511945387,0.7841296928327651,1.0506656931012037,1.1566921402028942,32.76,78.41,34.18,48.6,1.16
UNC_IDD-InfluPaint,1,54.78429109162312,8.138669618711516,19.81333029258508,26.832291180326642,-0.19664352480316477,-0.09567350579839441,76.34711699643854,0.27386262265834016,0.6993755575379126,1.0677869597741991,1.0878999879594133,27.39,69.94,54.78,76.35,1.09
UNC_IDD-InfluPaint,2,74.37855408801816,11.964809515418738,26.673847467452763,35.73989710514669,-0.20553433563592038,-0.12575700934579434,104.82298732814108,0.27570093457943873,0.6785046728971956,1.0930378514432728,1.0762156684308666,27.57,67.85,74.38,104.82,1.08
UNC_IDD-InfluPaint,3,88.43641745287033,16.829832181615195,31.612684476370426,39.99390079488461,-0.19679737167726258,-0.12022571148184488,127.48128847731466,0.2659470068694793,0.6997055937193338,1.113407308790809,1.0923071369794366,26.59,69.97,88.44,127.48,1.09
UVAFluX-Ensemble,0,22.773299420388064,8.052582007858552,6.497657332537905,8.223060079991564,-0.04175407141789947,-0.03531271477663256,34.635690710366916,0.46254295532646067,0.8680412371134016,0.7995291403745727,0.88021249633147,46.25,86.8,22.77,34.64,0.88
UVAFluX-Ensemble,1,40.71472058100872,10.958360936212825,11.791685060059768,17.964674584736184,-0.10002107285630177,-0.069814682822524,59.49448149389155,0.40342124019957204,0.7940128296507473,0.9156801622183897,0.9329280792703403,40.34,79.4,40.71,59.49,0.93
UVAFluX-Ensemble,2,60.12569222143977,14.564163018024562,17.372368005856185,28.189161197559212,-0.1347293067650069,-0.05387740555951642,84.87534248416522,0.37776193870278035,0.7341411261582315,1.0379833972819283,1.022008518964714,37.78,73.41,60.13,84.88,1.02
UVAFluX-Ensemble,3,83.6951983146285,20.76045404930343,24.70759651158182,38.227147753743196,-0.15862195475171398,-0.04461880088823026,115.66707059785266,0.33086602516654356,0.6913397483345644,1.187899344302089,1.1653874746013126,33.09,69.13,83.7,115.67,1.17
VTSanghani-Ensemble,0,41.45129952416018,5.284363586817061,18.45033300420611,17.716602933137064,-0.27951735448672854,0.02369515011547055,54.42342827816268,0.22170900692840612,0.5357967667436496,1.5024731542974659,1.6540931143492936,22.17,53.58,41.45,54.42,1.65
VTSanghani-Ensemble,1,61.69707359663191,6.87756602483642,29.28715046546494,25.532357106330476,-0.29718001464384086,0.01640737770649763,78.5373402833467,0.21170809943865287,0.49157979149959863,1.4302299669583953,1.4571700371413607,21.17,49.16,61.7,78.54,1.46
VTSanghani-Ensemble,2,70.98414189254744,8.788889118306956,38.07426193075025,24.12099084349043,-0.2834164089503366,0.021447698744770507,91.29483054393303,0.23598326359832592,0.4995815899581592,1.2190321649949034,1.2002708914027067,23.6,49.96,70.98,91.29,1.2
VTSanghani-Ensemble,3,89.80690139919103,10.424872445382734,45.948075906272784,33.43395304753581,-0.31545437255125724,0.016141732283463182,113.57439268008167,0.20472440944881856,0.446194225721785,1.2553275476111432,1.2315378466409652,20.47,44.62,89.81,113.57,1.23
cfarenewal-cfaepimlight,0,23.278160875409068,7.440915375175319,8.64092245208043,7.196323048153361,-0.020677886863020085,-0.15996639784946237,36.19825268817193,0.477150537634409,0.9240591397849464,0.8256067308477628,0.9089216700808631,47.72,92.41,23.28,36.2,0.91
cfarenewal-cfaepimlight,1,40.01866245953224,13.725245618892014,16.772150615715127,9.521266224925148,-0.021052918217300518,-0.24940153096729276,62.37752261656259,0.4606819763395963,0.9297146833681276,0.9174031867107753,0.9346835589635147,46.07,92.97,40.02,62.38,0.93
cfarenewal-cfaepimlight,2,53.701259822576084,20.289081834425257,25.07905676938027,8.33312121877061,-0.02635716748691263,-0.33330209084354717,82.20439798125408,0.44628695025234316,0.9516943042537853,0.9297373005459522,0.915428362385583,44.63,95.17,53.7,82.2,0.92
cfarenewal-cfaepimlight,3,62.54069721101276,25.047949554152574,32.910339104399874,4.582408552460294,-0.027856027076282243,-0.40952095808383226,93.24812874251528,0.44011976047904167,0.9513473053892214,0.8960946478558287,0.8791127663110204,44.01,95.13,62.54,93.25,0.88
fjordhest-ensemble,0,20.94924295317504,7.446809093794178,7.420853985747652,6.0815798736332,-0.028274429474048738,-0.07039150630391508,32.3853218314532,0.4698075646980762,0.9017916390179163,0.7537590368254793,0.8298235673132943,46.98,90.18,20.95,32.39,0.83
fjordhest-ensemble,1,35.59130791573284,13.031453739728073,11.479886448528308,11.079967727476525,-0.01877483938443142,-0.08303092783505178,55.49575257731957,0.4701030927835062,0.9195876288659796,0.8256518973124913,0.8412040256933562,47.01,91.96,35.59,55.5,0.84
fjordhest-ensemble,2,50.344447547181524,18.082237376429394,15.879015463757742,16.383194706994434,-0.03079054200625992,-0.09163221667854647,78.35562366357807,0.4568781183178915,0.9023521026372052,0.8757197144745272,0.8622421232959502,45.69,90.24,50.34,78.36,0.86
fjordhest-ensemble,3,61.33497837672577,21.681838029800797,20.940414507772065,18.71272583915295,-0.037584398030444395,-0.09739452257586872,94.97019245003703,0.47076239822353805,0.8874907475943742,0.8769611721282895,0.8603418889084719,47.08,88.75,61.33,94.97,0.86
