location,date,epiweek,epiyear,population,pop_served,count,weekly_rate
Tennessee,2020-02-15,7,2020,7030607,1827957.82,18,1
Utah,2020-02-15,7,2020,3376238,1215445.68,33,2.7
California,2020-02-22,8,2020,38886551,3499789.59,56,1.6
Colorado,2020-02-22,8,2020,5803748,2843836.52,40,1.4
Connecticut,2020-02-22,8,2020,3621089,869061.36,6,0.7
Georgia,2020-02-22,8,2020,10855454,4233627.0600000005,13,0.3
Maryland,2020-02-22,8,2020,6133130,2821239.8000000003,14,0.5
Michigan,2020-02-22,8,2020,10032075,1304169.75,25,1.9
Minnesota,2020-02-22,8,2020,5716548,3144101.4000000004,22,0.7
New Mexico,2020-02-22,8,2020,2100079,672025.28,52,7.8
New York,2020-02-22,8,2020,19657190,1769147.0999999999,34,1.9
Oregon,2020-02-22,8,2020,4238665,1822625.95,29,1.6
Tennessee,2020-02-22,8,2020,7030607,1827957.82,15,0.8
Utah,2020-02-22,8,2020,3376238,1215445.68,46,3.8
California,2020-02-29,9,2020,38886551,3499789.59,56,1.6
Colorado,2020-02-29,9,2020,5803748,2843836.52,54,1.9
Connecticut,2020-02-29,9,2020,3621089,869061.36,8,0.9
Georgia,2020-02-29,9,2020,10855454,4233627.0600000005,13,0.3
Maryland,2020-02-29,9,2020,6133130,2821239.8000000003,11,0.4
Michigan,2020-02-29,9,2020,10032075,1304169.75,10,0.8
Minnesota,2020-02-29,9,2020,5716548,3144101.4000000004,16,0.5
New Mexico,2020-02-29,9,2020,2100079,672025.28,38,5.6
New York,2020-02-29,9,2020,19657190,1769147.0999999999,21,1.2
Oregon,2020-02-29,9,2020,4238665,1822625.95,20,1.1
Tennessee,2020-02-29,9,2020,7030607,1827957.82,13,0.7
Utah,2020-02-29,9,2020,3376238,1215445.68,29,2.4
California,2020-03-07,10,2020,38886551,3499789.59,35,1
Colorado,2020-03-07,10,2020,5803748,2843836.52,65,2.3
Connecticut,2020-03-07,10,2020,3621089,869061.36,7,0.8
Georgia,2020-03-07,10,2020,10855454,4233627.0600000005,8,0.2
Maryland,2020-03-07,10,2020,6133130,2821239.8000000003,11,0.4
Michigan,2020-03-07,10,2020,10032075,1304169.75,17,1.3
Minnesota,2020-03-07,10,2020,5716548,3144101.4000000004,22,0.7
New Mexico,2020-03-07,10,2020,2100079,672025.28,40,5.9
New York,2020-03-07,10,2020,19657190,1769147.0999999999,14,0.8
Oregon,2020-03-07,10,2020,4238665,1822625.95,31,1.7
Tennessee,2020-03-07,10,2020,7030607,1827957.82,13,0.7
Utah,2020-03-07,10,2020,3376238,1215445.68,30,2.5
California,2020-03-14,11,2020,38886551,3499789.59,28,0.8
Colorado,2020-03-14,11,2020,5803748,2843836.52,51,1.8
Connecticut,2020-03-14,11,2020,3621089,869061.36,8,0.9
Georgia,2020-03-14,11,2020,10855454,4233627.0600000005,17,0.4
Maryland,2020-03-14,11,2020,6133130,2821239.8000000003,14,0.5
Michigan,2020-03-14,11,2020,10032075,1304169.75,5,0.4
Minnesota,2020-03-14,11,2020,5716548,3144101.4000000004,25,0.8
New Mexico,2020-03-14,11,2020,2100079,672025.28,21,3.1
New York,2020-03-14,11,2020,19657190,1769147.0999999999,12,0.7
Oregon,2020-03-14,11,2020,4238665,1822625.95,20,1.1
Tennessee,2020-03-14,11,2020,7030607,1827957.82,7,0.4
Utah,2020-03-14,11,2020,3376238,1215445.68,19,1.6
California,2020-03-21,12,2020,38886551,3499789.59,14,0.4
Colorado,2020-03-21,12,2020,5803748,2843836.52,43,1.5
Connecticut,2020-03-21,12,2020,3621089,869061.36,6,0.7
Georgia,2020-03-21,12,2020,10855454,4233627.0600000005,4,0.1
Maryland,2020-03-21,12,2020,6133130,2821239.8000000003,6,0.2
Michigan,2020-03-21,12,2020,10032075,1304169.75,1,0.1
Minnesota,2020-03-21,12,2020,5716548,3144101.4000000004,19,0.6
New Mexico,2020-03-21,12,2020,2100079,672025.28,11,1.6
New York,2020-03-21,12,2020,19657190,1769147.0999999999,9,0.5
Oregon,2020-03-21,12,2020,4238665,1822625.95,20,1.1
Tennessee,2020-03-21,12,2020,7030607,1827957.82,7,0.4
Utah,2020-03-21,12,2020,3376238,1215445.68,21,1.7
California,2020-03-28,13,2020,38886551,3499789.59,10,0.3
Colorado,2020-03-28,13,2020,5803748,2843836.52,20,0.7
Connecticut,2020-03-28,13,2020,3621089,869061.36,3,0.4
Georgia,2020-03-28,13,2020,10855454,4233627.0600000005,0,0
Maryland,2020-03-28,13,2020,6133130,2821239.8000000003,0,0
Michigan,2020-03-28,13,2020,10032075,1304169.75,5,0.4
Minnesota,2020-03-28,13,2020,5716548,3144101.4000000004,9,0.3
New Mexico,2020-03-28,13,2020,2100079,672025.28,10,1.5
New York,2020-03-28,13,2020,19657190,1769147.0999999999,5,0.3
Oregon,2020-03-28,13,2020,4238665,1822625.95,9,0.5
Tennessee,2020-03-28,13,2020,7030607,1827957.82,4,0.2
Utah,2020-03-28,13,2020,3376238,1215445.68,10,0.8
California,2020-04-04,14,2020,38886551,3499789.59,3,0.1
Colorado,2020-04-04,14,2020,5803748,2843836.52,9,0.3
Connecticut,2020-04-04,14,2020,3621089,869061.36,0,0
Georgia,2020-04-04,14,2020,10855454,4233627.0600000005,4,0.1
Maryland,2020-04-04,14,2020,6133130,2821239.8000000003,0,0
Michigan,2020-04-04,14,2020,10032075,1304169.75,0,0
Minnesota,2020-04-04,14,2020,5716548,3144101.4000000004,6,0.2
New Mexico,2020-04-04,14,2020,2100079,672025.28,2,0.3
New York,2020-04-04,14,2020,19657190,1769147.0999999999,5,0.3
Oregon,2020-04-04,14,2020,4238665,1822625.95,4,0.2
Tennessee,2020-04-04,14,2020,7030607,1827957.82,2,0.1
Utah,2020-04-04,14,2020,3376238,1215445.68,6,0.5
California,2020-04-11,15,2020,38886551,3499789.59,3,0.1
Colorado,2020-04-11,15,2020,5803748,2843836.52,6,0.2
Connecticut,2020-04-11,15,2020,3621089,869061.36,0,0
Georgia,2020-04-11,15,2020,10855454,4233627.0600000005,0,0
Maryland,2020-04-11,15,2020,6133130,2821239.8000000003,3,0.1
Michigan,2020-04-11,15,2020,10032075,1304169.75,0,0
Minnesota,2020-04-11,15,2020,5716548,3144101.4000000004,0,0
New Mexico,2020-04-11,15,2020,2100079,672025.28,0,0
New York,2020-04-11,15,2020,19657190,1769147.0999999999,2,0.1
Oregon,2020-04-11,15,2020,4238665,1822625.95,2,0.1
Tennessee,2020-04-11,15,2020,7030607,1827957.82,2,0.1
Utah,2020-04-11,15,2020,3376238,1215445.68,2,0.2
California,2020-04-18,16,2020,38886551,3499789.59,0,0
Colorado,2020-04-18,16,2020,5803748,2843836.52,3,0.1
Connecticut,2020-04-18,16,2020,3621089,869061.36,0,0
Georgia,2020-04-18,16,2020,10855454,4233627.0600000005,0,0
Maryland,2020-04-18,16,2020,6133130,2821239.8000000003,0,0
Michigan,2020-04-18,16,2020,10032075,1304169.75,0,0
Minnesota,2020-04-18,16,2020,5716548,3144101.4000000004,0,0
New Mexico,2020-04-18,16,2020,2100079,672025.28,0,0
New York,2020-04-18,16,2020,19657190,1769147.0999999999,0,0
Oregon,2020-04-18,16,2020,4238665,1822625.95,2,0.1
Tennessee,2020-04-18,16,2020,7030607,1827957.82,0,0
Utah,2020-04-18,16,2020,3376238,1215445.68,0,0
California,2020-04-25,17,2020,38886551,3499789.59,0,0
Colorado,2020-04-25,17,2020,5803748,2843836.52,0,0
Connecticut,2020-04-25,17,2020,3621089,869061.36,0,0
Georgia,2020-04-25,17,2020,10855454,4233627.0600000005,0,0
Maryland,2020-04-25,17,2020,6133130,2821239.8000000003,0,0
Michigan,2020-04-25,17,2020,10032075,1304169.75,0,0
Minnesota,2020-04-25,17,2020,5716548,3144101.4000000004,0,0
New Mexico,2020-04-25,17,2020,2100079,672025.28,0,0
New York,2020-04-25,17,2020,19657190,1769147.0999999999,0,0
Oregon,2020-04-25,17,2020,4238665,1822625.95,0,0
Tennessee,2020-04-25,17,2020,7030607,1827957.82,0,0
Utah,2020-04-25,17,2020,3376238,1215445.68,0,0
California,2020-05-02,18,2020,38886551,3499789.59,0,0
Colorado,2020-05-02,18,2020,5803748,2843836.52,0,0
Connecticut,2020-05-02,18,2020,3621089,869061.36,0,0
Georgia,2020-05-02,18,2020,10855454,4233627.0600000005,0,0
Maryland,2020-05-02,18,2020,6133130,2821239.8000000003,0,0
Michigan,2020-05-02,18,2020,10032075,1304169.75,1,0.1
Minnesota,2020-05-02,18,2020,5716548,3144101.4000000004,0,0
New Mexico,2020-05-02,18,2020,2100079,672025.28,0,0
New York,2020-05-02,18,2020,19657190,1769147.0999999999,0,0
Oregon,2020-05-02,18,2020,4238665,1822625.95,2,0.1
Tennessee,2020-05-02,18,2020,7030607,1827957.82,2,0.1
Utah,2020-05-02,18,2020,3376238,1215445.68,0,0
California,2020-10-03,40,2020,38886551,3499789.59,0,0
Colorado,2020-10-03,40,2020,5803748,2843836.52,0,0
Connecticut,2020-10-03,40,2020,3621089,869061.36,0,0
Georgia,2020-10-03,40,2020,10855454,4233627.0600000005,0,0
Maryland,2020-10-03,40,2020,6133130,2821239.8000000003,0,0
Michigan,2020-10-03,40,2020,10032075,1304169.75,0,0
Minnesota,2020-10-03,40,2020,5716548,3144101.4000000004,0,0
New Mexico,2020-10-03,40,2020,2100079,672025.28,0,0
New York,2020-10-03,40,2020,19657190,1769147.0999999999,0,0
Oregon,2020-10-03,40,2020,4238665,1822625.95,0,0
Tennessee,2020-10-03,40,2020,7030607,1827957.82,0,0
Utah,2020-10-03,40,2020,3376238,1215445.68,0,0
California,2020-10-10,41,2020,38886551,3499789.59,0,0
Colorado,2020-10-10,41,2020,5803748,2843836.52,0,0
Connecticut,2020-10-10,41,2020,3621089,869061.36,0,0
Georgia,2020-10-10,41,2020,10855454,4233627.0600000005,0,0
Maryland,2020-10-10,41,2020,6133130,2821239.8000000003,0,0
Michigan,2020-10-10,41,2020,10032075,1304169.75,0,0
Minnesota,2020-10-10,41,2020,5716548,3144101.4000000004,0,0
New Mexico,2020-10-10,41,2020,2100079,672025.28,0,0
New York,2020-10-10,41,2020,19657190,1769147.0999999999,0,0
Oregon,2020-10-10,41,2020,4238665,1822625.95,0,0
Tennessee,2020-10-10,41,2020,7030607,1827957.82,0,0
Utah,2020-10-10,41,2020,3376238,1215445.68,0,0
California,2020-10-17,42,2020,38886551,3499789.59,0,0
Colorado,2020-10-17,42,2020,5803748,2843836.52,0,0
Connecticut,2020-10-17,42,2020,3621089,869061.36,0,0
Georgia,2020-10-17,42,2020,10855454,4233627.0600000005,0,0
Maryland,2020-10-17,42,2020,6133130,2821239.8000000003,0,0
Michigan,2020-10-17,42,2020,10032075,1304169.75,0,0
Minnesota,2020-10-17,42,2020,5716548,3144101.4000000004,0,0
New Mexico,2020-10-17,42,2020,2100079,672025.28,0,0
New York,2020-10-17,42,2020,19657190,1769147.0999999999,0,0
Oregon,2020-10-17,42,2020,4238665,1822625.95,0,0
Tennessee,2020-10-17,42,2020,7030607,1827957.82,0,0
Utah,2020-10-17,42,2020,3376238,1215445.68,0,0
California,2020-10-24,43,2020,38886551,3499789.59,0,0
Colorado,2020-10-24,43,2020,5803748,2843836.52,0,0
Connecticut,2020-10-24,43,2020,3621089,869061.36,0,0
Georgia,2020-10-24,43,2020,10855454,4233627.0600000005,0,0
Maryland,2020-10-24,43,2020,6133130,2821239.8000000003,0,0
Michigan,2020-10-24,43,2020,10032075,1304169.75,0,0
Minnesota,2020-10-24,43,2020,5716548,3144101.4000000004,0,0
New Mexico,2020-10-24,43,2020,2100079,672025.28,0,0
New York,2020-10-24,43,2020,19657190,1769147.0999999999,0,0
Oregon,2020-10-24,43,2020,4238665,1822625.95,0,0
Tennessee,2020-10-24,43,2020,7030607,1827957.82,0,0
Utah,2020-10-24,43,2020,3376238,1215445.68,0,0
California,2020-10-31,44,2020,38886551,3499789.59,0,0
Colorado,2020-10-31,44,2020,5803748,2843836.52,0,0
Connecticut,2020-10-31,44,2020,3621089,869061.36,0,0
Georgia,2020-10-31,44,2020,10855454,4233627.0600000005,0,0
Maryland,2020-10-31,44,2020,6133130,2821239.8000000003,0,0
Michigan,2020-10-31,44,2020,10032075,1304169.75,0,0
Minnesota,2020-10-31,44,2020,5716548,3144101.4000000004,0,0
New Mexico,2020-10-31,44,2020,2100079,672025.28,1,0.1
New York,2020-10-31,44,2020,19657190,1769147.0999999999,0,0
Oregon,2020-10-31,44,2020,4238665,1822625.95,0,0
Tennessee,2020-10-31,44,2020,7030607,1827957.82,0,0
Utah,2020-10-31,44,2020,3376238,1215445.68,0,0
California,2020-11-07,45,2020,38886551,3499789.59,0,0
Colorado,2020-11-07,45,2020,5803748,2843836.52,0,0
Connecticut,2020-11-07,45,2020,3621089,869061.36,0,0
Georgia,2020-11-07,45,2020,10855454,4233627.0600000005,0,0
Maryland,2020-11-07,45,2020,6133130,2821239.8000000003,0,0
Michigan,2020-11-07,45,2020,10032075,1304169.75,0,0
Minnesota,2020-11-07,45,2020,5716548,3144101.4000000004,0,0
New Mexico,2020-11-07,45,2020,2100079,672025.28,1,0.1
New York,2020-11-07,45,2020,19657190,1769147.0999999999,0,0
Oregon,2020-11-07,45,2020,4238665,1822625.95,0,0
Tennessee,2020-11-07,45,2020,7030607,1827957.82,0,0
Utah,2020-11-07,45,2020,3376238,1215445.68,0,0
California,2020-11-14,46,2020,38886551,3499789.59,0,0
Colorado,2020-11-14,46,2020,5803748,2843836.52,0,0
Connecticut,2020-11-14,46,2020,3621089,869061.36,0,0
Georgia,2020-11-14,46,2020,10855454,4233627.0600000005,0,0
Maryland,2020-11-14,46,2020,6133130,2821239.8000000003,0,0
Michigan,2020-11-14,46,2020,10032075,1304169.75,0,0
Minnesota,2020-11-14,46,2020,5716548,3144101.4000000004,0,0
New Mexico,2020-11-14,46,2020,2100079,672025.28,1,0.1
New York,2020-11-14,46,2020,19657190,1769147.0999999999,0,0
Oregon,2020-11-14,46,2020,4238665,1822625.95,0,0
Tennessee,2020-11-14,46,2020,7030607,1827957.82,0,0
Utah,2020-11-14,46,2020,3376238,1215445.68,0,0
California,2020-11-21,47,2020,38886551,3499789.59,0,0
Colorado,2020-11-21,47,2020,5803748,2843836.52,0,0
Connecticut,2020-11-21,47,2020,3621089,869061.36,0,0
Georgia,2020-11-21,47,2020,10855454,4233627.0600000005,0,0
Maryland,2020-11-21,47,2020,6133130,2821239.8000000003,0,0
Michigan,2020-11-21,47,2020,10032075,1304169.75,0,0
Minnesota,2020-11-21,47,2020,5716548,3144101.4000000004,0,0
New Mexico,2020-11-21,47,2020,2100079,672025.28,0,0
New York,2020-11-21,47,2020,19657190,1769147.0999999999,0,0
Oregon,2020-11-21,47,2020,4238665,1822625.95,0,0
Tennessee,2020-11-21,47,2020,7030607,1827957.82,0,0
Utah,2020-11-21,47,2020,3376238,1215445.68,0,0
California,2020-11-28,48,2020,38886551,3499789.59,0,0
Colorado,2020-11-28,48,2020,5803748,2843836.52,0,0
Connecticut,2020-11-28,48,2020,3621089,869061.36,0,0
Georgia,2020-11-28,48,2020,10855454,4233627.0600000005,0,0
Maryland,2020-11-28,48,2020,6133130,2821239.8000000003,0,0
Michigan,2020-11-28,48,2020,10032075,1304169.75,0,0
Minnesota,2020-11-28,48,2020,5716548,3144101.4000000004,0,0
New Mexico,2020-11-28,48,2020,2100079,672025.28,0,0
New York,2020-11-28,48,2020,19657190,1769147.0999999999,0,0
Oregon,2020-11-28,48,2020,4238665,1822625.95,0,0
Tennessee,2020-11-28,48,2020,7030607,1827957.82,0,0
Utah,2020-11-28,48,2020,3376238,1215445.68,0,0
California,2020-12-05,49,2020,38886551,3499789.59,0,0
Colorado,2020-12-05,49,2020,5803748,2843836.52,0,0
Connecticut,2020-12-05,49,2020,3621089,869061.36,0,0
Georgia,2020-12-05,49,2020,10855454,4233627.0600000005,0,0
Maryland,2020-12-05,49,2020,6133130,2821239.8000000003,0,0
Michigan,2020-12-05,49,2020,10032075,1304169.75,0,0
Minnesota,2020-12-05,49,2020,5716548,3144101.4000000004,0,0
New Mexico,2020-12-05,49,2020,2100079,672025.28,0,0
New York,2020-12-05,49,2020,19657190,1769147.0999999999,0,0
Oregon,2020-12-05,49,2020,4238665,1822625.95,0,0
Tennessee,2020-12-05,49,2020,7030607,1827957.82,0,0
Utah,2020-12-05,49,2020,3376238,1215445.68,0,0
California,2020-12-12,50,2020,38886551,3499789.59,0,0
Colorado,2020-12-12,50,2020,5803748,2843836.52,0,0
Connecticut,2020-12-12,50,2020,3621089,869061.36,0,0
Georgia,2020-12-12,50,2020,10855454,4233627.0600000005,0,0
Maryland,2020-12-12,50,2020,6133130,2821239.8000000003,0,0
Michigan,2020-12-12,50,2020,10032075,1304169.75,0,0
Minnesota,2020-12-12,50,2020,5716548,3144101.4000000004,0,0
New Mexico,2020-12-12,50,2020,2100079,672025.28,0,0
New York,2020-12-12,50,2020,19657190,1769147.0999999999,0,0
Oregon,2020-12-12,50,2020,4238665,1822625.95,0,0
Tennessee,2020-12-12,50,2020,7030607,1827957.82,0,0
Utah,2020-12-12,50,2020,3376238,1215445.68,0,0
California,2020-12-19,51,2020,38886551,3499789.59,0,0
Colorado,2020-12-19,51,2020,5803748,2843836.52,0,0
Connecticut,2020-12-19,51,2020,3621089,869061.36,0,0
Georgia,2020-12-19,51,2020,10855454,4233627.0600000005,0,0
Maryland,2020-12-19,51,2020,6133130,2821239.8000000003,0,0
Michigan,2020-12-19,51,2020,10032075,1304169.75,0,0
Minnesota,2020-12-19,51,2020,5716548,3144101.4000000004,0,0
New Mexico,2020-12-19,51,2020,2100079,672025.28,0,0
New York,2020-12-19,51,2020,19657190,1769147.0999999999,0,0
Oregon,2020-12-19,51,2020,4238665,1822625.95,0,0
Tennessee,2020-12-19,51,2020,7030607,1827957.82,0,0
Utah,2020-12-19,51,2020,3376238,1215445.68,0,0
California,2020-12-26,52,2020,38886551,3499789.59,0,0
Colorado,2020-12-26,52,2020,5803748,2843836.52,0,0
Connecticut,2020-12-26,52,2020,3621089,869061.36,0,0
Georgia,2020-12-26,52,2020,10855454,4233627.0600000005,0,0
Maryland,2020-12-26,52,2020,6133130,2821239.8000000003,0,0
Michigan,2020-12-26,52,2020,10032075,1304169.75,0,0
Minnesota,2020-12-26,52,2020,5716548,3144101.4000000004,0,0
New Mexico,2020-12-26,52,2020,2100079,672025.28,0,0
New York,2020-12-26,52,2020,19657190,1769147.0999999999,0,0
Oregon,2020-12-26,52,2020,4238665,1822625.95,0,0
Tennessee,2020-12-26,52,2020,7030607,1827957.82,0,0
Utah,2020-12-26,52,2020,3376238,1215445.68,0,0
California,2021-01-02,53,2020,38886551,3499789.59,0,0
Colorado,2021-01-02,53,2020,5803748,2843836.52,0,0
Connecticut,2021-01-02,53,2020,3621089,869061.36,0,0
Georgia,2021-01-02,53,2020,10855454,4233627.0600000005,0,0
Maryland,2021-01-02,53,2020,6133130,2821239.8000000003,0,0
Michigan,2021-01-02,53,2020,10032075,1304169.75,0,0
Minnesota,2021-01-02,53,2020,5716548,3144101.4000000004,0,0
New Mexico,2021-01-02,53,2020,2100079,672025.28,0,0
New York,2021-01-02,53,2020,19657190,1769147.0999999999,0,0
Oregon,2021-01-02,53,2020,4238665,1822625.95,0,0
Tennessee,2021-01-02,53,2020,7030607,1827957.82,0,0
Utah,2021-01-02,53,2020,3376238,1215445.68,0,0
California,2021-01-09,1,2021,38886551,3499789.59,0,0
Colorado,2021-01-09,1,2021,5803748,2843836.52,0,0
Connecticut,2021-01-09,1,2021,3621089,869061.36,0,0
Georgia,2021-01-09,1,2021,10855454,4233627.0600000005,0,0
Maryland,2021-01-09,1,2021,6133130,2821239.8000000003,0,0
Michigan,2021-01-09,1,2021,10032075,1304169.75,0,0
Minnesota,2021-01-09,1,2021,5716548,3144101.4000000004,0,0
New Mexico,2021-01-09,1,2021,2100079,672025.28,1,0.1
New York,2021-01-09,1,2021,19657190,1769147.0999999999,0,0
Oregon,2021-01-09,1,2021,4238665,1822625.95,2,0.1
Tennessee,2021-01-09,1,2021,7030607,1827957.82,0,0
Utah,2021-01-09,1,2021,3376238,1215445.68,0,0
California,2021-01-16,2,2021,38886551,3499789.59,0,0
Colorado,2021-01-16,2,2021,5803748,2843836.52,0,0
Connecticut,2021-01-16,2,2021,3621089,869061.36,0,0
Georgia,2021-01-16,2,2021,10855454,4233627.0600000005,0,0
Maryland,2021-01-16,2,2021,6133130,2821239.8000000003,0,0
Michigan,2021-01-16,2,2021,10032075,1304169.75,0,0
Minnesota,2021-01-16,2,2021,5716548,3144101.4000000004,0,0
New Mexico,2021-01-16,2,2021,2100079,672025.28,0,0
New York,2021-01-16,2,2021,19657190,1769147.0999999999,0,0
Oregon,2021-01-16,2,2021,4238665,1822625.95,0,0
Tennessee,2021-01-16,2,2021,7030607,1827957.82,0,0
Utah,2021-01-16,2,2021,3376238,1215445.68,0,0
California,2021-01-23,3,2021,38886551,3499789.59,0,0
Colorado,2021-01-23,3,2021,5803748,2843836.52,0,0
Connecticut,2021-01-23,3,2021,3621089,869061.36,0,0
Georgia,2021-01-23,3,2021,10855454,4233627.0600000005,0,0
Maryland,2021-01-23,3,2021,6133130,2821239.8000000003,0,0
Michigan,2021-01-23,3,2021,10032075,1304169.75,0,0
Minnesota,2021-01-23,3,2021,5716548,3144101.4000000004,0,0
New Mexico,2021-01-23,3,2021,2100079,672025.28,0,0
New York,2021-01-23,3,2021,19657190,1769147.0999999999,0,0
Oregon,2021-01-23,3,2021,4238665,1822625.95,0,0
Tennessee,2021-01-23,3,2021,7030607,1827957.82,0,0
Utah,2021-01-23,3,2021,3376238,1215445.68,0,0
California,2021-01-30,4,2021,38886551,3499789.59,0,0
Colorado,2021-01-30,4,2021,5803748,2843836.52,0,0
Connecticut,2021-01-30,4,2021,3621089,869061.36,0,0
Georgia,2021-01-30,4,2021,10855454,4233627.0600000005,0,0
Maryland,2021-01-30,4,2021,6133130,2821239.8000000003,0,0
Michigan,2021-01-30,4,2021,10032075,1304169.75,0,0
Minnesota,2021-01-30,4,2021,5716548,3144101.4000000004,0,0
New Mexico,2021-01-30,4,2021,2100079,672025.28,0,0
New York,2021-01-30,4,2021,19657190,1769147.0999999999,0,0
Oregon,2021-01-30,4,2021,4238665,1822625.95,0,0
Tennessee,2021-01-30,4,2021,7030607,1827957.82,0,0
Utah,2021-01-30,4,2021,3376238,1215445.68,0,0
California,2021-02-06,5,2021,38886551,3499789.59,0,0
Colorado,2021-02-06,5,2021,5803748,2843836.52,0,0
Connecticut,2021-02-06,5,2021,3621089,869061.36,0,0
Georgia,2021-02-06,5,2021,10855454,4233627.0600000005,0,0
Maryland,2021-02-06,5,2021,6133130,2821239.8000000003,0,0
Michigan,2021-02-06,5,2021,10032075,1304169.75,0,0
Minnesota,2021-02-06,5,2021,5716548,3144101.4000000004,0,0
New Mexico,2021-02-06,5,2021,2100079,672025.28,0,0
New York,2021-02-06,5,2021,19657190,1769147.0999999999,0,0
Oregon,2021-02-06,5,2021,4238665,1822625.95,0,0
Tennessee,2021-02-06,5,2021,7030607,1827957.82,0,0
Utah,2021-02-06,5,2021,3376238,1215445.68,0,0
California,2021-02-13,6,2021,38886551,3499789.59,0,0
Colorado,2021-02-13,6,2021,5803748,2843836.52,0,0
Connecticut,2021-02-13,6,2021,3621089,869061.36,0,0
Georgia,2021-02-13,6,2021,10855454,4233627.0600000005,0,0
Maryland,2021-02-13,6,2021,6133130,2821239.8000000003,0,0
Michigan,2021-02-13,6,2021,10032075,1304169.75,0,0
Minnesota,2021-02-13,6,2021,5716548,3144101.4000000004,0,0
New Mexico,2021-02-13,6,2021,2100079,672025.28,0,0
New York,2021-02-13,6,2021,19657190,1769147.0999999999,0,0
Oregon,2021-02-13,6,2021,4238665,1822625.95,0,0
Tennessee,2021-02-13,6,2021,7030607,1827957.82,0,0
Utah,2021-02-13,6,2021,3376238,1215445.68,0,0
California,2021-02-20,7,2021,38886551,3499789.59,0,0
Colorado,2021-02-20,7,2021,5803748,2843836.52,0,0
Connecticut,2021-02-20,7,2021,3621089,869061.36,0,0
Georgia,2021-02-20,7,2021,10855454,4233627.0600000005,4,0.1
Maryland,2021-02-20,7,2021,6133130,2821239.8000000003,0,0
Michigan,2021-02-20,7,2021,10032075,1304169.75,0,0
Minnesota,2021-02-20,7,2021,5716548,3144101.4000000004,0,0
New Mexico,2021-02-20,7,2021,2100079,672025.28,0,0
New York,2021-02-20,7,2021,19657190,1769147.0999999999,0,0
Oregon,2021-02-20,7,2021,4238665,1822625.95,0,0
Tennessee,2021-02-20,7,2021,7030607,1827957.82,0,0
Utah,2021-02-20,7,2021,3376238,1215445.68,0,0
California,2021-02-27,8,2021,38886551,3499789.59,0,0
Colorado,2021-02-27,8,2021,5803748,2843836.52,0,0
Connecticut,2021-02-27,8,2021,3621089,869061.36,0,0
Georgia,2021-02-27,8,2021,10855454,4233627.0600000005,0,0
Maryland,2021-02-27,8,2021,6133130,2821239.8000000003,0,0
Michigan,2021-02-27,8,2021,10032075,1304169.75,0,0
Minnesota,2021-02-27,8,2021,5716548,3144101.4000000004,3,0.1
New Mexico,2021-02-27,8,2021,2100079,672025.28,0,0
New York,2021-02-27,8,2021,19657190,1769147.0999999999,0,0
Oregon,2021-02-27,8,2021,4238665,1822625.95,0,0
Tennessee,2021-02-27,8,2021,7030607,1827957.82,0,0
Utah,2021-02-27,8,2021,3376238,1215445.68,0,0
California,2021-03-06,9,2021,38886551,3499789.59,0,0
Colorado,2021-03-06,9,2021,5803748,2843836.52,0,0
Connecticut,2021-03-06,9,2021,3621089,869061.36,0,0
Georgia,2021-03-06,9,2021,10855454,4233627.0600000005,0,0
Maryland,2021-03-06,9,2021,6133130,2821239.8000000003,0,0
Michigan,2021-03-06,9,2021,10032075,1304169.75,0,0
Minnesota,2021-03-06,9,2021,5716548,3144101.4000000004,0,0
New Mexico,2021-03-06,9,2021,2100079,672025.28,0,0
New York,2021-03-06,9,2021,19657190,1769147.0999999999,0,0
Oregon,2021-03-06,9,2021,4238665,1822625.95,0,0
Tennessee,2021-03-06,9,2021,7030607,1827957.82,0,0
Utah,2021-03-06,9,2021,3376238,1215445.68,0,0
California,2021-03-13,10,2021,38886551,3499789.59,0,0
Colorado,2021-03-13,10,2021,5803748,2843836.52,0,0
Connecticut,2021-03-13,10,2021,3621089,869061.36,0,0
Georgia,2021-03-13,10,2021,10855454,4233627.0600000005,4,0.1
Maryland,2021-03-13,10,2021,6133130,2821239.8000000003,0,0
Michigan,2021-03-13,10,2021,10032075,1304169.75,0,0
Minnesota,2021-03-13,10,2021,5716548,3144101.4000000004,0,0
New Mexico,2021-03-13,10,2021,2100079,672025.28,0,0
New York,2021-03-13,10,2021,19657190,1769147.0999999999,0,0
Oregon,2021-03-13,10,2021,4238665,1822625.95,0,0
Tennessee,2021-03-13,10,2021,7030607,1827957.82,0,0
Utah,2021-03-13,10,2021,3376238,1215445.68,0,0
California,2021-03-20,11,2021,38886551,3499789.59,0,0
Colorado,2021-03-20,11,2021,5803748,2843836.52,0,0
Connecticut,2021-03-20,11,2021,3621089,869061.36,0,0
Georgia,2021-03-20,11,2021,10855454,4233627.0600000005,0,0
Maryland,2021-03-20,11,2021,6133130,2821239.8000000003,0,0
Michigan,2021-03-20,11,2021,10032075,1304169.75,0,0
Minnesota,2021-03-20,11,2021,5716548,3144101.4000000004,0,0
New Mexico,2021-03-20,11,2021,2100079,672025.28,0,0
New York,2021-03-20,11,2021,19657190,1769147.0999999999,0,0
Oregon,2021-03-20,11,2021,4238665,1822625.95,0,0
Tennessee,2021-03-20,11,2021,7030607,1827957.82,0,0
Utah,2021-03-20,11,2021,3376238,1215445.68,0,0
California,2021-03-27,12,2021,38886551,3499789.59,0,0
