model,date,location,horizon,prediction,true_value,quantile
flu,2023-11-11,New York,3,29,88,0.025
flu,2023-11-11,New York,3,56,88,0.25
flu,2023-11-11,New York,3,79,88,0.5
flu,2023-11-11,New York,3,109,88,0.75
flu,2023-11-11,New York,3,203,88,0.975
flu,2023-11-18,New York,4,35,123,0.025
flu,2023-11-18,New York,4,72,123,0.25
flu,2023-11-18,New York,4,104,123,0.5
flu,2023-11-18,New York,4,148,123,0.75
flu,2023-11-18,New York,4,296,123,0.975
flu,2023-10-28,North Carolina,1,11,20,0.025
flu,2023-10-28,North Carolina,1,20,20,0.25
flu,2023-10-28,North Carolina,1,26,20,0.5
flu,2023-10-28,North Carolina,1,34,20,0.75
flu,2023-10-28,North Carolina,1,54,20,0.975
flu,2023-11-04,North Carolina,2,13,40,0.025
flu,2023-11-04,North Carolina,2,25,40,0.25
flu,2023-11-04,North Carolina,2,34,40,0.5
flu,2023-11-04,North Carolina,2,47,40,0.75
flu,2023-11-04,North Carolina,2,82,40,0.975
flu,2023-11-11,North Carolina,3,14,49,0.025
flu,2023-11-11,North Carolina,3,32,49,0.25
flu,2023-11-11,North Carolina,3,45,49,0.5
flu,2023-11-11,North Carolina,3,65,49,0.75
flu,2023-11-11,North Carolina,3,126,49,0.975
flu,2023-11-18,North Carolina,4,17,88,0.025
flu,2023-11-18,North Carolina,4,40,88,0.25
flu,2023-11-18,North Carolina,4,61,88,0.5
flu,2023-11-18,North Carolina,4,87,88,0.75
flu,2023-11-18,North Carolina,4,182,88,0.975
flu,2023-10-28,North Dakota,1,0,1,0.025
flu,2023-10-28,North Dakota,1,1,1,0.25
flu,2023-10-28,North Dakota,1,2,1,0.5
flu,2023-10-28,North Dakota,1,3,1,0.75
flu,2023-10-28,North Dakota,1,6,1,0.975
flu,2023-11-04,North Dakota,2,0,0,0.025
flu,2023-11-04,North Dakota,2,1,0,0.25
flu,2023-11-04,North Dakota,2,2,0,0.5
flu,2023-11-04,North Dakota,2,4,0,0.75
flu,2023-11-04,North Dakota,2,9,0,0.975
flu,2023-11-11,North Dakota,3,0,2,0.025
flu,2023-11-11,North Dakota,3,2,2,0.25
flu,2023-11-11,North Dakota,3,3,2,0.5
flu,2023-11-11,North Dakota,3,6,2,0.75
flu,2023-11-11,North Dakota,3,13,2,0.975
flu,2023-11-18,North Dakota,4,0,7,0.025
flu,2023-11-18,North Dakota,4,2,7,0.25
flu,2023-11-18,North Dakota,4,5,7,0.5
flu,2023-11-18,North Dakota,4,8,7,0.75
flu,2023-11-18,North Dakota,4,19,7,0.975
flu,2023-10-28,Ohio,1,14,17,0.025
flu,2023-10-28,Ohio,1,23,17,0.25
flu,2023-10-28,Ohio,1,30,17,0.5
flu,2023-10-28,Ohio,1,39,17,0.75
flu,2023-10-28,Ohio,1,59,17,0.975
flu,2023-11-04,Ohio,2,16,21,0.025
flu,2023-11-04,Ohio,2,29,21,0.25
flu,2023-11-04,Ohio,2,39,21,0.5
flu,2023-11-04,Ohio,2,53,21,0.75
flu,2023-11-04,Ohio,2,88,21,0.975
flu,2023-11-11,Ohio,3,18,26,0.025
flu,2023-11-11,Ohio,3,36,26,0.25
flu,2023-11-11,Ohio,3,51,26,0.5
flu,2023-11-11,Ohio,3,70,26,0.75
flu,2023-11-11,Ohio,3,129,26,0.975
flu,2023-11-18,Ohio,4,20,56,0.025
flu,2023-11-18,Ohio,4,45,56,0.25
flu,2023-11-18,Ohio,4,66,56,0.5
flu,2023-11-18,Ohio,4,96,56,0.75
flu,2023-11-18,Ohio,4,193,56,0.975
flu,2023-10-28,Oklahoma,1,16,10,0.025
flu,2023-10-28,Oklahoma,1,27,10,0.25
flu,2023-10-28,Oklahoma,1,35,10,0.5
flu,2023-10-28,Oklahoma,1,43,10,0.75
flu,2023-10-28,Oklahoma,1,65,10,0.975
flu,2023-11-04,Oklahoma,2,19,18,0.025
flu,2023-11-04,Oklahoma,2,34,18,0.25
flu,2023-11-04,Oklahoma,2,45,18,0.5
flu,2023-11-04,Oklahoma,2,59,18,0.75
flu,2023-11-04,Oklahoma,2,98,18,0.975
flu,2023-11-11,Oklahoma,3,22,34,0.025
flu,2023-11-11,Oklahoma,3,42,34,0.25
flu,2023-11-11,Oklahoma,3,58,34,0.5
flu,2023-11-11,Oklahoma,3,80,34,0.75
flu,2023-11-11,Oklahoma,3,145,34,0.975
flu,2023-11-18,Oklahoma,4,25,37,0.025
flu,2023-11-18,Oklahoma,4,53,37,0.25
flu,2023-11-18,Oklahoma,4,76,37,0.5
flu,2023-11-18,Oklahoma,4,109,37,0.75
flu,2023-11-18,Oklahoma,4,207,37,0.975
flu,2023-10-28,Oregon,1,2,14,0.025
flu,2023-10-28,Oregon,1,6,14,0.25
flu,2023-10-28,Oregon,1,9,14,0.5
flu,2023-10-28,Oregon,1,12,14,0.75
flu,2023-10-28,Oregon,1,21,14,0.975
flu,2023-11-04,Oregon,2,3,6,0.025
flu,2023-11-04,Oregon,2,8,6,0.25
flu,2023-11-04,Oregon,2,11,6,0.5
flu,2023-11-04,Oregon,2,16,6,0.75
flu,2023-11-04,Oregon,2,30,6,0.975
flu,2023-11-11,Oregon,3,4,11,0.025
flu,2023-11-11,Oregon,3,9,11,0.25
flu,2023-11-11,Oregon,3,14,11,0.5
flu,2023-11-11,Oregon,3,21,11,0.75
flu,2023-11-11,Oregon,3,42,11,0.975
flu,2023-11-18,Oregon,4,4,17,0.025
flu,2023-11-18,Oregon,4,12,17,0.25
flu,2023-11-18,Oregon,4,19,17,0.5
flu,2023-11-18,Oregon,4,28,17,0.75
flu,2023-11-18,Oregon,4,58,17,0.975
flu,2023-10-28,Pennsylvania,1,30,50,0.025
flu,2023-10-28,Pennsylvania,1,48,50,0.25
flu,2023-10-28,Pennsylvania,1,60,50,0.5
flu,2023-10-28,Pennsylvania,1,74,50,0.75
flu,2023-10-28,Pennsylvania,1,109,50,0.975
flu,2023-11-04,Pennsylvania,2,34,39,0.025
flu,2023-11-04,Pennsylvania,2,60,39,0.25
flu,2023-11-04,Pennsylvania,2,78,39,0.5
flu,2023-11-04,Pennsylvania,2,103,39,0.75
flu,2023-11-04,Pennsylvania,2,169,39,0.975
flu,2023-11-11,Pennsylvania,3,39,82,0.025
flu,2023-11-11,Pennsylvania,3,75,82,0.25
flu,2023-11-11,Pennsylvania,3,103,82,0.5
flu,2023-11-11,Pennsylvania,3,142,82,0.75
flu,2023-11-11,Pennsylvania,3,261,82,0.975
flu,2023-11-18,Pennsylvania,4,47,89,0.025
flu,2023-11-18,Pennsylvania,4,96,89,0.25
flu,2023-11-18,Pennsylvania,4,137,89,0.5
flu,2023-11-18,Pennsylvania,4,198,89,0.75
flu,2023-11-18,Pennsylvania,4,382,89,0.975
flu,2023-10-28,Puerto Rico,1,51,164,0.025
flu,2023-10-28,Puerto Rico,1,95,164,0.25
flu,2023-10-28,Puerto Rico,1,129,164,0.5
flu,2023-10-28,Puerto Rico,1,178,164,0.75
flu,2023-10-28,Puerto Rico,1,313,164,0.975
flu,2023-11-04,Puerto Rico,2,45,144,0.025
flu,2023-11-04,Puerto Rico,2,103,144,0.25
flu,2023-11-04,Puerto Rico,2,156,144,0.5
flu,2023-11-04,Puerto Rico,2,235,144,0.75
flu,2023-11-04,Puerto Rico,2,535,144,0.975
flu,2023-11-11,Puerto Rico,3,46,148,0.025
flu,2023-11-11,Puerto Rico,3,116,148,0.25
flu,2023-11-11,Puerto Rico,3,191,148,0.5
flu,2023-11-11,Puerto Rico,3,313,148,0.75
flu,2023-11-11,Puerto Rico,3,822,148,0.975
flu,2023-11-18,Puerto Rico,4,44,113,0.025
flu,2023-11-18,Puerto Rico,4,133,113,0.25
flu,2023-11-18,Puerto Rico,4,236,113,0.5
flu,2023-11-18,Puerto Rico,4,410,113,0.75
flu,2023-11-18,Puerto Rico,4,1176,113,0.975
flu,2023-10-28,Rhode Island,1,0,1,0.025
flu,2023-10-28,Rhode Island,1,0,1,0.25
flu,2023-10-28,Rhode Island,1,1,1,0.5
flu,2023-10-28,Rhode Island,1,2,1,0.75
flu,2023-10-28,Rhode Island,1,4,1,0.975
flu,2023-11-04,Rhode Island,2,0,0,0.025
flu,2023-11-04,Rhode Island,2,0,0,0.25
flu,2023-11-04,Rhode Island,2,1,0,0.5
flu,2023-11-04,Rhode Island,2,2,0,0.75
flu,2023-11-04,Rhode Island,2,5,0,0.975
flu,2023-11-11,Rhode Island,3,0,2,0.025
flu,2023-11-11,Rhode Island,3,0,2,0.25
flu,2023-11-11,Rhode Island,3,1,2,0.5
flu,2023-11-11,Rhode Island,3,3,2,0.75
flu,2023-11-11,Rhode Island,3,7,2,0.975
flu,2023-11-18,Rhode Island,4,0,0,0.025
flu,2023-11-18,Rhode Island,4,1,0,0.25
flu,2023-11-18,Rhode Island,4,2,0,0.5
flu,2023-11-18,Rhode Island,4,3,0,0.75
flu,2023-11-18,Rhode Island,4,9,0,0.975
flu,2023-10-28,South Carolina,1,16,21,0.025
flu,2023-10-28,South Carolina,1,28,21,0.25
flu,2023-10-28,South Carolina,1,37,21,0.5
flu,2023-10-28,South Carolina,1,49,21,0.75
flu,2023-10-28,South Carolina,1,79,21,0.975
flu,2023-11-04,South Carolina,2,16,45,0.025
flu,2023-11-04,South Carolina,2,33,45,0.25
flu,2023-11-04,South Carolina,2,47,45,0.5
flu,2023-11-04,South Carolina,2,66,45,0.75
flu,2023-11-04,South Carolina,2,123,45,0.975
flu,2023-11-11,South Carolina,3,18,52,0.025
flu,2023-11-11,South Carolina,3,40,52,0.25
flu,2023-11-11,South Carolina,3,59,52,0.5
flu,2023-11-11,South Carolina,3,89,52,0.75
flu,2023-11-11,South Carolina,3,188,52,0.975
flu,2023-11-18,South Carolina,4,20,64,0.025
flu,2023-11-18,South Carolina,4,48,64,0.25
flu,2023-11-18,South Carolina,4,76,64,0.5
flu,2023-11-18,South Carolina,4,118,64,0.75
flu,2023-11-18,South Carolina,4,276,64,0.975
flu,2023-10-28,South Dakota,1,0,3,0.025
flu,2023-10-28,South Dakota,1,1,3,0.25
flu,2023-10-28,South Dakota,1,3,3,0.5
flu,2023-10-28,South Dakota,1,4,3,0.75
flu,2023-10-28,South Dakota,1,8,3,0.975
flu,2023-11-04,South Dakota,2,0,1,0.025
flu,2023-11-04,South Dakota,2,2,1,0.25
flu,2023-11-04,South Dakota,2,4,1,0.5
flu,2023-11-04,South Dakota,2,6,1,0.75
flu,2023-11-04,South Dakota,2,11,1,0.975
flu,2023-11-11,South Dakota,3,0,2,0.025
flu,2023-11-11,South Dakota,3,3,2,0.25
flu,2023-11-11,South Dakota,3,5,2,0.5
flu,2023-11-11,South Dakota,3,8,2,0.75
flu,2023-11-11,South Dakota,3,16,2,0.975
flu,2023-11-18,South Dakota,4,1,1,0.025
flu,2023-11-18,South Dakota,4,4,1,0.25
flu,2023-11-18,South Dakota,4,7,1,0.5
flu,2023-11-18,South Dakota,4,10,1,0.75
flu,2023-11-18,South Dakota,4,23,1,0.975
flu,2023-10-28,Tennessee,1,26,44,0.025
flu,2023-10-28,Tennessee,1,40,44,0.25
flu,2023-10-28,Tennessee,1,49,44,0.5
flu,2023-10-28,Tennessee,1,61,44,0.75
flu,2023-10-28,Tennessee,1,87,44,0.975
flu,2023-11-04,Tennessee,2,29,44,0.025
flu,2023-11-04,Tennessee,2,48,44,0.25
flu,2023-11-04,Tennessee,2,63,44,0.5
flu,2023-11-04,Tennessee,2,81,44,0.75
flu,2023-11-04,Tennessee,2,129,44,0.975
flu,2023-11-11,Tennessee,3,33,47,0.025
flu,2023-11-11,Tennessee,3,59,47,0.25
flu,2023-11-11,Tennessee,3,80,47,0.5
flu,2023-11-11,Tennessee,3,107,47,0.75
flu,2023-11-11,Tennessee,3,183,47,0.975
flu,2023-11-18,Tennessee,4,38,57,0.025
flu,2023-11-18,Tennessee,4,73,57,0.25
flu,2023-11-18,Tennessee,4,103,57,0.5
flu,2023-11-18,Tennessee,4,141,57,0.75
flu,2023-11-18,Tennessee,4,256,57,0.975
flu,2023-10-28,Texas,1,158,246,0.025
flu,2023-10-28,Texas,1,234,246,0.25
flu,2023-10-28,Texas,1,286,246,0.5
flu,2023-10-28,Texas,1,350,246,0.75
flu,2023-10-28,Texas,1,517,246,0.975
flu,2023-11-04,Texas,2,160,305,0.025
flu,2023-11-04,Texas,2,270,305,0.25
flu,2023-11-04,Texas,2,358,305,0.5
flu,2023-11-04,Texas,2,471,305,0.75
flu,2023-11-04,Texas,2,792,305,0.975
flu,2023-11-11,Texas,3,173,373,0.025
flu,2023-11-11,Texas,3,322,373,0.25
flu,2023-11-11,Texas,3,451,373,0.5
flu,2023-11-11,Texas,3,623,373,0.75
flu,2023-11-11,Texas,3,1158,373,0.975
flu,2023-11-18,Texas,4,197,373,0.025
flu,2023-11-18,Texas,4,397,373,0.25
flu,2023-11-18,Texas,4,573,373,0.5
flu,2023-11-18,Texas,4,825,373,0.75
flu,2023-11-18,Texas,4,1705,373,0.975
flu,2023-10-28,Utah,1,2,5,0.025
flu,2023-10-28,Utah,1,5,5,0.25
flu,2023-10-28,Utah,1,7,5,0.5
flu,2023-10-28,Utah,1,10,5,0.75
flu,2023-10-28,Utah,1,17,5,0.975
flu,2023-11-04,Utah,2,2,9,0.025
flu,2023-11-04,Utah,2,6,9,0.25
flu,2023-11-04,Utah,2,9,9,0.5
flu,2023-11-04,Utah,2,13,9,0.75
flu,2023-11-04,Utah,2,22,9,0.975
flu,2023-11-11,Utah,3,3,5,0.025
flu,2023-11-11,Utah,3,7,5,0.25
flu,2023-11-11,Utah,3,11,5,0.5
flu,2023-11-11,Utah,3,16,5,0.75
flu,2023-11-11,Utah,3,30,5,0.975
flu,2023-11-18,Utah,4,3,7,0.025
flu,2023-11-18,Utah,4,9,7,0.25
flu,2023-11-18,Utah,4,14,7,0.5
flu,2023-11-18,Utah,4,21,7,0.75
flu,2023-11-18,Utah,4,42,7,0.975
flu,2023-10-28,Vermont,1,0,0,0.025
flu,2023-10-28,Vermont,1,0,0,0.25
flu,2023-10-28,Vermont,1,1,0,0.5
flu,2023-10-28,Vermont,1,2,0,0.75
flu,2023-10-28,Vermont,1,4,0,0.975
flu,2023-11-04,Vermont,2,0,0,0.025
flu,2023-11-04,Vermont,2,0,0,0.25
flu,2023-11-04,Vermont,2,1,0,0.5
flu,2023-11-04,Vermont,2,2,0,0.75
flu,2023-11-04,Vermont,2,5,0,0.975
flu,2023-11-11,Vermont,3,0,2,0.025
flu,2023-11-11,Vermont,3,0,2,0.25
flu,2023-11-11,Vermont,3,1,2,0.5
flu,2023-11-11,Vermont,3,2,2,0.75
flu,2023-11-11,Vermont,3,6,2,0.975
flu,2023-11-18,Vermont,4,0,5,0.025
flu,2023-11-18,Vermont,4,1,5,0.25
flu,2023-11-18,Vermont,4,2,5,0.5
flu,2023-11-18,Vermont,4,3,5,0.75
flu,2023-11-18,Vermont,4,8,5,0.975
flu,2023-10-28,Virginia,1,45,61,0.025
flu,2023-10-28,Virginia,1,68,61,0.25
flu,2023-10-28,Virginia,1,84,61,0.5
flu,2023-10-28,Virginia,1,103,61,0.75
flu,2023-10-28,Virginia,1,148,61,0.975
flu,2023-11-04,Virginia,2,48,51,0.025
flu,2023-11-04,Virginia,2,80,51,0.25
flu,2023-11-04,Virginia,2,105,51,0.5
flu,2023-11-04,Virginia,2,136,51,0.75
flu,2023-11-04,Virginia,2,220,51,0.975
flu,2023-11-11,Virginia,3,53,92,0.025
flu,2023-11-11,Virginia,3,96,92,0.25
flu,2023-11-11,Virginia,3,131,92,0.5
flu,2023-11-11,Virginia,3,179,92,0.75
flu,2023-11-11,Virginia,3,311,92,0.975
flu,2023-11-18,Virginia,4,58,100,0.025
flu,2023-11-18,Virginia,4,118,100,0.25
flu,2023-11-18,Virginia,4,166,100,0.5
flu,2023-11-18,Virginia,4,235,100,0.75
flu,2023-11-18,Virginia,4,441,100,0.975
flu,2023-10-28,Washington,1,5,8,0.025
flu,2023-10-28,Washington,1,11,8,0.25
flu,2023-10-28,Washington,1,15,8,0.5
flu,2023-10-28,Washington,1,20,8,0.75
flu,2023-10-28,Washington,1,35,8,0.975
flu,2023-11-04,Washington,2,5,17,0.025
flu,2023-11-04,Washington,2,13,17,0.25
flu,2023-11-04,Washington,2,19,17,0.5
flu,2023-11-04,Washington,2,27,17,0.75
flu,2023-11-04,Washington,2,54,17,0.975
flu,2023-11-11,Washington,3,6,17,0.025
flu,2023-11-11,Washington,3,16,17,0.25
flu,2023-11-11,Washington,3,24,17,0.5
flu,2023-11-11,Washington,3,37,17,0.75
flu,2023-11-11,Washington,3,79,17,0.975
flu,2023-11-18,Washington,4,8,33,0.025
flu,2023-11-18,Washington,4,20,33,0.25
flu,2023-11-18,Washington,4,32,33,0.5
flu,2023-11-18,Washington,4,51,33,0.75
flu,2023-11-18,Washington,4,118,33,0.975
flu,2023-10-28,West Virginia,1,1,4,0.025
flu,2023-10-28,West Virginia,1,4,4,0.25
flu,2023-10-28,West Virginia,1,6,4,0.5
flu,2023-10-28,West Virginia,1,8,4,0.75
flu,2023-10-28,West Virginia,1,15,4,0.975
flu,2023-11-04,West Virginia,2,2,7,0.025
flu,2023-11-04,West Virginia,2,5,7,0.25
flu,2023-11-04,West Virginia,2,8,7,0.5
flu,2023-11-04,West Virginia,2,11,7,0.75
flu,2023-11-04,West Virginia,2,21,7,0.975
flu,2023-11-11,West Virginia,3,2,14,0.025
flu,2023-11-11,West Virginia,3,7,14,0.25
flu,2023-11-11,West Virginia,3,11,14,0.5
flu,2023-11-11,West Virginia,3,16,14,0.75
flu,2023-11-11,West Virginia,3,31,14,0.975
flu,2023-11-18,West Virginia,4,3,8,0.025
flu,2023-11-18,West Virginia,4,9,8,0.25
flu,2023-11-18,West Virginia,4,14,8,0.5
flu,2023-11-18,West Virginia,4,22,8,0.75
flu,2023-11-18,West Virginia,4,45,8,0.975
flu,2023-10-28,Wisconsin,1,2,7,0.025
flu,2023-10-28,Wisconsin,1,5,7,0.25
flu,2023-10-28,Wisconsin,1,7,7,0.5
flu,2023-10-28,Wisconsin,1,10,7,0.75
flu,2023-10-28,Wisconsin,1,18,7,0.975
flu,2023-11-04,Wisconsin,2,2,16,0.025
flu,2023-11-04,Wisconsin,2,7,16,0.25
flu,2023-11-04,Wisconsin,2,10,16,0.5
flu,2023-11-04,Wisconsin,2,14,16,0.75
flu,2023-11-04,Wisconsin,2,28,16,0.975
flu,2023-11-11,Wisconsin,3,3,20,0.025
flu,2023-11-11,Wisconsin,3,9,20,0.25
flu,2023-11-11,Wisconsin,3,13,20,0.5
flu,2023-11-11,Wisconsin,3,20,20,0.75
flu,2023-11-11,Wisconsin,3,40,20,0.975
flu,2023-11-18,Wisconsin,4,4,15,0.025
flu,2023-11-18,Wisconsin,4,11,15,0.25
flu,2023-11-18,Wisconsin,4,18,15,0.5
flu,2023-11-18,Wisconsin,4,27,15,0.75
flu,2023-11-18,Wisconsin,4,56,15,0.975
flu,2023-10-28,Wyoming,1,0,0,0.025
flu,2023-10-28,Wyoming,1,3,0,0.25
flu,2023-10-28,Wyoming,1,4,0,0.5
flu,2023-10-28,Wyoming,1,6,0,0.75
flu,2023-10-28,Wyoming,1,11,0,0.975
flu,2023-11-04,Wyoming,2,1,1,0.025
flu,2023-11-04,Wyoming,2,3,1,0.25
flu,2023-11-04,Wyoming,2,5,1,0.5
flu,2023-11-04,Wyoming,2,8,1,0.75
flu,2023-11-04,Wyoming,2,14,1,0.975
flu,2023-11-11,Wyoming,3,1,5,0.025
flu,2023-11-11,Wyoming,3,4,5,0.25
flu,2023-11-11,Wyoming,3,6,5,0.5
flu,2023-11-11,Wyoming,3,10,5,0.75
flu,2023-11-11,Wyoming,3,20,5,0.975
flu,2023-11-18,Wyoming,4,1,9,0.025
flu,2023-11-18,Wyoming,4,5,9,0.25
flu,2023-11-18,Wyoming,4,8,9,0.5
flu,2023-11-18,Wyoming,4,12,9,0.75
flu,2023-11-18,Wyoming,4,25,9,0.975
flu,2023-11-04,Alabama,1,19,37,0.025
flu,2023-11-04,Alabama,1,31,37,0.25
flu,2023-11-04,Alabama,1,40,37,0.5
flu,2023-11-04,Alabama,1,51,37,0.75
flu,2023-11-04,Alabama,1,78,37,0.975
flu,2023-11-11,Alabama,2,20,60,0.025
flu,2023-11-11,Alabama,2,38,60,0.25
flu,2023-11-11,Alabama,2,52,60,0.5
flu,2023-11-11,Alabama,2,70,60,0.75
flu,2023-11-11,Alabama,2,124,60,0.975
flu,2023-11-18,Alabama,3,23,77,0.025
flu,2023-11-18,Alabama,3,47,77,0.25
flu,2023-11-18,Alabama,3,67,77,0.5
flu,2023-11-18,Alabama,3,95,77,0.75
flu,2023-11-18,Alabama,3,184,77,0.975
flu,2023-11-25,Alabama,4,26,73,0.025
flu,2023-11-25,Alabama,4,59,73,0.25
flu,2023-11-25,Alabama,4,89,73,0.5
flu,2023-11-25,Alabama,4,129,73,0.75
flu,2023-11-25,Alabama,4,274,73,0.975
flu,2023-11-04,Alaska,1,10,33,0.025
flu,2023-11-04,Alaska,1,23,33,0.25
flu,2023-11-04,Alaska,1,32,33,0.5
flu,2023-11-04,Alaska,1,45,33,0.75
flu,2023-11-04,Alaska,1,81,33,0.975
flu,2023-11-11,Alaska,2,9,39,0.025
flu,2023-11-11,Alaska,2,23,39,0.25
flu,2023-11-11,Alaska,2,37,39,0.5
flu,2023-11-11,Alaska,2,58,39,0.75
flu,2023-11-11,Alaska,2,127,39,0.975
flu,2023-11-18,Alaska,3,9,17,0.025
flu,2023-11-18,Alaska,3,25,17,0.25
flu,2023-11-18,Alaska,3,42,17,0.5
flu,2023-11-18,Alaska,3,71,17,0.75
flu,2023-11-18,Alaska,3,192,17,0.975
flu,2023-11-25,Alaska,4,8,14,0.025
flu,2023-11-25,Alaska,4,28,14,0.25
flu,2023-11-25,Alaska,4,52,14,0.5
flu,2023-11-25,Alaska,4,91,14,0.75
flu,2023-11-25,Alaska,4,266,14,0.975
flu,2023-11-04,Arizona,1,31,51,0.025
flu,2023-11-04,Arizona,1,49,51,0.25
flu,2023-11-04,Arizona,1,60,51,0.5
flu,2023-11-04,Arizona,1,75,51,0.75
flu,2023-11-04,Arizona,1,109,51,0.975
flu,2023-11-11,Arizona,2,33,132,0.025
flu,2023-11-11,Arizona,2,57,132,0.25
flu,2023-11-11,Arizona,2,76,132,0.5
flu,2023-11-11,Arizona,2,102,132,0.75
flu,2023-11-11,Arizona,2,170,132,0.975
flu,2023-11-18,Arizona,3,36,191,0.025
flu,2023-11-18,Arizona,3,71,191,0.25
flu,2023-11-18,Arizona,3,98,191,0.5
flu,2023-11-18,Arizona,3,137,191,0.75
flu,2023-11-18,Arizona,3,248,191,0.975
flu,2023-11-25,Arizona,4,42,212,0.025
flu,2023-11-25,Arizona,4,89,212,0.25
flu,2023-11-25,Arizona,4,128,212,0.5
flu,2023-11-25,Arizona,4,182,212,0.75
flu,2023-11-25,Arizona,4,362,212,0.975
flu,2023-11-04,Arkansas,1,8,18,0.025
flu,2023-11-04,Arkansas,1,15,18,0.25
flu,2023-11-04,Arkansas,1,19,18,0.5
flu,2023-11-04,Arkansas,1,25,18,0.75
flu,2023-11-04,Arkansas,1,40,18,0.975
flu,2023-11-11,Arkansas,2,9,24,0.025
flu,2023-11-11,Arkansas,2,19,24,0.25
flu,2023-11-11,Arkansas,2,25,24,0.5
flu,2023-11-11,Arkansas,2,34,24,0.75
flu,2023-11-11,Arkansas,2,59,24,0.975
flu,2023-11-18,Arkansas,3,11,17,0.025
flu,2023-11-18,Arkansas,3,24,17,0.25
flu,2023-11-18,Arkansas,3,34,17,0.5
flu,2023-11-18,Arkansas,3,47,17,0.75
flu,2023-11-18,Arkansas,3,87,17,0.975
flu,2023-11-25,Arkansas,4,14,27,0.025
flu,2023-11-25,Arkansas,4,30,27,0.25
flu,2023-11-25,Arkansas,4,45,27,0.5
flu,2023-11-25,Arkansas,4,64,27,0.75
flu,2023-11-25,Arkansas,4,132,27,0.975
flu,2023-11-04,California,1,47,97,0.025
flu,2023-11-04,California,1,74,97,0.25
flu,2023-11-04,California,1,93,97,0.5
flu,2023-11-04,California,1,117,97,0.75
flu,2023-11-04,California,1,178,97,0.975
flu,2023-11-11,California,2,49,222,0.025
flu,2023-11-11,California,2,87,222,0.25
flu,2023-11-11,California,2,119,222,0.5
flu,2023-11-11,California,2,160,222,0.75
flu,2023-11-11,California,2,285,222,0.975
flu,2023-11-18,California,3,55,360,0.025
flu,2023-11-18,California,3,107,360,0.25
flu,2023-11-18,California,3,154,360,0.5
flu,2023-11-18,California,3,220,360,0.75
flu,2023-11-18,California,3,450,360,0.975
flu,2023-11-25,California,4,64,437,0.025
flu,2023-11-25,California,4,135,437,0.25
flu,2023-11-25,California,4,202,437,0.5
flu,2023-11-25,California,4,301,437,0.75
flu,2023-11-25,California,4,657,437,0.975
flu,2023-11-04,Colorado,1,9,31,0.025
flu,2023-11-04,Colorado,1,16,31,0.25
flu,2023-11-04,Colorado,1,21,31,0.5
flu,2023-11-04,Colorado,1,27,31,0.75
flu,2023-11-04,Colorado,1,42,31,0.975
flu,2023-11-11,Colorado,2,11,52,0.025
flu,2023-11-11,Colorado,2,20,52,0.25
flu,2023-11-11,Colorado,2,27,52,0.5
flu,2023-11-11,Colorado,2,36,52,0.75
flu,2023-11-11,Colorado,2,62,52,0.975
flu,2023-11-18,Colorado,3,12,102,0.025
flu,2023-11-18,Colorado,3,25,102,0.25
flu,2023-11-18,Colorado,3,35,102,0.5
flu,2023-11-18,Colorado,3,49,102,0.75
flu,2023-11-18,Colorado,3,88,102,0.975
flu,2023-11-25,Colorado,4,15,137,0.025
flu,2023-11-25,Colorado,4,32,137,0.25
flu,2023-11-25,Colorado,4,47,137,0.5
flu,2023-11-25,Colorado,4,66,137,0.75
flu,2023-11-25,Colorado,4,127,137,0.975
flu,2023-11-04,Connecticut,1,2,12,0.025
flu,2023-11-04,Connecticut,1,5,12,0.25
flu,2023-11-04,Connecticut,1,8,12,0.5
flu,2023-11-04,Connecticut,1,11,12,0.75
flu,2023-11-04,Connecticut,1,19,12,0.975
flu,2023-11-11,Connecticut,2,2,5,0.025
flu,2023-11-11,Connecticut,2,6,5,0.25
flu,2023-11-11,Connecticut,2,10,5,0.5
flu,2023-11-11,Connecticut,2,14,5,0.75
flu,2023-11-11,Connecticut,2,28,5,0.975
flu,2023-11-18,Connecticut,3,3,22,0.025
flu,2023-11-18,Connecticut,3,8,22,0.25
flu,2023-11-18,Connecticut,3,13,22,0.5
flu,2023-11-18,Connecticut,3,20,22,0.75
flu,2023-11-18,Connecticut,3,43,22,0.975
flu,2023-11-25,Connecticut,4,4,33,0.025
flu,2023-11-25,Connecticut,4,11,33,0.25
flu,2023-11-25,Connecticut,4,17,33,0.5
flu,2023-11-25,Connecticut,4,27,33,0.75
flu,2023-11-25,Connecticut,4,64,33,0.975
flu,2023-11-04,Delaware,1,0,1,0.025
flu,2023-11-04,Delaware,1,0,1,0.25
flu,2023-11-04,Delaware,1,1,1,0.5
flu,2023-11-04,Delaware,1,2,1,0.75
flu,2023-11-04,Delaware,1,6,1,0.975
flu,2023-11-11,Delaware,2,0,1,0.025
flu,2023-11-11,Delaware,2,1,1,0.25
flu,2023-11-11,Delaware,2,2,1,0.5
flu,2023-11-11,Delaware,2,3,1,0.75
flu,2023-11-11,Delaware,2,7,1,0.975
flu,2023-11-18,Delaware,3,0,2,0.025
flu,2023-11-18,Delaware,3,1,2,0.25
flu,2023-11-18,Delaware,3,2,2,0.5
flu,2023-11-18,Delaware,3,4,2,0.75
flu,2023-11-18,Delaware,3,10,2,0.975
flu,2023-11-25,Delaware,4,0,1,0.025
flu,2023-11-25,Delaware,4,2,1,0.25
