location,location_number,date,count,disease
Maryland,24,2024-04-20,82,covid
Massachusetts,25,2024-04-20,125,covid
Michigan,26,2024-04-20,181,covid
Minnesota,27,2024-04-20,61,covid
Mississippi,28,2024-04-20,36,covid
Missouri,29,2024-04-20,111,covid
Montana,30,2024-04-20,13,covid
Nebraska,31,2024-04-20,28,covid
Nevada,32,2024-04-20,55,covid
New Hampshire,33,2024-04-20,19,covid
New Jersey,34,2024-04-20,152,covid
New Mexico,35,2024-04-20,24,covid
New York,36,2024-04-20,416,covid
North Carolina,37,2024-04-20,179,covid
North Dakota,38,2024-04-20,11,covid
Ohio,39,2024-04-20,191,covid
Oklahoma,40,2024-04-20,75,covid
Oregon,41,2024-04-20,53,covid
Pennsylvania,42,2024-04-20,243,covid
Puerto Rico,72,2024-04-20,37,covid
Rhode Island,44,2024-04-20,20,covid
South Carolina,45,2024-04-20,74,covid
South Dakota,46,2024-04-20,17,covid
Tennessee,47,2024-04-20,152,covid
Texas,48,2024-04-20,565,covid
US,NA,2024-04-20,5830,covid
Utah,49,2024-04-20,57,covid
Vermont,50,2024-04-20,3,covid
Virginia,51,2024-04-20,239,covid
Washington,53,2024-04-20,104,covid
West Virginia,54,2024-04-20,44,covid
Wisconsin,55,2024-04-20,102,covid
Wyoming,56,2024-04-20,10,covid
Alabama,1,2024-04-27,96,covid
Alaska,2,2024-04-27,8,covid
Arizona,4,2024-04-27,94,covid
Arkansas,5,2024-04-27,47,covid
California,6,2024-04-27,651,covid
Colorado,8,2024-04-27,80,covid
Connecticut,9,2024-04-27,44,covid
Delaware,10,2024-04-27,26,covid
District of Columbia,11,2024-04-27,12,covid
Florida,12,2024-04-27,415,covid
Georgia,13,2024-04-27,145,covid
Hawaii,15,2024-04-27,65,covid
Idaho,16,2024-04-27,32,covid
Illinois,17,2024-04-27,209,covid
Indiana,18,2024-04-27,54,covid
Iowa,19,2024-04-27,28,covid
Kansas,20,2024-04-27,30,covid
Kentucky,21,2024-04-27,73,covid
Louisiana,22,2024-04-27,73,covid
Maine,23,2024-04-27,15,covid
Maryland,24,2024-04-27,70,covid
Massachusetts,25,2024-04-27,114,covid
Michigan,26,2024-04-27,138,covid
Minnesota,27,2024-04-27,59,covid
Mississippi,28,2024-04-27,32,covid
Missouri,29,2024-04-27,111,covid
Montana,30,2024-04-27,10,covid
Nebraska,31,2024-04-27,26,covid
Nevada,32,2024-04-27,61,covid
New Hampshire,33,2024-04-27,22,covid
New Jersey,34,2024-04-27,167,covid
New Mexico,35,2024-04-27,34,covid
New York,36,2024-04-27,395,covid
North Carolina,37,2024-04-27,147,covid
North Dakota,38,2024-04-27,19,covid
Ohio,39,2024-04-27,161,covid
Oklahoma,40,2024-04-27,71,covid
Oregon,41,2024-04-27,36,covid
Pennsylvania,42,2024-04-27,177,covid
Puerto Rico,72,2024-04-27,46,covid
Rhode Island,44,2024-04-27,18,covid
South Carolina,45,2024-04-27,67,covid
South Dakota,46,2024-04-27,16,covid
Tennessee,47,2024-04-27,98,covid
Texas,48,2024-04-27,478,covid
US,NA,2024-04-27,5228,covid
Utah,49,2024-04-27,36,covid
Vermont,50,2024-04-27,3,covid
Virginia,51,2024-04-27,212,covid
Washington,53,2024-04-27,83,covid
West Virginia,54,2024-04-27,36,covid
Wisconsin,55,2024-04-27,79,covid
Wyoming,56,2024-04-27,9,covid
Alabama,1,2021-09-04,31,flu
Alaska,2,2021-09-04,7,flu
Arizona,4,2021-09-04,8,flu
Arkansas,5,2021-09-04,5,flu
California,6,2021-09-04,6,flu
Colorado,8,2021-09-04,6,flu
Connecticut,9,2021-09-04,0,flu
Delaware,10,2021-09-04,0,flu
District of Columbia,11,2021-09-04,0,flu
Florida,12,2021-09-04,20,flu
Georgia,13,2021-09-04,26,flu
Hawaii,15,2021-09-04,0,flu
Idaho,16,2021-09-04,1,flu
Illinois,17,2021-09-04,2,flu
Indiana,18,2021-09-04,25,flu
Iowa,19,2021-09-04,0,flu
Kansas,20,2021-09-04,5,flu
Kentucky,21,2021-09-04,4,flu
Louisiana,22,2021-09-04,6,flu
Maine,23,2021-09-04,0,flu
Maryland,24,2021-09-04,1,flu
Massachusetts,25,2021-09-04,1,flu
Michigan,26,2021-09-04,2,flu
Minnesota,27,2021-09-04,0,flu
Mississippi,28,2021-09-04,19,flu
Missouri,29,2021-09-04,2,flu
Montana,30,2021-09-04,0,flu
Nebraska,31,2021-09-04,0,flu
Nevada,32,2021-09-04,0,flu
New Hampshire,33,2021-09-04,0,flu
New Jersey,34,2021-09-04,3,flu
New Mexico,35,2021-09-04,3,flu
New York,36,2021-09-04,8,flu
North Carolina,37,2021-09-04,8,flu
North Dakota,38,2021-09-04,2,flu
Ohio,39,2021-09-04,1,flu
Oklahoma,40,2021-09-04,11,flu
Oregon,41,2021-09-04,0,flu
Pennsylvania,42,2021-09-04,22,flu
Puerto Rico,72,2021-09-04,24,flu
Rhode Island,44,2021-09-04,0,flu
South Carolina,45,2021-09-04,2,flu
South Dakota,46,2021-09-04,1,flu
Tennessee,47,2021-09-04,9,flu
Texas,48,2021-09-04,34,flu
US,NA,2021-09-04,326,flu
Utah,49,2021-09-04,1,flu
Vermont,50,2021-09-04,0,flu
Virginia,51,2021-09-04,15,flu
Washington,53,2021-09-04,0,flu
West Virginia,54,2021-09-04,4,flu
Wisconsin,55,2021-09-04,1,flu
Wyoming,56,2021-09-04,0,flu
Alabama,1,2021-09-11,25,flu
Alaska,2,2021-09-11,7,flu
Arizona,4,2021-09-11,4,flu
Arkansas,5,2021-09-11,2,flu
California,6,2021-09-11,9,flu
Colorado,8,2021-09-11,2,flu
Connecticut,9,2021-09-11,0,flu
Delaware,10,2021-09-11,0,flu
District of Columbia,11,2021-09-11,0,flu
Florida,12,2021-09-11,29,flu
Georgia,13,2021-09-11,30,flu
Hawaii,15,2021-09-11,0,flu
Idaho,16,2021-09-11,0,flu
Illinois,17,2021-09-11,4,flu
Indiana,18,2021-09-11,13,flu
Iowa,19,2021-09-11,1,flu
Kansas,20,2021-09-11,1,flu
Kentucky,21,2021-09-11,4,flu
Louisiana,22,2021-09-11,2,flu
Maine,23,2021-09-11,0,flu
Maryland,24,2021-09-11,1,flu
Massachusetts,25,2021-09-11,1,flu
Michigan,26,2021-09-11,1,flu
Minnesota,27,2021-09-11,0,flu
Mississippi,28,2021-09-11,7,flu
Missouri,29,2021-09-11,2,flu
Montana,30,2021-09-11,0,flu
Nebraska,31,2021-09-11,1,flu
Nevada,32,2021-09-11,0,flu
New Hampshire,33,2021-09-11,0,flu
New Jersey,34,2021-09-11,7,flu
New Mexico,35,2021-09-11,0,flu
New York,36,2021-09-11,8,flu
North Carolina,37,2021-09-11,13,flu
North Dakota,38,2021-09-11,6,flu
Ohio,39,2021-09-11,3,flu
Oklahoma,40,2021-09-11,12,flu
Oregon,41,2021-09-11,2,flu
Pennsylvania,42,2021-09-11,15,flu
Puerto Rico,72,2021-09-11,22,flu
Rhode Island,44,2021-09-11,0,flu
South Carolina,45,2021-09-11,4,flu
South Dakota,46,2021-09-11,1,flu
Tennessee,47,2021-09-11,2,flu
Texas,48,2021-09-11,37,flu
US,NA,2021-09-11,297,flu
Utah,49,2021-09-11,2,flu
Vermont,50,2021-09-11,0,flu
Virginia,51,2021-09-11,14,flu
Washington,53,2021-09-11,0,flu
West Virginia,54,2021-09-11,3,flu
Wisconsin,55,2021-09-11,0,flu
Wyoming,56,2021-09-11,0,flu
Alabama,1,2021-09-18,24,flu
Alaska,2,2021-09-18,7,flu
Arizona,4,2021-09-18,4,flu
Arkansas,5,2021-09-18,4,flu
California,6,2021-09-18,6,flu
Colorado,8,2021-09-18,4,flu
Connecticut,9,2021-09-18,0,flu
Delaware,10,2021-09-18,1,flu
District of Columbia,11,2021-09-18,0,flu
Florida,12,2021-09-18,36,flu
Georgia,13,2021-09-18,17,flu
Hawaii,15,2021-09-18,0,flu
Idaho,16,2021-09-18,1,flu
Illinois,17,2021-09-18,1,flu
Indiana,18,2021-09-18,15,flu
Iowa,19,2021-09-18,0,flu
Kansas,20,2021-09-18,0,flu
Kentucky,21,2021-09-18,2,flu
Louisiana,22,2021-09-18,3,flu
Maine,23,2021-09-18,0,flu
Maryland,24,2021-09-18,2,flu
Massachusetts,25,2021-09-18,2,flu
Michigan,26,2021-09-18,0,flu
Minnesota,27,2021-09-18,3,flu
Mississippi,28,2021-09-18,1,flu
Missouri,29,2021-09-18,1,flu
Montana,30,2021-09-18,7,flu
Nebraska,31,2021-09-18,1,flu
Nevada,32,2021-09-18,3,flu
New Hampshire,33,2021-09-18,0,flu
New Jersey,34,2021-09-18,3,flu
New Mexico,35,2021-09-18,0,flu
New York,36,2021-09-18,8,flu
North Carolina,37,2021-09-18,14,flu
North Dakota,38,2021-09-18,2,flu
Ohio,39,2021-09-18,7,flu
Oklahoma,40,2021-09-18,7,flu
Oregon,41,2021-09-18,2,flu
Pennsylvania,42,2021-09-18,17,flu
Puerto Rico,72,2021-09-18,31,flu
Rhode Island,44,2021-09-18,0,flu
South Carolina,45,2021-09-18,3,flu
South Dakota,46,2021-09-18,0,flu
Tennessee,47,2021-09-18,6,flu
Texas,48,2021-09-18,33,flu
US,NA,2021-09-18,306,flu
Utah,49,2021-09-18,1,flu
Vermont,50,2021-09-18,0,flu
Virginia,51,2021-09-18,25,flu
Washington,53,2021-09-18,0,flu
West Virginia,54,2021-09-18,2,flu
Wisconsin,55,2021-09-18,0,flu
Wyoming,56,2021-09-18,0,flu
Alabama,1,2021-09-25,22,flu
Alaska,2,2021-09-25,7,flu
Arizona,4,2021-09-25,2,flu
Arkansas,5,2021-09-25,4,flu
California,6,2021-09-25,14,flu
Colorado,8,2021-09-25,3,flu
Connecticut,9,2021-09-25,0,flu
Delaware,10,2021-09-25,0,flu
District of Columbia,11,2021-09-25,0,flu
Florida,12,2021-09-25,30,flu
Georgia,13,2021-09-25,19,flu
Hawaii,15,2021-09-25,1,flu
Idaho,16,2021-09-25,0,flu
Illinois,17,2021-09-25,0,flu
Indiana,18,2021-09-25,19,flu
Iowa,19,2021-09-25,9,flu
Kansas,20,2021-09-25,2,flu
Kentucky,21,2021-09-25,7,flu
Louisiana,22,2021-09-25,5,flu
Maine,23,2021-09-25,0,flu
Maryland,24,2021-09-25,0,flu
Massachusetts,25,2021-09-25,2,flu
Michigan,26,2021-09-25,1,flu
Minnesota,27,2021-09-25,0,flu
Mississippi,28,2021-09-25,5,flu
Missouri,29,2021-09-25,3,flu
Montana,30,2021-09-25,1,flu
Nebraska,31,2021-09-25,1,flu
Nevada,32,2021-09-25,1,flu
New Hampshire,33,2021-09-25,0,flu
New Jersey,34,2021-09-25,7,flu
New Mexico,35,2021-09-25,3,flu
New York,36,2021-09-25,9,flu
North Carolina,37,2021-09-25,5,flu
North Dakota,38,2021-09-25,1,flu
Ohio,39,2021-09-25,4,flu
Oklahoma,40,2021-09-25,12,flu
Oregon,41,2021-09-25,0,flu
Pennsylvania,42,2021-09-25,11,flu
Puerto Rico,72,2021-09-25,19,flu
Rhode Island,44,2021-09-25,0,flu
South Carolina,45,2021-09-25,2,flu
South Dakota,46,2021-09-25,0,flu
Tennessee,47,2021-09-25,3,flu
Texas,48,2021-09-25,33,flu
US,NA,2021-09-25,299,flu
Utah,49,2021-09-25,2,flu
Vermont,50,2021-09-25,0,flu
Virginia,51,2021-09-25,13,flu
Washington,53,2021-09-25,1,flu
West Virginia,54,2021-09-25,4,flu
Wisconsin,55,2021-09-25,12,flu
Wyoming,56,2021-09-25,0,flu
Alabama,1,2021-10-02,10,flu
Alaska,2,2021-10-02,5,flu
Arizona,4,2021-10-02,11,flu
Arkansas,5,2021-10-02,3,flu
California,6,2021-10-02,12,flu
Colorado,8,2021-10-02,0,flu
Connecticut,9,2021-10-02,0,flu
Delaware,10,2021-10-02,1,flu
District of Columbia,11,2021-10-02,0,flu
Florida,12,2021-10-02,30,flu
Georgia,13,2021-10-02,22,flu
Hawaii,15,2021-10-02,0,flu
Idaho,16,2021-10-02,0,flu
Illinois,17,2021-10-02,2,flu
Indiana,18,2021-10-02,16,flu
Iowa,19,2021-10-02,0,flu
Kansas,20,2021-10-02,4,flu
Kentucky,21,2021-10-02,2,flu
Louisiana,22,2021-10-02,9,flu
Maine,23,2021-10-02,0,flu
Maryland,24,2021-10-02,2,flu
Massachusetts,25,2021-10-02,3,flu
Michigan,26,2021-10-02,6,flu
Minnesota,27,2021-10-02,1,flu
Mississippi,28,2021-10-02,0,flu
Missouri,29,2021-10-02,6,flu
Montana,30,2021-10-02,0,flu
Nebraska,31,2021-10-02,0,flu
Nevada,32,2021-10-02,3,flu
New Hampshire,33,2021-10-02,2,flu
New Jersey,34,2021-10-02,10,flu
New Mexico,35,2021-10-02,4,flu
New York,36,2021-10-02,8,flu
North Carolina,37,2021-10-02,16,flu
North Dakota,38,2021-10-02,0,flu
Ohio,39,2021-10-02,9,flu
Oklahoma,40,2021-10-02,4,flu
Oregon,41,2021-10-02,2,flu
Pennsylvania,42,2021-10-02,24,flu
Puerto Rico,72,2021-10-02,29,flu
Rhode Island,44,2021-10-02,0,flu
South Carolina,45,2021-10-02,4,flu
South Dakota,46,2021-10-02,2,flu
Tennessee,47,2021-10-02,4,flu
Texas,48,2021-10-02,43,flu
US,NA,2021-10-02,330,flu
Utah,49,2021-10-02,2,flu
Vermont,50,2021-10-02,0,flu
Virginia,51,2021-10-02,10,flu
Washington,53,2021-10-02,3,flu
West Virginia,54,2021-10-02,3,flu
Wisconsin,55,2021-10-02,3,flu
Wyoming,56,2021-10-02,0,flu
Alabama,1,2021-10-09,18,flu
Alaska,2,2021-10-09,0,flu
Arizona,4,2021-10-09,24,flu
Arkansas,5,2021-10-09,5,flu
California,6,2021-10-09,15,flu
Colorado,8,2021-10-09,4,flu
Connecticut,9,2021-10-09,0,flu
Delaware,10,2021-10-09,0,flu
District of Columbia,11,2021-10-09,0,flu
Florida,12,2021-10-09,39,flu
Georgia,13,2021-10-09,3,flu
Hawaii,15,2021-10-09,0,flu
Idaho,16,2021-10-09,0,flu
Illinois,17,2021-10-09,0,flu
Indiana,18,2021-10-09,14,flu
Iowa,19,2021-10-09,0,flu
Kansas,20,2021-10-09,8,flu
Kentucky,21,2021-10-09,8,flu
Louisiana,22,2021-10-09,7,flu
Maine,23,2021-10-09,0,flu
Maryland,24,2021-10-09,2,flu
Massachusetts,25,2021-10-09,7,flu
Michigan,26,2021-10-09,6,flu
Minnesota,27,2021-10-09,1,flu
Mississippi,28,2021-10-09,4,flu
Missouri,29,2021-10-09,1,flu
Montana,30,2021-10-09,0,flu
Nebraska,31,2021-10-09,0,flu
Nevada,32,2021-10-09,7,flu
New Hampshire,33,2021-10-09,0,flu
New Jersey,34,2021-10-09,6,flu
New Mexico,35,2021-10-09,2,flu
New York,36,2021-10-09,11,flu
North Carolina,37,2021-10-09,9,flu
North Dakota,38,2021-10-09,2,flu
Ohio,39,2021-10-09,9,flu
Oklahoma,40,2021-10-09,18,flu
Oregon,41,2021-10-09,4,flu
Pennsylvania,42,2021-10-09,21,flu
Puerto Rico,72,2021-10-09,29,flu
Rhode Island,44,2021-10-09,0,flu
South Carolina,45,2021-10-09,7,flu
South Dakota,46,2021-10-09,2,flu
Tennessee,47,2021-10-09,10,flu
Texas,48,2021-10-09,46,flu
US,NA,2021-10-09,378,flu
Utah,49,2021-10-09,2,flu
Vermont,50,2021-10-09,0,flu
Virginia,51,2021-10-09,14,flu
Washington,53,2021-10-09,0,flu
West Virginia,54,2021-10-09,9,flu
Wisconsin,55,2021-10-09,4,flu
Wyoming,56,2021-10-09,0,flu
Alabama,1,2021-10-16,12,flu
Alaska,2,2021-10-16,0,flu
Arizona,4,2021-10-16,30,flu
Arkansas,5,2021-10-16,8,flu
California,6,2021-10-16,10,flu
Colorado,8,2021-10-16,3,flu
Connecticut,9,2021-10-16,0,flu
Delaware,10,2021-10-16,2,flu
District of Columbia,11,2021-10-16,0,flu
Florida,12,2021-10-16,32,flu
Georgia,13,2021-10-16,9,flu
Hawaii,15,2021-10-16,0,flu
Idaho,16,2021-10-16,0,flu
Illinois,17,2021-10-16,5,flu
Indiana,18,2021-10-16,10,flu
Iowa,19,2021-10-16,0,flu
Kansas,20,2021-10-16,11,flu
Kentucky,21,2021-10-16,6,flu
Louisiana,22,2021-10-16,12,flu
Maine,23,2021-10-16,1,flu
Maryland,24,2021-10-16,5,flu
Massachusetts,25,2021-10-16,5,flu
Michigan,26,2021-10-16,3,flu
Minnesota,27,2021-10-16,1,flu
Mississippi,28,2021-10-16,6,flu
Missouri,29,2021-10-16,6,flu
Montana,30,2021-10-16,0,flu
Nebraska,31,2021-10-16,1,flu
Nevada,32,2021-10-16,6,flu
New Hampshire,33,2021-10-16,2,flu
New Jersey,34,2021-10-16,2,flu
New Mexico,35,2021-10-16,1,flu
New York,36,2021-10-16,7,flu
North Carolina,37,2021-10-16,26,flu
North Dakota,38,2021-10-16,2,flu
Ohio,39,2021-10-16,6,flu
Oklahoma,40,2021-10-16,16,flu
Oregon,41,2021-10-16,1,flu
Pennsylvania,42,2021-10-16,29,flu
Puerto Rico,72,2021-10-16,20,flu
Rhode Island,44,2021-10-16,1,flu
South Carolina,45,2021-10-16,6,flu
South Dakota,46,2021-10-16,0,flu
Tennessee,47,2021-10-16,7,flu
Texas,48,2021-10-16,37,flu
US,NA,2021-10-16,369,flu
Utah,49,2021-10-16,2,flu
Vermont,50,2021-10-16,0,flu
Virginia,51,2021-10-16,16,flu
Washington,53,2021-10-16,0,flu
West Virginia,54,2021-10-16,1,flu
Wisconsin,55,2021-10-16,3,flu
Wyoming,56,2021-10-16,0,flu
Alabama,1,2021-10-23,8,flu
Alaska,2,2021-10-23,1,flu
Arizona,4,2021-10-23,7,flu
Arkansas,5,2021-10-23,6,flu
California,6,2021-10-23,18,flu
Colorado,8,2021-10-23,3,flu
Connecticut,9,2021-10-23,0,flu
Delaware,10,2021-10-23,1,flu
District of Columbia,11,2021-10-23,0,flu
Florida,12,2021-10-23,46,flu
Georgia,13,2021-10-23,19,flu
Hawaii,15,2021-10-23,0,flu
Idaho,16,2021-10-23,0,flu
Illinois,17,2021-10-23,2,flu
Indiana,18,2021-10-23,7,flu
Iowa,19,2021-10-23,0,flu
Kansas,20,2021-10-23,12,flu
Kentucky,21,2021-10-23,1,flu
Louisiana,22,2021-10-23,9,flu
Maine,23,2021-10-23,0,flu
Maryland,24,2021-10-23,5,flu
Massachusetts,25,2021-10-23,8,flu
Michigan,26,2021-10-23,3,flu
Minnesota,27,2021-10-23,1,flu
Mississippi,28,2021-10-23,14,flu
Missouri,29,2021-10-23,1,flu
Montana,30,2021-10-23,0,flu
Nebraska,31,2021-10-23,0,flu
Nevada,32,2021-10-23,3,flu
New Hampshire,33,2021-10-23,1,flu
New Jersey,34,2021-10-23,13,flu
New Mexico,35,2021-10-23,5,flu
New York,36,2021-10-23,10,flu
North Carolina,37,2021-10-23,36,flu
North Dakota,38,2021-10-23,0,flu
Ohio,39,2021-10-23,14,flu
Oklahoma,40,2021-10-23,12,flu
Oregon,41,2021-10-23,1,flu
Pennsylvania,42,2021-10-23,28,flu
Puerto Rico,72,2021-10-23,23,flu
Rhode Island,44,2021-10-23,0,flu
South Carolina,45,2021-10-23,5,flu
South Dakota,46,2021-10-23,2,flu
Tennessee,47,2021-10-23,9,flu
Texas,48,2021-10-23,35,flu
US,NA,2021-10-23,404,flu
Utah,49,2021-10-23,2,flu
Vermont,50,2021-10-23,0,flu
Virginia,51,2021-10-23,21,flu
Washington,53,2021-10-23,0,flu
West Virginia,54,2021-10-23,5,flu
Wisconsin,55,2021-10-23,7,flu
Wyoming,56,2021-10-23,0,flu
Alabama,1,2021-10-30,14,flu
Alaska,2,2021-10-30,0,flu
Arizona,4,2021-10-30,5,flu
Arkansas,5,2021-10-30,4,flu
California,6,2021-10-30,7,flu
Colorado,8,2021-10-30,5,flu
Connecticut,9,2021-10-30,0,flu
Delaware,10,2021-10-30,3,flu
District of Columbia,11,2021-10-30,0,flu
Florida,12,2021-10-30,35,flu
Georgia,13,2021-10-30,23,flu
Hawaii,15,2021-10-30,0,flu
Idaho,16,2021-10-30,0,flu
Illinois,17,2021-10-30,3,flu
Indiana,18,2021-10-30,16,flu
Iowa,19,2021-10-30,0,flu
Kansas,20,2021-10-30,3,flu
Kentucky,21,2021-10-30,7,flu
Louisiana,22,2021-10-30,1,flu
Maine,23,2021-10-30,0,flu
Maryland,24,2021-10-30,7,flu
Massachusetts,25,2021-10-30,4,flu
Michigan,26,2021-10-30,0,flu
Minnesota,27,2021-10-30,2,flu
Mississippi,28,2021-10-30,3,flu
Missouri,29,2021-10-30,10,flu
Montana,30,2021-10-30,0,flu
Nebraska,31,2021-10-30,0,flu
Nevada,32,2021-10-30,3,flu
New Hampshire,33,2021-10-30,3,flu
New Jersey,34,2021-10-30,2,flu
New Mexico,35,2021-10-30,2,flu
New York,36,2021-10-30,13,flu
North Carolina,37,2021-10-30,38,flu
North Dakota,38,2021-10-30,3,flu
Ohio,39,2021-10-30,10,flu
Oklahoma,40,2021-10-30,6,flu
Oregon,41,2021-10-30,0,flu
Pennsylvania,42,2021-10-30,31,flu
Puerto Rico,72,2021-10-30,14,flu
Rhode Island,44,2021-10-30,1,flu
South Carolina,45,2021-10-30,13,flu
South Dakota,46,2021-10-30,0,flu
Tennessee,47,2021-10-30,11,flu
Texas,48,2021-10-30,26,flu
US,NA,2021-10-30,350,flu
Utah,49,2021-10-30,1,flu
Vermont,50,2021-10-30,0,flu
Virginia,51,2021-10-30,13,flu
Washington,53,2021-10-30,3,flu
West Virginia,54,2021-10-30,0,flu
Wisconsin,55,2021-10-30,5,flu
Wyoming,56,2021-10-30,0,flu
Alabama,1,2021-11-06,10,flu
Alaska,2,2021-11-06,0,flu
Arizona,4,2021-11-06,13,flu
Arkansas,5,2021-11-06,8,flu
California,6,2021-11-06,17,flu
Colorado,8,2021-11-06,5,flu
Connecticut,9,2021-11-06,0,flu
Delaware,10,2021-11-06,1,flu
District of Columbia,11,2021-11-06,0,flu
Florida,12,2021-11-06,43,flu
Georgia,13,2021-11-06,25,flu
Hawaii,15,2021-11-06,0,flu
Idaho,16,2021-11-06,0,flu
Illinois,17,2021-11-06,2,flu
Indiana,18,2021-11-06,16,flu
Iowa,19,2021-11-06,1,flu
Kansas,20,2021-11-06,0,flu
Kentucky,21,2021-11-06,5,flu
Louisiana,22,2021-11-06,6,flu
Maine,23,2021-11-06,0,flu
Maryland,24,2021-11-06,5,flu
Massachusetts,25,2021-11-06,5,flu
Michigan,26,2021-11-06,1,flu
Minnesota,27,2021-11-06,2,flu
Mississippi,28,2021-11-06,6,flu
Missouri,29,2021-11-06,8,flu
Montana,30,2021-11-06,0,flu
Nebraska,31,2021-11-06,0,flu
Nevada,32,2021-11-06,4,flu
New Hampshire,33,2021-11-06,0,flu
New Jersey,34,2021-11-06,4,flu
New Mexico,35,2021-11-06,2,flu
New York,36,2021-11-06,17,flu
North Carolina,37,2021-11-06,52,flu
North Dakota,38,2021-11-06,1,flu
Ohio,39,2021-11-06,15,flu
Oklahoma,40,2021-11-06,9,flu
Oregon,41,2021-11-06,0,flu
Pennsylvania,42,2021-11-06,16,flu
Puerto Rico,72,2021-11-06,28,flu
Rhode Island,44,2021-11-06,1,flu
South Carolina,45,2021-11-06,11,flu
South Dakota,46,2021-11-06,0,flu
Tennessee,47,2021-11-06,15,flu
Texas,48,2021-11-06,46,flu
US,NA,2021-11-06,419,flu
Utah,49,2021-11-06,0,flu
Vermont,50,2021-11-06,0,flu
Virginia,51,2021-11-06,14,flu
Washington,53,2021-11-06,0,flu
West Virginia,54,2021-11-06,4,flu
Wisconsin,55,2021-11-06,1,flu
Wyoming,56,2021-11-06,0,flu
Alabama,1,2021-11-13,22,flu
Alaska,2,2021-11-13,0,flu
Arizona,4,2021-11-13,11,flu
Arkansas,5,2021-11-13,11,flu
California,6,2021-11-13,20,flu
Colorado,8,2021-11-13,4,flu
Connecticut,9,2021-11-13,0,flu
Delaware,10,2021-11-13,1,flu
District of Columbia,11,2021-11-13,0,flu
Florida,12,2021-11-13,67,flu
Georgia,13,2021-11-13,33,flu
Hawaii,15,2021-11-13,0,flu
Idaho,16,2021-11-13,2,flu
Illinois,17,2021-11-13,3,flu
Indiana,18,2021-11-13,9,flu
Iowa,19,2021-11-13,0,flu
Kansas,20,2021-11-13,7,flu
Kentucky,21,2021-11-13,8,flu
Louisiana,22,2021-11-13,8,flu
Maine,23,2021-11-13,0,flu
Maryland,24,2021-11-13,7,flu
Massachusetts,25,2021-11-13,8,flu
Michigan,26,2021-11-13,5,flu
Minnesota,27,2021-11-13,0,flu
Mississippi,28,2021-11-13,8,flu
Missouri,29,2021-11-13,10,flu
Montana,30,2021-11-13,0,flu
Nebraska,31,2021-11-13,0,flu
Nevada,32,2021-11-13,6,flu
New Hampshire,33,2021-11-13,2,flu
New Jersey,34,2021-11-13,9,flu
New Mexico,35,2021-11-13,5,flu
New York,36,2021-11-13,16,flu
North Carolina,37,2021-11-13,4,flu
North Dakota,38,2021-11-13,3,flu
Ohio,39,2021-11-13,11,flu
Oklahoma,40,2021-11-13,13,flu
Oregon,41,2021-11-13,0,flu
Pennsylvania,42,2021-11-13,19,flu
Puerto Rico,72,2021-11-13,31,flu
Rhode Island,44,2021-11-13,0,flu
South Carolina,45,2021-11-13,17,flu
South Dakota,46,2021-11-13,0,flu
Tennessee,47,2021-11-13,14,flu
Texas,48,2021-11-13,62,flu
US,NA,2021-11-13,487,flu
Utah,49,2021-11-13,1,flu
Vermont,50,2021-11-13,0,flu
Virginia,51,2021-11-13,19,flu
Washington,53,2021-11-13,0,flu
West Virginia,54,2021-11-13,6,flu
Wisconsin,55,2021-11-13,4,flu
Wyoming,56,2021-11-13,1,flu
Alabama,1,2021-11-20,29,flu
Alaska,2,2021-11-20,0,flu
Arizona,4,2021-11-20,8,flu
Arkansas,5,2021-11-20,10,flu
California,6,2021-11-20,25,flu
Colorado,8,2021-11-20,4,flu
Connecticut,9,2021-11-20,2,flu
Delaware,10,2021-11-20,6,flu
District of Columbia,11,2021-11-20,0,flu
Florida,12,2021-11-20,75,flu
Georgia,13,2021-11-20,20,flu
Hawaii,15,2021-11-20,0,flu
Idaho,16,2021-11-20,3,flu
Illinois,17,2021-11-20,8,flu
Indiana,18,2021-11-20,19,flu
Iowa,19,2021-11-20,1,flu
Kansas,20,2021-11-20,5,flu
Kentucky,21,2021-11-20,11,flu
Louisiana,22,2021-11-20,1,flu
Maine,23,2021-11-20,2,flu
Maryland,24,2021-11-20,4,flu
Massachusetts,25,2021-11-20,12,flu
Michigan,26,2021-11-20,7,flu
Minnesota,27,2021-11-20,2,flu
Mississippi,28,2021-11-20,10,flu
Missouri,29,2021-11-20,8,flu
Montana,30,2021-11-20,0,flu
Nebraska,31,2021-11-20,0,flu
Nevada,32,2021-11-20,9,flu
New Hampshire,33,2021-11-20,0,flu
New Jersey,34,2021-11-20,18,flu
New Mexico,35,2021-11-20,2,flu
New York,36,2021-11-20,23,flu
North Carolina,37,2021-11-20,3,flu
North Dakota,38,2021-11-20,1,flu
Ohio,39,2021-11-20,10,flu
Oklahoma,40,2021-11-20,12,flu
Oregon,41,2021-11-20,1,flu
Pennsylvania,42,2021-11-20,31,flu
Puerto Rico,72,2021-11-20,21,flu
Rhode Island,44,2021-11-20,0,flu
South Carolina,45,2021-11-20,14,flu
South Dakota,46,2021-11-20,3,flu
Tennessee,47,2021-11-20,13,flu
Texas,48,2021-11-20,47,flu
US,NA,2021-11-20,519,flu
Utah,49,2021-11-20,2,flu
Vermont,50,2021-11-20,0,flu
Virginia,51,2021-11-20,24,flu
Washington,53,2021-11-20,1,flu
West Virginia,54,2021-11-20,3,flu
