location,location_number,date,count,disease
Hawaii,15,2021-01-23,68,covid
Idaho,16,2021-01-23,177,covid
Illinois,17,2021-01-23,2286,covid
Indiana,18,2021-01-23,1754,covid
Iowa,19,2021-01-23,451,covid
Kansas,20,2021-01-23,792,covid
Kentucky,21,2021-01-23,2790,covid
Louisiana,22,2021-01-23,1440,covid
Maine,23,2021-01-23,99,covid
Maryland,24,2021-01-23,1486,covid
Massachusetts,25,2021-01-23,1670,covid
Michigan,26,2021-01-23,1445,covid
Minnesota,27,2021-01-23,487,covid
Mississippi,28,2021-01-23,778,covid
Missouri,29,2021-01-23,1322,covid
Montana,30,2021-01-23,240,covid
Nebraska,31,2021-01-23,305,covid
Nevada,32,2021-01-23,981,covid
New Hampshire,33,2021-01-23,209,covid
New Jersey,34,2021-01-23,2676,covid
New Mexico,35,2021-01-23,728,covid
New York,36,2021-01-23,6839,covid
North Carolina,37,2021-01-23,2697,covid
North Dakota,38,2021-01-23,78,covid
Ohio,39,2021-01-23,3216,covid
Oklahoma,40,2021-01-23,2031,covid
Oregon,41,2021-01-23,260,covid
Pennsylvania,42,2021-01-23,3372,covid
Puerto Rico,72,2021-01-23,155,covid
Rhode Island,44,2021-01-23,207,covid
South Carolina,45,2021-01-23,1724,covid
South Dakota,46,2021-01-23,93,covid
Tennessee,47,2021-01-23,1650,covid
Texas,48,2021-01-23,11541,covid
US,NA,2021-01-23,96474,covid
Utah,49,2021-01-23,515,covid
Vermont,50,2021-01-23,58,covid
Virginia,51,2021-01-23,2007,covid
Washington,53,2021-01-23,642,covid
West Virginia,54,2021-01-23,500,covid
Wisconsin,55,2021-01-23,1292,covid
Wyoming,56,2021-01-23,86,covid
Alabama,1,2021-01-30,1858,covid
Alaska,2,2021-01-30,29,covid
Arizona,4,2021-01-30,3152,covid
Arkansas,5,2021-01-30,871,covid
California,6,2021-01-30,10643,covid
Colorado,8,2021-01-30,688,covid
Connecticut,9,2021-01-30,852,covid
Delaware,10,2021-01-30,268,covid
District of Columbia,11,2021-01-30,217,covid
Florida,12,2021-01-30,6576,covid
Georgia,13,2021-01-30,4107,covid
Hawaii,15,2021-01-30,54,covid
Idaho,16,2021-01-30,173,covid
Illinois,17,2021-01-30,2053,covid
Indiana,18,2021-01-30,1323,covid
Iowa,19,2021-01-30,371,covid
Kansas,20,2021-01-30,599,covid
Kentucky,21,2021-01-30,2591,covid
Louisiana,22,2021-01-30,1231,covid
Maine,23,2021-01-30,101,covid
Maryland,24,2021-01-30,1361,covid
Massachusetts,25,2021-01-30,1497,covid
Michigan,26,2021-01-30,1125,covid
Minnesota,27,2021-01-30,411,covid
Mississippi,28,2021-01-30,636,covid
Missouri,29,2021-01-30,1154,covid
Montana,30,2021-01-30,170,covid
Nebraska,31,2021-01-30,210,covid
Nevada,32,2021-01-30,814,covid
New Hampshire,33,2021-01-30,171,covid
New Jersey,34,2021-01-30,2396,covid
New Mexico,35,2021-01-30,599,covid
New York,36,2021-01-30,6094,covid
North Carolina,37,2021-01-30,2382,covid
North Dakota,38,2021-01-30,72,covid
Ohio,39,2021-01-30,2641,covid
Oklahoma,40,2021-01-30,1755,covid
Oregon,41,2021-01-30,306,covid
Pennsylvania,42,2021-01-30,3022,covid
Puerto Rico,72,2021-01-30,122,covid
Rhode Island,44,2021-01-30,198,covid
South Carolina,45,2021-01-30,1538,covid
South Dakota,46,2021-01-30,82,covid
Tennessee,47,2021-01-30,1285,covid
Texas,48,2021-01-30,10066,covid
US,NA,2021-01-30,82393,covid
Utah,49,2021-01-30,480,covid
Vermont,50,2021-01-30,71,covid
Virginia,51,2021-01-30,1816,covid
Washington,53,2021-01-30,577,covid
West Virginia,54,2021-01-30,392,covid
Wisconsin,55,2021-01-30,1120,covid
Wyoming,56,2021-01-30,73,covid
Alabama,1,2021-02-06,1589,covid
Alaska,2,2021-02-06,25,covid
Arizona,4,2021-02-06,2374,covid
Arkansas,5,2021-02-06,754,covid
California,6,2021-02-06,8527,covid
Colorado,8,2021-02-06,628,covid
Connecticut,9,2021-02-06,783,covid
Delaware,10,2021-02-06,243,covid
District of Columbia,11,2021-02-06,220,covid
Florida,12,2021-02-06,5815,covid
Georgia,13,2021-02-06,3622,covid
Hawaii,15,2021-02-06,33,covid
Idaho,16,2021-02-06,153,covid
Illinois,17,2021-02-06,1658,covid
Indiana,18,2021-02-06,1258,covid
Iowa,19,2021-02-06,365,covid
Kansas,20,2021-02-06,505,covid
Kentucky,21,2021-02-06,2230,covid
Louisiana,22,2021-02-06,1021,covid
Maine,23,2021-02-06,87,covid
Maryland,24,2021-02-06,1201,covid
Massachusetts,25,2021-02-06,1286,covid
Michigan,26,2021-02-06,1022,covid
Minnesota,27,2021-02-06,371,covid
Mississippi,28,2021-02-06,528,covid
Missouri,29,2021-02-06,970,covid
Montana,30,2021-02-06,170,covid
Nebraska,31,2021-02-06,206,covid
Nevada,32,2021-02-06,720,covid
New Hampshire,33,2021-02-06,141,covid
New Jersey,34,2021-02-06,2319,covid
New Mexico,35,2021-02-06,482,covid
New York,36,2021-02-06,5592,covid
North Carolina,37,2021-02-06,1923,covid
North Dakota,38,2021-02-06,64,covid
Ohio,39,2021-02-06,2182,covid
Oklahoma,40,2021-02-06,1547,covid
Oregon,41,2021-02-06,272,covid
Pennsylvania,42,2021-02-06,2497,covid
Puerto Rico,72,2021-02-06,143,covid
Rhode Island,44,2021-02-06,158,covid
South Carolina,45,2021-02-06,1292,covid
South Dakota,46,2021-02-06,77,covid
Tennessee,47,2021-02-06,1102,covid
Texas,48,2021-02-06,8603,covid
US,NA,2021-02-06,70717,covid
Utah,49,2021-02-06,433,covid
Vermont,50,2021-02-06,51,covid
Virginia,51,2021-02-06,1618,covid
Washington,53,2021-02-06,501,covid
West Virginia,54,2021-02-06,363,covid
Wisconsin,55,2021-02-06,931,covid
Wyoming,56,2021-02-06,62,covid
Alabama,1,2021-02-13,1254,covid
Alaska,2,2021-02-13,26,covid
Arizona,4,2021-02-13,1819,covid
Arkansas,5,2021-02-13,649,covid
California,6,2021-02-13,6461,covid
Colorado,8,2021-02-13,545,covid
Connecticut,9,2021-02-13,649,covid
Delaware,10,2021-02-13,189,covid
District of Columbia,11,2021-02-13,172,covid
Florida,12,2021-02-13,5127,covid
Georgia,13,2021-02-13,3024,covid
Hawaii,15,2021-02-13,24,covid
Idaho,16,2021-02-13,166,covid
Illinois,17,2021-02-13,1335,covid
Indiana,18,2021-02-13,891,covid
Iowa,19,2021-02-13,278,covid
Kansas,20,2021-02-13,404,covid
Kentucky,21,2021-02-13,1884,covid
Louisiana,22,2021-02-13,820,covid
Maine,23,2021-02-13,74,covid
Maryland,24,2021-02-13,911,covid
Massachusetts,25,2021-02-13,995,covid
Michigan,26,2021-02-13,805,covid
Minnesota,27,2021-02-13,337,covid
Mississippi,28,2021-02-13,393,covid
Missouri,29,2021-02-13,751,covid
Montana,30,2021-02-13,119,covid
Nebraska,31,2021-02-13,124,covid
Nevada,32,2021-02-13,595,covid
New Hampshire,33,2021-02-13,96,covid
New Jersey,34,2021-02-13,1867,covid
New Mexico,35,2021-02-13,273,covid
New York,36,2021-02-13,5038,covid
North Carolina,37,2021-02-13,1533,covid
North Dakota,38,2021-02-13,69,covid
Ohio,39,2021-02-13,1873,covid
Oklahoma,40,2021-02-13,1208,covid
Oregon,41,2021-02-13,226,covid
Pennsylvania,42,2021-02-13,2204,covid
Puerto Rico,72,2021-02-13,144,covid
Rhode Island,44,2021-02-13,112,covid
South Carolina,45,2021-02-13,1029,covid
South Dakota,46,2021-02-13,55,covid
Tennessee,47,2021-02-13,918,covid
Texas,48,2021-02-13,6867,covid
US,NA,2021-02-13,57416,covid
Utah,49,2021-02-13,331,covid
Vermont,50,2021-02-13,41,covid
Virginia,51,2021-02-13,1322,covid
Washington,53,2021-02-13,381,covid
West Virginia,54,2021-02-13,256,covid
Wisconsin,55,2021-02-13,679,covid
Wyoming,56,2021-02-13,73,covid
Alabama,1,2021-02-20,957,covid
Alaska,2,2021-02-20,37,covid
Arizona,4,2021-02-20,1294,covid
Arkansas,5,2021-02-20,465,covid
California,6,2021-02-20,4883,covid
Colorado,8,2021-02-20,510,covid
Connecticut,9,2021-02-20,577,covid
Delaware,10,2021-02-20,136,covid
District of Columbia,11,2021-02-20,165,covid
Florida,12,2021-02-20,4766,covid
Georgia,13,2021-02-20,2331,covid
Hawaii,15,2021-02-20,19,covid
Idaho,16,2021-02-20,113,covid
Illinois,17,2021-02-20,1223,covid
Indiana,18,2021-02-20,757,covid
Iowa,19,2021-02-20,283,covid
Kansas,20,2021-02-20,338,covid
Kentucky,21,2021-02-20,1592,covid
Louisiana,22,2021-02-20,609,covid
Maine,23,2021-02-20,49,covid
Maryland,24,2021-02-20,779,covid
Massachusetts,25,2021-02-20,768,covid
Michigan,26,2021-02-20,678,covid
Minnesota,27,2021-02-20,276,covid
Mississippi,28,2021-02-20,280,covid
Missouri,29,2021-02-20,656,covid
Montana,30,2021-02-20,157,covid
Nebraska,31,2021-02-20,131,covid
Nevada,32,2021-02-20,486,covid
New Hampshire,33,2021-02-20,85,covid
New Jersey,34,2021-02-20,1593,covid
New Mexico,35,2021-02-20,229,covid
New York,36,2021-02-20,4198,covid
North Carolina,37,2021-02-20,1261,covid
North Dakota,38,2021-02-20,64,covid
Ohio,39,2021-02-20,1473,covid
Oklahoma,40,2021-02-20,981,covid
Oregon,41,2021-02-20,227,covid
Pennsylvania,42,2021-02-20,1793,covid
Puerto Rico,72,2021-02-20,109,covid
Rhode Island,44,2021-02-20,97,covid
South Carolina,45,2021-02-20,833,covid
South Dakota,46,2021-02-20,77,covid
Tennessee,47,2021-02-20,746,covid
Texas,48,2021-02-20,5318,covid
US,NA,2021-02-20,47108,covid
Utah,49,2021-02-20,255,covid
Vermont,50,2021-02-20,28,covid
Virginia,51,2021-02-20,1155,covid
Washington,53,2021-02-20,377,covid
West Virginia,54,2021-02-20,238,covid
Wisconsin,55,2021-02-20,615,covid
Wyoming,56,2021-02-20,41,covid
Alabama,1,2021-02-27,747,covid
Alaska,2,2021-02-27,33,covid
Arizona,4,2021-02-27,995,covid
Arkansas,5,2021-02-27,408,covid
California,6,2021-02-27,3857,covid
Colorado,8,2021-02-27,479,covid
Connecticut,9,2021-02-27,525,covid
Delaware,10,2021-02-27,146,covid
District of Columbia,11,2021-02-27,151,covid
Florida,12,2021-02-27,4213,covid
Georgia,13,2021-02-27,2208,covid
Hawaii,15,2021-02-27,29,covid
Idaho,16,2021-02-27,129,covid
Illinois,17,2021-02-27,1063,covid
Indiana,18,2021-02-27,649,covid
Iowa,19,2021-02-27,249,covid
Kansas,20,2021-02-27,309,covid
Kentucky,21,2021-02-27,1464,covid
Louisiana,22,2021-02-27,561,covid
Maine,23,2021-02-27,43,covid
Maryland,24,2021-02-27,702,covid
Massachusetts,25,2021-02-27,755,covid
Michigan,26,2021-02-27,679,covid
Minnesota,27,2021-02-27,278,covid
Mississippi,28,2021-02-27,330,covid
Missouri,29,2021-02-27,550,covid
Montana,30,2021-02-27,104,covid
Nebraska,31,2021-02-27,142,covid
Nevada,32,2021-02-27,409,covid
New Hampshire,33,2021-02-27,83,covid
New Jersey,34,2021-02-27,1641,covid
New Mexico,35,2021-02-27,183,covid
New York,36,2021-02-27,4228,covid
North Carolina,37,2021-02-27,981,covid
North Dakota,38,2021-02-27,56,covid
Ohio,39,2021-02-27,1293,covid
Oklahoma,40,2021-02-27,887,covid
Oregon,41,2021-02-27,161,covid
Pennsylvania,42,2021-02-27,1727,covid
Puerto Rico,72,2021-02-27,56,covid
Rhode Island,44,2021-02-27,95,covid
South Carolina,45,2021-02-27,690,covid
South Dakota,46,2021-02-27,80,covid
Tennessee,47,2021-02-27,859,covid
Texas,48,2021-02-27,4951,covid
US,NA,2021-02-27,42524,covid
Utah,49,2021-02-27,252,covid
Vermont,50,2021-02-27,37,covid
Virginia,51,2021-02-27,1035,covid
Washington,53,2021-02-27,316,covid
West Virginia,54,2021-02-27,192,covid
Wisconsin,55,2021-02-27,477,covid
Wyoming,56,2021-02-27,37,covid
Alabama,1,2021-03-06,577,covid
Alaska,2,2021-03-06,30,covid
Arizona,4,2021-03-06,757,covid
Arkansas,5,2021-03-06,259,covid
California,6,2021-03-06,3157,covid
Colorado,8,2021-03-06,417,covid
Connecticut,9,2021-03-06,532,covid
Delaware,10,2021-03-06,90,covid
District of Columbia,11,2021-03-06,113,covid
Florida,12,2021-03-06,3873,covid
Georgia,13,2021-03-06,1623,covid
Hawaii,15,2021-03-06,14,covid
Idaho,16,2021-03-06,109,covid
Illinois,17,2021-03-06,927,covid
Indiana,18,2021-03-06,531,covid
Iowa,19,2021-03-06,221,covid
Kansas,20,2021-03-06,214,covid
Kentucky,21,2021-03-06,1223,covid
Louisiana,22,2021-03-06,508,covid
Maine,23,2021-03-06,52,covid
Maryland,24,2021-03-06,670,covid
Massachusetts,25,2021-03-06,705,covid
Michigan,26,2021-03-06,753,covid
Minnesota,27,2021-03-06,234,covid
Mississippi,28,2021-03-06,254,covid
Missouri,29,2021-03-06,482,covid
Montana,30,2021-03-06,109,covid
Nebraska,31,2021-03-06,114,covid
Nevada,32,2021-03-06,320,covid
New Hampshire,33,2021-03-06,77,covid
New Jersey,34,2021-03-06,1582,covid
New Mexico,35,2021-03-06,253,covid
New York,36,2021-03-06,3865,covid
North Carolina,37,2021-03-06,849,covid
North Dakota,38,2021-03-06,40,covid
Ohio,39,2021-03-06,1136,covid
Oklahoma,40,2021-03-06,567,covid
Oregon,41,2021-03-06,137,covid
Pennsylvania,42,2021-03-06,1464,covid
Puerto Rico,72,2021-03-06,79,covid
Rhode Island,44,2021-03-06,80,covid
South Carolina,45,2021-03-06,532,covid
South Dakota,46,2021-03-06,63,covid
Tennessee,47,2021-03-06,567,covid
Texas,48,2021-03-06,4078,covid
US,NA,2021-03-06,36273,covid
Utah,49,2021-03-06,220,covid
Vermont,50,2021-03-06,32,covid
Virginia,51,2021-03-06,922,covid
Washington,53,2021-03-06,272,covid
West Virginia,54,2021-03-06,132,covid
Wisconsin,55,2021-03-06,437,covid
Wyoming,56,2021-03-06,21,covid
Alabama,1,2021-03-13,470,covid
Alaska,2,2021-03-13,31,covid
Arizona,4,2021-03-13,642,covid
Arkansas,5,2021-03-13,200,covid
California,6,2021-03-13,2629,covid
Colorado,8,2021-03-13,374,covid
Connecticut,9,2021-03-13,518,covid
Delaware,10,2021-03-13,77,covid
District of Columbia,11,2021-03-13,125,covid
Florida,12,2021-03-13,3411,covid
Georgia,13,2021-03-13,1696,covid
Hawaii,15,2021-03-13,24,covid
Idaho,16,2021-03-13,116,covid
Illinois,17,2021-03-13,928,covid
Indiana,18,2021-03-13,466,covid
Iowa,19,2021-03-13,225,covid
Kansas,20,2021-03-13,188,covid
Kentucky,21,2021-03-13,1065,covid
Louisiana,22,2021-03-13,416,covid
Maine,23,2021-03-13,52,covid
Maryland,24,2021-03-13,722,covid
Massachusetts,25,2021-03-13,630,covid
Michigan,26,2021-03-13,965,covid
Minnesota,27,2021-03-13,294,covid
Mississippi,28,2021-03-13,226,covid
Missouri,29,2021-03-13,412,covid
Montana,30,2021-03-13,106,covid
Nebraska,31,2021-03-13,94,covid
Nevada,32,2021-03-13,287,covid
New Hampshire,33,2021-03-13,80,covid
New Jersey,34,2021-03-13,1664,covid
New Mexico,35,2021-03-13,145,covid
New York,36,2021-03-13,3743,covid
North Carolina,37,2021-03-13,796,covid
North Dakota,38,2021-03-13,58,covid
Ohio,39,2021-03-13,1099,covid
Oklahoma,40,2021-03-13,435,covid
Oregon,41,2021-03-13,128,covid
Pennsylvania,42,2021-03-13,1495,covid
Puerto Rico,72,2021-03-13,81,covid
Rhode Island,44,2021-03-13,96,covid
South Carolina,45,2021-03-13,477,covid
South Dakota,46,2021-03-13,45,covid
Tennessee,47,2021-03-13,530,covid
Texas,48,2021-03-13,3672,covid
US,NA,2021-03-13,33854,covid
Utah,49,2021-03-13,208,covid
Vermont,50,2021-03-13,35,covid
Virginia,51,2021-03-13,824,covid
Washington,53,2021-03-13,276,covid
West Virginia,54,2021-03-13,138,covid
Wisconsin,55,2021-03-13,422,covid
Wyoming,56,2021-03-13,18,covid
Alabama,1,2021-03-20,526,covid
Alaska,2,2021-03-20,42,covid
Arizona,4,2021-03-20,543,covid
Arkansas,5,2021-03-20,216,covid
California,6,2021-03-20,2490,covid
Colorado,8,2021-03-20,431,covid
Connecticut,9,2021-03-20,508,covid
Delaware,10,2021-03-20,101,covid
District of Columbia,11,2021-03-20,126,covid
Florida,12,2021-03-20,3233,covid
Georgia,13,2021-03-20,1513,covid
Hawaii,15,2021-03-20,22,covid
Idaho,16,2021-03-20,133,covid
Illinois,17,2021-03-20,970,covid
Indiana,18,2021-03-20,417,covid
Iowa,19,2021-03-20,229,covid
Kansas,20,2021-03-20,166,covid
Kentucky,21,2021-03-20,874,covid
Louisiana,22,2021-03-20,332,covid
Maine,23,2021-03-20,51,covid
Maryland,24,2021-03-20,759,covid
Massachusetts,25,2021-03-20,611,covid
Michigan,26,2021-03-20,1358,covid
Minnesota,27,2021-03-20,359,covid
Mississippi,28,2021-03-20,184,covid
Missouri,29,2021-03-20,401,covid
Montana,30,2021-03-20,83,covid
Nebraska,31,2021-03-20,94,covid
Nevada,32,2021-03-20,271,covid
New Hampshire,33,2021-03-20,79,covid
New Jersey,34,2021-03-20,1799,covid
New Mexico,35,2021-03-20,138,covid
New York,36,2021-03-20,3756,covid
North Carolina,37,2021-03-20,759,covid
North Dakota,38,2021-03-20,38,covid
Ohio,39,2021-03-20,1010,covid
Oklahoma,40,2021-03-20,362,covid
Oregon,41,2021-03-20,133,covid
Pennsylvania,42,2021-03-20,1644,covid
Puerto Rico,72,2021-03-20,66,covid
Rhode Island,44,2021-03-20,62,covid
South Carolina,45,2021-03-20,458,covid
South Dakota,46,2021-03-20,46,covid
Tennessee,47,2021-03-20,595,covid
Texas,48,2021-03-20,3116,covid
US,NA,2021-03-20,32980,covid
Utah,49,2021-03-20,225,covid
Vermont,50,2021-03-20,31,covid
Virginia,51,2021-03-20,786,covid
Washington,53,2021-03-20,290,covid
West Virginia,54,2021-03-20,147,covid
Wisconsin,55,2021-03-20,377,covid
Wyoming,56,2021-03-20,20,covid
Alabama,1,2021-03-27,470,covid
Alaska,2,2021-03-27,33,covid
Arizona,4,2021-03-27,501,covid
Arkansas,5,2021-03-27,134,covid
California,6,2021-03-27,2140,covid
Colorado,8,2021-03-27,441,covid
Connecticut,9,2021-03-27,589,covid
Delaware,10,2021-03-27,110,covid
District of Columbia,11,2021-03-27,127,covid
Florida,12,2021-03-27,3186,covid
Georgia,13,2021-03-27,1548,covid
Hawaii,15,2021-03-27,33,covid
Idaho,16,2021-03-27,142,covid
Illinois,17,2021-03-27,1194,covid
Indiana,18,2021-03-27,521,covid
Iowa,19,2021-03-27,235,covid
Kansas,20,2021-03-27,158,covid
Kentucky,21,2021-03-27,743,covid
Louisiana,22,2021-03-27,338,covid
Maine,23,2021-03-27,50,covid
Maryland,24,2021-03-27,926,covid
Massachusetts,25,2021-03-27,677,covid
Michigan,26,2021-03-27,2068,covid
Minnesota,27,2021-03-27,397,covid
Mississippi,28,2021-03-27,148,covid
Missouri,29,2021-03-27,396,covid
Montana,30,2021-03-27,75,covid
Nebraska,31,2021-03-27,75,covid
Nevada,32,2021-03-27,257,covid
New Hampshire,33,2021-03-27,81,covid
New Jersey,34,2021-03-27,2103,covid
New Mexico,35,2021-03-27,108,covid
New York,36,2021-03-27,4012,covid
North Carolina,37,2021-03-27,687,covid
North Dakota,38,2021-03-27,41,covid
Ohio,39,2021-03-27,1240,covid
Oklahoma,40,2021-03-27,316,covid
Oregon,41,2021-03-27,144,covid
Pennsylvania,42,2021-03-27,1843,covid
Puerto Rico,72,2021-03-27,133,covid
Rhode Island,44,2021-03-27,67,covid
South Carolina,45,2021-03-27,427,covid
South Dakota,46,2021-03-27,73,covid
Tennessee,47,2021-03-27,723,covid
Texas,48,2021-03-27,2885,covid
US,NA,2021-03-27,34415,covid
Utah,49,2021-03-27,181,covid
Vermont,50,2021-03-27,29,covid
Virginia,51,2021-03-27,812,covid
Washington,53,2021-03-27,251,covid
West Virginia,54,2021-03-27,164,covid
Wisconsin,55,2021-03-27,354,covid
Wyoming,56,2021-03-27,29,covid
Alabama,1,2021-04-03,401,covid
Alaska,2,2021-04-03,49,covid
Arizona,4,2021-04-03,478,covid
Arkansas,5,2021-04-03,139,covid
California,6,2021-04-03,2004,covid
Colorado,8,2021-04-03,491,covid
Connecticut,9,2021-04-03,640,covid
Delaware,10,2021-04-03,138,covid
District of Columbia,11,2021-04-03,127,covid
Florida,12,2021-04-03,3318,covid
Georgia,13,2021-04-03,1325,covid
Hawaii,15,2021-04-03,40,covid
Idaho,16,2021-04-03,115,covid
Illinois,17,2021-04-03,1362,covid
Indiana,18,2021-04-03,608,covid
Iowa,19,2021-04-03,244,covid
Kansas,20,2021-04-03,153,covid
Kentucky,21,2021-04-03,769,covid
Louisiana,22,2021-04-03,345,covid
Maine,23,2021-04-03,60,covid
Maryland,24,2021-04-03,1021,covid
Massachusetts,25,2021-04-03,716,covid
Michigan,26,2021-04-03,3094,covid
Minnesota,27,2021-04-03,513,covid
Mississippi,28,2021-04-03,126,covid
Missouri,29,2021-04-03,374,covid
Montana,30,2021-04-03,66,covid
Nebraska,31,2021-04-03,110,covid
Nevada,32,2021-04-03,247,covid
New Hampshire,33,2021-04-03,86,covid
New Jersey,34,2021-04-03,2178,covid
New Mexico,35,2021-04-03,107,covid
New York,36,2021-04-03,3769,covid
North Carolina,37,2021-04-03,771,covid
North Dakota,38,2021-04-03,60,covid
Ohio,39,2021-04-03,1215,covid
Oklahoma,40,2021-04-03,309,covid
Oregon,41,2021-04-03,161,covid
Pennsylvania,42,2021-04-03,2175,covid
Puerto Rico,72,2021-04-03,149,covid
Rhode Island,44,2021-04-03,84,covid
South Carolina,45,2021-04-03,494,covid
South Dakota,46,2021-04-03,51,covid
Tennessee,47,2021-04-03,690,covid
Texas,48,2021-04-03,2649,covid
US,NA,2021-04-03,36001,covid
Utah,49,2021-04-03,160,covid
Vermont,50,2021-04-03,34,covid
Virginia,51,2021-04-03,803,covid
Washington,53,2021-04-03,345,covid
West Virginia,54,2021-04-03,218,covid
Wisconsin,55,2021-04-03,385,covid
Wyoming,56,2021-04-03,35,covid
Alabama,1,2021-04-10,381,covid
Alaska,2,2021-04-10,44,covid
Arizona,4,2021-04-10,465,covid
Arkansas,5,2021-04-10,182,covid
California,6,2021-04-10,1776,covid
Colorado,8,2021-04-10,601,covid
Connecticut,9,2021-04-10,687,covid
Delaware,10,2021-04-10,136,covid
District of Columbia,11,2021-04-10,143,covid
Florida,12,2021-04-10,3508,covid
Georgia,13,2021-04-10,1370,covid
Hawaii,15,2021-04-10,51,covid
Idaho,16,2021-04-10,124,covid
Illinois,17,2021-04-10,1622,covid
Indiana,18,2021-04-10,652,covid
Iowa,19,2021-04-10,287,covid
Kansas,20,2021-04-10,152,covid
Kentucky,21,2021-04-10,880,covid
Louisiana,22,2021-04-10,316,covid
Maine,23,2021-04-10,65,covid
Maryland,24,2021-04-10,1144,covid
Massachusetts,25,2021-04-10,719,covid
Michigan,26,2021-04-10,4078,covid
Minnesota,27,2021-04-10,668,covid
Mississippi,28,2021-04-10,122,covid
Missouri,29,2021-04-10,411,covid
Montana,30,2021-04-10,76,covid
Nebraska,31,2021-04-10,135,covid
Nevada,32,2021-04-10,286,covid
New Hampshire,33,2021-04-10,109,covid
New Jersey,34,2021-04-10,2192,covid
New Mexico,35,2021-04-10,110,covid
New York,36,2021-04-10,3626,covid
North Carolina,37,2021-04-10,770,covid
North Dakota,38,2021-04-10,100,covid
Ohio,39,2021-04-10,1410,covid
Oklahoma,40,2021-04-10,306,covid
Oregon,41,2021-04-10,173,covid
Pennsylvania,42,2021-04-10,2457,covid
Puerto Rico,72,2021-04-10,203,covid
Rhode Island,44,2021-04-10,80,covid
South Carolina,45,2021-04-10,480,covid
South Dakota,46,2021-04-10,71,covid
Tennessee,47,2021-04-10,717,covid
Texas,48,2021-04-10,2686,covid
US,NA,2021-04-10,38787,covid
Utah,49,2021-04-10,168,covid
Vermont,50,2021-04-10,46,covid
Virginia,51,2021-04-10,826,covid
Washington,53,2021-04-10,350,covid
West Virginia,54,2021-04-10,257,covid
Wisconsin,55,2021-04-10,533,covid
Wyoming,56,2021-04-10,36,covid
Alabama,1,2021-04-17,367,covid
Alaska,2,2021-04-17,33,covid
Arizona,4,2021-04-17,447,covid
Arkansas,5,2021-04-17,173,covid
California,6,2021-04-17,1925,covid
Colorado,8,2021-04-17,556,covid
Connecticut,9,2021-04-17,635,covid
Delaware,10,2021-04-17,163,covid
