model,date,location,horizon,prediction,true_value,quantile
covid,2022-12-24,Minnesota,4,372,559,0.025
covid,2022-12-24,Minnesota,4,577,559,0.25
covid,2022-12-24,Minnesota,4,718,559,0.5
covid,2022-12-24,Minnesota,4,894,559,0.75
covid,2022-12-24,Minnesota,4,1347,559,0.975
covid,2022-12-03,Mississippi,1,66,177,0.025
covid,2022-12-03,Mississippi,1,88,177,0.25
covid,2022-12-03,Mississippi,1,102,177,0.5
covid,2022-12-03,Mississippi,1,118,177,0.75
covid,2022-12-03,Mississippi,1,152,177,0.975
covid,2022-12-10,Mississippi,2,68,191,0.025
covid,2022-12-10,Mississippi,2,97,191,0.25
covid,2022-12-10,Mississippi,2,116,191,0.5
covid,2022-12-10,Mississippi,2,138,191,0.75
covid,2022-12-10,Mississippi,2,193,191,0.975
covid,2022-12-17,Mississippi,3,68,229,0.025
covid,2022-12-17,Mississippi,3,105,229,0.25
covid,2022-12-17,Mississippi,3,130,229,0.5
covid,2022-12-17,Mississippi,3,161,229,0.75
covid,2022-12-17,Mississippi,3,239,229,0.975
covid,2022-12-24,Mississippi,4,73,253,0.025
covid,2022-12-24,Mississippi,4,116,253,0.25
covid,2022-12-24,Mississippi,4,146,253,0.5
covid,2022-12-24,Mississippi,4,186,253,0.75
covid,2022-12-24,Mississippi,4,292,253,0.975
covid,2022-12-03,Missouri,1,503,777,0.025
covid,2022-12-03,Missouri,1,613,777,0.25
covid,2022-12-03,Missouri,1,682,777,0.5
covid,2022-12-03,Missouri,1,760,777,0.75
covid,2022-12-03,Missouri,1,928,777,0.975
covid,2022-12-10,Missouri,2,497,828,0.025
covid,2022-12-10,Missouri,2,653,828,0.25
covid,2022-12-10,Missouri,2,754,828,0.5
covid,2022-12-10,Missouri,2,871,828,0.75
covid,2022-12-10,Missouri,2,1148,828,0.975
covid,2022-12-17,Missouri,3,497,855,0.025
covid,2022-12-17,Missouri,3,692,855,0.25
covid,2022-12-17,Missouri,3,825,855,0.5
covid,2022-12-17,Missouri,3,981,855,0.75
covid,2022-12-17,Missouri,3,1377,855,0.975
covid,2022-12-24,Missouri,4,502,841,0.025
covid,2022-12-24,Missouri,4,738,841,0.25
covid,2022-12-24,Missouri,4,901,841,0.5
covid,2022-12-24,Missouri,4,1108,841,0.75
covid,2022-12-24,Missouri,4,1607,841,0.975
covid,2022-12-03,Montana,1,73,114,0.025
covid,2022-12-03,Montana,1,99,114,0.25
covid,2022-12-03,Montana,1,114,114,0.5
covid,2022-12-03,Montana,1,132,114,0.75
covid,2022-12-03,Montana,1,170,114,0.975
covid,2022-12-10,Montana,2,73,122,0.025
covid,2022-12-10,Montana,2,107,122,0.25
covid,2022-12-10,Montana,2,128,122,0.5
covid,2022-12-10,Montana,2,152,122,0.75
covid,2022-12-10,Montana,2,213,122,0.975
covid,2022-12-17,Montana,3,76,99,0.025
covid,2022-12-17,Montana,3,114,99,0.25
covid,2022-12-17,Montana,3,142,99,0.5
covid,2022-12-17,Montana,3,173,99,0.75
covid,2022-12-17,Montana,3,256,99,0.975
covid,2022-12-24,Montana,4,77,105,0.025
covid,2022-12-24,Montana,4,123,105,0.25
covid,2022-12-24,Montana,4,156,105,0.5
covid,2022-12-24,Montana,4,199,105,0.75
covid,2022-12-24,Montana,4,308,105,0.975
covid,2022-12-03,Nebraska,1,146,266,0.025
covid,2022-12-03,Nebraska,1,185,266,0.25
covid,2022-12-03,Nebraska,1,209,266,0.5
covid,2022-12-03,Nebraska,1,236,266,0.75
covid,2022-12-03,Nebraska,1,296,266,0.975
covid,2022-12-10,Nebraska,2,143,231,0.025
covid,2022-12-10,Nebraska,2,197,231,0.25
covid,2022-12-10,Nebraska,2,229,231,0.5
covid,2022-12-10,Nebraska,2,268,231,0.75
covid,2022-12-10,Nebraska,2,364,231,0.975
covid,2022-12-17,Nebraska,3,142,233,0.025
covid,2022-12-17,Nebraska,3,206,233,0.25
covid,2022-12-17,Nebraska,3,249,233,0.5
covid,2022-12-17,Nebraska,3,302,233,0.75
covid,2022-12-17,Nebraska,3,427,233,0.975
covid,2022-12-24,Nebraska,4,146,211,0.025
covid,2022-12-24,Nebraska,4,219,211,0.25
covid,2022-12-24,Nebraska,4,273,211,0.5
covid,2022-12-24,Nebraska,4,336,211,0.75
covid,2022-12-24,Nebraska,4,512,211,0.975
covid,2022-12-03,Nevada,1,210,329,0.025
covid,2022-12-03,Nevada,1,265,329,0.25
covid,2022-12-03,Nevada,1,299,329,0.5
covid,2022-12-03,Nevada,1,338,329,0.75
covid,2022-12-03,Nevada,1,428,329,0.975
covid,2022-12-10,Nevada,2,206,329,0.025
covid,2022-12-10,Nevada,2,280,329,0.25
covid,2022-12-10,Nevada,2,332,329,0.5
covid,2022-12-10,Nevada,2,389,329,0.75
covid,2022-12-10,Nevada,2,528,329,0.975
covid,2022-12-17,Nevada,3,203,279,0.025
covid,2022-12-17,Nevada,3,300,279,0.25
covid,2022-12-17,Nevada,3,363,279,0.5
covid,2022-12-17,Nevada,3,443,279,0.75
covid,2022-12-17,Nevada,3,641,279,0.975
covid,2022-12-24,Nevada,4,206,341,0.025
covid,2022-12-24,Nevada,4,317,341,0.25
covid,2022-12-24,Nevada,4,401,341,0.5
covid,2022-12-24,Nevada,4,501,341,0.75
covid,2022-12-24,Nevada,4,754,341,0.975
covid,2022-12-03,New Hampshire,1,54,104,0.025
covid,2022-12-03,New Hampshire,1,76,104,0.25
covid,2022-12-03,New Hampshire,1,89,104,0.5
covid,2022-12-03,New Hampshire,1,104,104,0.75
covid,2022-12-03,New Hampshire,1,138,104,0.975
covid,2022-12-10,New Hampshire,2,53,88,0.025
covid,2022-12-10,New Hampshire,2,79,88,0.25
covid,2022-12-10,New Hampshire,2,97,88,0.5
covid,2022-12-10,New Hampshire,2,118,88,0.75
covid,2022-12-10,New Hampshire,2,170,88,0.975
covid,2022-12-17,New Hampshire,3,51,130,0.025
covid,2022-12-17,New Hampshire,3,83,130,0.25
covid,2022-12-17,New Hampshire,3,105,130,0.5
covid,2022-12-17,New Hampshire,3,133,130,0.75
covid,2022-12-17,New Hampshire,3,206,130,0.975
covid,2022-12-24,New Hampshire,4,50,135,0.025
covid,2022-12-24,New Hampshire,4,88,135,0.25
covid,2022-12-24,New Hampshire,4,115,135,0.5
covid,2022-12-24,New Hampshire,4,149,135,0.75
covid,2022-12-24,New Hampshire,4,243,135,0.975
covid,2022-12-03,New Jersey,1,794,1335,0.025
covid,2022-12-03,New Jersey,1,1028,1335,0.25
covid,2022-12-03,New Jersey,1,1166,1335,0.5
covid,2022-12-03,New Jersey,1,1324,1335,0.75
covid,2022-12-03,New Jersey,1,1661,1335,0.975
covid,2022-12-10,New Jersey,2,757,1299,0.025
covid,2022-12-10,New Jersey,2,1069,1299,0.25
covid,2022-12-10,New Jersey,2,1271,1299,0.5
covid,2022-12-10,New Jersey,2,1512,1299,0.75
covid,2022-12-10,New Jersey,2,2083,1299,0.975
covid,2022-12-17,New Jersey,3,736,1458,0.025
covid,2022-12-17,New Jersey,3,1108,1458,0.25
covid,2022-12-17,New Jersey,3,1377,1458,0.5
covid,2022-12-17,New Jersey,3,1689,1458,0.75
covid,2022-12-17,New Jersey,3,2510,1458,0.975
covid,2022-12-24,New Jersey,4,729,1605,0.025
covid,2022-12-24,New Jersey,4,1172,1605,0.25
covid,2022-12-24,New Jersey,4,1504,1605,0.5
covid,2022-12-24,New Jersey,4,1898,1605,0.75
covid,2022-12-24,New Jersey,4,2948,1605,0.975
covid,2022-12-03,New Mexico,1,184,254,0.025
covid,2022-12-03,New Mexico,1,233,254,0.25
covid,2022-12-03,New Mexico,1,264,254,0.5
covid,2022-12-03,New Mexico,1,299,254,0.75
covid,2022-12-03,New Mexico,1,370,254,0.975
covid,2022-12-10,New Mexico,2,180,216,0.025
covid,2022-12-10,New Mexico,2,245,216,0.25
covid,2022-12-10,New Mexico,2,289,216,0.5
covid,2022-12-10,New Mexico,2,337,216,0.75
covid,2022-12-10,New Mexico,2,465,216,0.975
covid,2022-12-17,New Mexico,3,178,181,0.025
covid,2022-12-17,New Mexico,3,260,181,0.25
covid,2022-12-17,New Mexico,3,312,181,0.5
covid,2022-12-17,New Mexico,3,378,181,0.75
covid,2022-12-17,New Mexico,3,549,181,0.975
covid,2022-12-24,New Mexico,4,180,152,0.025
covid,2022-12-24,New Mexico,4,273,152,0.25
covid,2022-12-24,New Mexico,4,343,152,0.5
covid,2022-12-24,New Mexico,4,425,152,0.75
covid,2022-12-24,New Mexico,4,636,152,0.975
covid,2022-12-03,New York,1,1987,2976,0.025
covid,2022-12-03,New York,1,2435,2976,0.25
covid,2022-12-03,New York,1,2730,2976,0.5
covid,2022-12-03,New York,1,3056,2976,0.75
covid,2022-12-03,New York,1,3786,2976,0.975
covid,2022-12-10,New York,2,1883,3213,0.025
covid,2022-12-10,New York,2,2549,3213,0.25
covid,2022-12-10,New York,2,2958,3213,0.5
covid,2022-12-10,New York,2,3466,3213,0.75
covid,2022-12-10,New York,2,4574,3213,0.975
covid,2022-12-17,New York,3,1807,3526,0.025
covid,2022-12-17,New York,3,2642,3526,0.25
covid,2022-12-17,New York,3,3194,3526,0.5
covid,2022-12-17,New York,3,3836,3526,0.75
covid,2022-12-17,New York,3,5470,3526,0.975
covid,2022-12-24,New York,4,1815,3604,0.025
covid,2022-12-24,New York,4,2801,3604,0.25
covid,2022-12-24,New York,4,3461,3604,0.5
covid,2022-12-24,New York,4,4284,3604,0.75
covid,2022-12-24,New York,4,6387,3604,0.975
covid,2022-12-03,North Carolina,1,374,598,0.025
covid,2022-12-03,North Carolina,1,472,598,0.25
covid,2022-12-03,North Carolina,1,534,598,0.5
covid,2022-12-03,North Carolina,1,602,598,0.75
covid,2022-12-03,North Carolina,1,751,598,0.975
covid,2022-12-10,North Carolina,2,371,649,0.025
covid,2022-12-10,North Carolina,2,505,649,0.25
covid,2022-12-10,North Carolina,2,598,649,0.5
covid,2022-12-10,North Carolina,2,708,649,0.75
covid,2022-12-10,North Carolina,2,965,649,0.975
covid,2022-12-17,North Carolina,3,367,797,0.025
covid,2022-12-17,North Carolina,3,539,797,0.25
covid,2022-12-17,North Carolina,3,661,797,0.5
covid,2022-12-17,North Carolina,3,809,797,0.75
covid,2022-12-17,North Carolina,3,1186,797,0.975
covid,2022-12-24,North Carolina,4,384,1060,0.025
covid,2022-12-24,North Carolina,4,586,1060,0.25
covid,2022-12-24,North Carolina,4,734,1060,0.5
covid,2022-12-24,North Carolina,4,919,1060,0.75
covid,2022-12-24,North Carolina,4,1425,1060,0.975
covid,2022-12-03,North Dakota,1,58,85,0.025
covid,2022-12-03,North Dakota,1,78,85,0.25
covid,2022-12-03,North Dakota,1,91,85,0.5
covid,2022-12-03,North Dakota,1,106,85,0.75
covid,2022-12-03,North Dakota,1,139,85,0.975
covid,2022-12-10,North Dakota,2,56,61,0.025
covid,2022-12-10,North Dakota,2,83,61,0.25
covid,2022-12-10,North Dakota,2,101,61,0.5
covid,2022-12-10,North Dakota,2,122,61,0.75
covid,2022-12-10,North Dakota,2,172,61,0.975
covid,2022-12-17,North Dakota,3,56,73,0.025
covid,2022-12-17,North Dakota,3,88,73,0.25
covid,2022-12-17,North Dakota,3,109,73,0.5
covid,2022-12-17,North Dakota,3,137,73,0.75
covid,2022-12-17,North Dakota,3,207,73,0.975
covid,2022-12-24,North Dakota,4,57,80,0.025
covid,2022-12-24,North Dakota,4,93,80,0.25
covid,2022-12-24,North Dakota,4,120,80,0.5
covid,2022-12-24,North Dakota,4,155,80,0.75
covid,2022-12-24,North Dakota,4,240,80,0.975
covid,2022-12-03,Ohio,1,965,1623,0.025
covid,2022-12-03,Ohio,1,1204,1623,0.25
covid,2022-12-03,Ohio,1,1349,1623,0.5
covid,2022-12-03,Ohio,1,1502,1623,0.75
covid,2022-12-03,Ohio,1,1861,1623,0.975
covid,2022-12-10,Ohio,2,950,1635,0.025
covid,2022-12-10,Ohio,2,1274,1635,0.25
covid,2022-12-10,Ohio,2,1490,1635,0.5
covid,2022-12-10,Ohio,2,1736,1635,0.75
covid,2022-12-10,Ohio,2,2325,1635,0.975
covid,2022-12-17,Ohio,3,938,1723,0.025
covid,2022-12-17,Ohio,3,1343,1723,0.25
covid,2022-12-17,Ohio,3,1619,1723,0.5
covid,2022-12-17,Ohio,3,1954,1723,0.75
covid,2022-12-17,Ohio,3,2778,1723,0.975
covid,2022-12-24,Ohio,4,941,1840,0.025
covid,2022-12-24,Ohio,4,1441,1840,0.25
covid,2022-12-24,Ohio,4,1782,1840,0.5
covid,2022-12-24,Ohio,4,2224,1840,0.75
covid,2022-12-24,Ohio,4,3293,1840,0.975
covid,2022-12-03,Oklahoma,1,206,359,0.025
covid,2022-12-03,Oklahoma,1,261,359,0.25
covid,2022-12-03,Oklahoma,1,292,359,0.5
covid,2022-12-03,Oklahoma,1,329,359,0.75
covid,2022-12-03,Oklahoma,1,413,359,0.975
covid,2022-12-10,Oklahoma,2,208,403,0.025
covid,2022-12-10,Oklahoma,2,283,403,0.25
covid,2022-12-10,Oklahoma,2,331,403,0.5
covid,2022-12-10,Oklahoma,2,387,403,0.75
covid,2022-12-10,Oklahoma,2,520,403,0.975
covid,2022-12-17,Oklahoma,3,216,411,0.025
covid,2022-12-17,Oklahoma,3,306,411,0.25
covid,2022-12-17,Oklahoma,3,369,411,0.5
covid,2022-12-17,Oklahoma,3,447,411,0.75
covid,2022-12-17,Oklahoma,3,639,411,0.975
covid,2022-12-24,Oklahoma,4,222,428,0.025
covid,2022-12-24,Oklahoma,4,330,428,0.25
covid,2022-12-24,Oklahoma,4,412,428,0.5
covid,2022-12-24,Oklahoma,4,513,428,0.75
covid,2022-12-24,Oklahoma,4,760,428,0.975
covid,2022-12-03,Oregon,1,256,403,0.025
covid,2022-12-03,Oregon,1,326,403,0.25
covid,2022-12-03,Oregon,1,371,403,0.5
covid,2022-12-03,Oregon,1,420,403,0.75
covid,2022-12-03,Oregon,1,535,403,0.975
covid,2022-12-10,Oregon,2,244,350,0.025
covid,2022-12-10,Oregon,2,341,350,0.25
covid,2022-12-10,Oregon,2,402,350,0.5
covid,2022-12-10,Oregon,2,477,350,0.75
covid,2022-12-10,Oregon,2,660,350,0.975
covid,2022-12-17,Oregon,3,237,379,0.025
covid,2022-12-17,Oregon,3,349,379,0.25
covid,2022-12-17,Oregon,3,432,379,0.5
covid,2022-12-17,Oregon,3,532,379,0.75
covid,2022-12-17,Oregon,3,775,379,0.975
covid,2022-12-24,Oregon,4,235,324,0.025
covid,2022-12-24,Oregon,4,366,324,0.25
covid,2022-12-24,Oregon,4,465,324,0.5
covid,2022-12-24,Oregon,4,593,324,0.75
covid,2022-12-24,Oregon,4,927,324,0.975
covid,2022-12-03,Pennsylvania,1,926,1294,0.025
covid,2022-12-03,Pennsylvania,1,1147,1294,0.25
covid,2022-12-03,Pennsylvania,1,1282,1294,0.5
covid,2022-12-03,Pennsylvania,1,1423,1294,0.75
covid,2022-12-03,Pennsylvania,1,1749,1294,0.975
covid,2022-12-10,Pennsylvania,2,904,1329,0.025
covid,2022-12-10,Pennsylvania,2,1214,1329,0.25
covid,2022-12-10,Pennsylvania,2,1412,1329,0.5
covid,2022-12-10,Pennsylvania,2,1638,1329,0.75
covid,2022-12-10,Pennsylvania,2,2236,1329,0.975
covid,2022-12-17,Pennsylvania,3,887,1492,0.025
covid,2022-12-17,Pennsylvania,3,1269,1492,0.25
covid,2022-12-17,Pennsylvania,3,1536,1492,0.5
covid,2022-12-17,Pennsylvania,3,1850,1492,0.75
covid,2022-12-17,Pennsylvania,3,2616,1492,0.975
covid,2022-12-24,Pennsylvania,4,901,1520,0.025
covid,2022-12-24,Pennsylvania,4,1360,1520,0.25
covid,2022-12-24,Pennsylvania,4,1690,1520,0.5
covid,2022-12-24,Pennsylvania,4,2081,1520,0.75
covid,2022-12-24,Pennsylvania,4,3148,1520,0.975
covid,2022-12-03,Puerto Rico,1,69,182,0.025
covid,2022-12-03,Puerto Rico,1,108,182,0.25
covid,2022-12-03,Puerto Rico,1,135,182,0.5
covid,2022-12-03,Puerto Rico,1,169,182,0.75
covid,2022-12-03,Puerto Rico,1,258,182,0.975
covid,2022-12-10,Puerto Rico,2,61,184,0.025
covid,2022-12-10,Puerto Rico,2,110,184,0.25
covid,2022-12-10,Puerto Rico,2,149,184,0.5
covid,2022-12-10,Puerto Rico,2,204,184,0.75
covid,2022-12-10,Puerto Rico,2,353,184,0.975
covid,2022-12-17,Puerto Rico,3,57,191,0.025
covid,2022-12-17,Puerto Rico,3,114,191,0.25
covid,2022-12-17,Puerto Rico,3,164,191,0.5
covid,2022-12-17,Puerto Rico,3,238,191,0.75
covid,2022-12-17,Puerto Rico,3,456,191,0.975
covid,2022-12-24,Puerto Rico,4,55,173,0.025
covid,2022-12-24,Puerto Rico,4,122,173,0.25
covid,2022-12-24,Puerto Rico,4,180,173,0.5
covid,2022-12-24,Puerto Rico,4,271,173,0.75
covid,2022-12-24,Puerto Rico,4,588,173,0.975
covid,2022-12-03,Rhode Island,1,47,89,0.025
covid,2022-12-03,Rhode Island,1,66,89,0.25
covid,2022-12-03,Rhode Island,1,77,89,0.5
covid,2022-12-03,Rhode Island,1,90,89,0.75
covid,2022-12-03,Rhode Island,1,120,89,0.975
covid,2022-12-10,Rhode Island,2,46,79,0.025
covid,2022-12-10,Rhode Island,2,69,79,0.25
covid,2022-12-10,Rhode Island,2,85,79,0.5
covid,2022-12-10,Rhode Island,2,103,79,0.75
covid,2022-12-10,Rhode Island,2,148,79,0.975
covid,2022-12-17,Rhode Island,3,46,111,0.025
covid,2022-12-17,Rhode Island,3,72,111,0.25
covid,2022-12-17,Rhode Island,3,91,111,0.5
covid,2022-12-17,Rhode Island,3,116,111,0.75
covid,2022-12-17,Rhode Island,3,180,111,0.975
covid,2022-12-24,Rhode Island,4,46,111,0.025
covid,2022-12-24,Rhode Island,4,77,111,0.25
covid,2022-12-24,Rhode Island,4,101,111,0.5
covid,2022-12-24,Rhode Island,4,129,111,0.75
covid,2022-12-24,Rhode Island,4,212,111,0.975
covid,2022-12-03,South Carolina,1,161,319,0.025
covid,2022-12-03,South Carolina,1,212,319,0.25
covid,2022-12-03,South Carolina,1,245,319,0.5
covid,2022-12-03,South Carolina,1,284,319,0.75
covid,2022-12-03,South Carolina,1,369,319,0.975
covid,2022-12-10,South Carolina,2,157,368,0.025
covid,2022-12-10,South Carolina,2,227,368,0.25
covid,2022-12-10,South Carolina,2,276,368,0.5
covid,2022-12-10,South Carolina,2,338,368,0.75
covid,2022-12-10,South Carolina,2,480,368,0.975
covid,2022-12-17,South Carolina,3,152,447,0.025
covid,2022-12-17,South Carolina,3,241,447,0.25
covid,2022-12-17,South Carolina,3,308,447,0.5
covid,2022-12-17,South Carolina,3,386,447,0.75
covid,2022-12-17,South Carolina,3,601,447,0.975
covid,2022-12-24,South Carolina,4,155,579,0.025
covid,2022-12-24,South Carolina,4,262,579,0.25
covid,2022-12-24,South Carolina,4,345,579,0.5
covid,2022-12-24,South Carolina,4,447,579,0.75
covid,2022-12-24,South Carolina,4,741,579,0.975
covid,2022-12-03,South Dakota,1,66,88,0.025
covid,2022-12-03,South Dakota,1,87,88,0.25
covid,2022-12-03,South Dakota,1,100,88,0.5
covid,2022-12-03,South Dakota,1,115,88,0.75
covid,2022-12-03,South Dakota,1,145,88,0.975
covid,2022-12-10,South Dakota,2,66,74,0.025
covid,2022-12-10,South Dakota,2,93,74,0.25
covid,2022-12-10,South Dakota,2,111,74,0.5
covid,2022-12-10,South Dakota,2,131,74,0.75
covid,2022-12-10,South Dakota,2,181,74,0.975
covid,2022-12-17,South Dakota,3,65,90,0.025
covid,2022-12-17,South Dakota,3,100,90,0.25
covid,2022-12-17,South Dakota,3,122,90,0.5
covid,2022-12-17,South Dakota,3,148,90,0.75
covid,2022-12-17,South Dakota,3,216,90,0.975
covid,2022-12-24,South Dakota,4,69,101,0.025
covid,2022-12-24,South Dakota,4,107,101,0.25
covid,2022-12-24,South Dakota,4,134,101,0.5
covid,2022-12-24,South Dakota,4,169,101,0.75
covid,2022-12-24,South Dakota,4,252,101,0.975
covid,2022-12-03,Tennessee,1,303,515,0.025
covid,2022-12-03,Tennessee,1,374,515,0.25
covid,2022-12-03,Tennessee,1,418,515,0.5
covid,2022-12-03,Tennessee,1,465,515,0.75
covid,2022-12-03,Tennessee,1,568,515,0.975
covid,2022-12-10,Tennessee,2,305,605,0.025
covid,2022-12-10,Tennessee,2,404,605,0.25
covid,2022-12-10,Tennessee,2,467,605,0.5
covid,2022-12-10,Tennessee,2,543,605,0.75
covid,2022-12-10,Tennessee,2,717,605,0.975
covid,2022-12-17,Tennessee,3,308,658,0.025
covid,2022-12-17,Tennessee,3,432,658,0.25
covid,2022-12-17,Tennessee,3,516,658,0.5
covid,2022-12-17,Tennessee,3,624,658,0.75
covid,2022-12-17,Tennessee,3,870,658,0.975
covid,2022-12-24,Tennessee,4,317,687,0.025
covid,2022-12-24,Tennessee,4,469,687,0.25
covid,2022-12-24,Tennessee,4,573,687,0.5
covid,2022-12-24,Tennessee,4,703,687,0.75
covid,2022-12-24,Tennessee,4,1054,687,0.975
covid,2022-12-03,Texas,1,1252,2167,0.025
covid,2022-12-03,Texas,1,1555,2167,0.25
covid,2022-12-03,Texas,1,1743,2167,0.5
covid,2022-12-03,Texas,1,1965,2167,0.75
covid,2022-12-03,Texas,1,2418,2167,0.975
covid,2022-12-10,Texas,2,1238,2403,0.025
covid,2022-12-10,Texas,2,1666,2403,0.25
covid,2022-12-10,Texas,2,1965,2403,0.5
covid,2022-12-10,Texas,2,2294,2403,0.75
covid,2022-12-10,Texas,2,3121,2403,0.975
covid,2022-12-17,Texas,3,1236,2589,0.025
covid,2022-12-17,Texas,3,1788,2589,0.25
covid,2022-12-17,Texas,3,2183,2589,0.5
covid,2022-12-17,Texas,3,2653,2589,0.75
covid,2022-12-17,Texas,3,3810,2589,0.975
covid,2022-12-24,Texas,4,1262,2767,0.025
covid,2022-12-24,Texas,4,1936,2767,0.25
covid,2022-12-24,Texas,4,2432,2767,0.5
covid,2022-12-24,Texas,4,3040,2767,0.75
covid,2022-12-24,Texas,4,4598,2767,0.975
covid,2022-12-03,Utah,1,203,338,0.025
covid,2022-12-03,Utah,1,256,338,0.25
covid,2022-12-03,Utah,1,288,338,0.5
covid,2022-12-03,Utah,1,322,338,0.75
covid,2022-12-03,Utah,1,404,338,0.975
covid,2022-12-10,Utah,2,200,280,0.025
covid,2022-12-10,Utah,2,271,280,0.25
covid,2022-12-10,Utah,2,316,280,0.5
covid,2022-12-10,Utah,2,369,280,0.75
covid,2022-12-10,Utah,2,495,280,0.975
covid,2022-12-17,Utah,3,197,258,0.025
covid,2022-12-17,Utah,3,283,258,0.25
covid,2022-12-17,Utah,3,344,258,0.5
covid,2022-12-17,Utah,3,415,258,0.75
covid,2022-12-17,Utah,3,582,258,0.975
covid,2022-12-24,Utah,4,200,273,0.025
covid,2022-12-24,Utah,4,304,273,0.25
covid,2022-12-24,Utah,4,376,273,0.5
covid,2022-12-24,Utah,4,466,273,0.75
covid,2022-12-24,Utah,4,688,273,0.975
covid,2022-12-03,Vermont,1,21,31,0.025
covid,2022-12-03,Vermont,1,33,31,0.25
covid,2022-12-03,Vermont,1,40,31,0.5
covid,2022-12-03,Vermont,1,47,31,0.75
covid,2022-12-03,Vermont,1,65,31,0.975
covid,2022-12-10,Vermont,2,22,53,0.025
covid,2022-12-10,Vermont,2,34,53,0.25
covid,2022-12-10,Vermont,2,43,53,0.5
covid,2022-12-10,Vermont,2,53,53,0.75
covid,2022-12-10,Vermont,2,78,53,0.975
covid,2022-12-17,Vermont,3,21,52,0.025
covid,2022-12-17,Vermont,3,36,52,0.25
covid,2022-12-17,Vermont,3,47,52,0.5
covid,2022-12-17,Vermont,3,59,52,0.75
covid,2022-12-17,Vermont,3,91,52,0.975
covid,2022-12-24,Vermont,4,21,38,0.025
covid,2022-12-24,Vermont,4,38,38,0.25
covid,2022-12-24,Vermont,4,50,38,0.5
covid,2022-12-24,Vermont,4,66,38,0.75
covid,2022-12-24,Vermont,4,107,38,0.975
covid,2022-12-03,Virginia,1,361,605,0.025
covid,2022-12-03,Virginia,1,446,605,0.25
covid,2022-12-03,Virginia,1,498,605,0.5
covid,2022-12-03,Virginia,1,557,605,0.75
covid,2022-12-03,Virginia,1,687,605,0.975
covid,2022-12-10,Virginia,2,350,681,0.025
covid,2022-12-10,Virginia,2,476,681,0.25
covid,2022-12-10,Virginia,2,556,681,0.5
covid,2022-12-10,Virginia,2,646,681,0.75
covid,2022-12-10,Virginia,2,861,681,0.975
covid,2022-12-17,Virginia,3,343,876,0.025
covid,2022-12-17,Virginia,3,503,876,0.25
covid,2022-12-17,Virginia,3,608,876,0.5
covid,2022-12-17,Virginia,3,729,876,0.75
covid,2022-12-17,Virginia,3,1033,876,0.975
covid,2022-12-24,Virginia,4,357,867,0.025
covid,2022-12-24,Virginia,4,540,867,0.25
covid,2022-12-24,Virginia,4,672,867,0.5
covid,2022-12-24,Virginia,4,833,867,0.75
covid,2022-12-24,Virginia,4,1222,867,0.975
covid,2022-12-03,Washington,1,295,493,0.025
covid,2022-12-03,Washington,1,387,493,0.25
covid,2022-12-03,Washington,1,443,493,0.5
covid,2022-12-03,Washington,1,508,493,0.75
covid,2022-12-03,Washington,1,661,493,0.975
covid,2022-12-10,Washington,2,281,430,0.025
covid,2022-12-10,Washington,2,401,430,0.25
covid,2022-12-10,Washington,2,486,430,0.5
covid,2022-12-10,Washington,2,587,430,0.75
covid,2022-12-10,Washington,2,838,430,0.975
covid,2022-12-17,Washington,3,269,442,0.025
covid,2022-12-17,Washington,3,416,442,0.25
covid,2022-12-17,Washington,3,527,442,0.5
covid,2022-12-17,Washington,3,660,442,0.75
covid,2022-12-17,Washington,3,999,442,0.975
covid,2022-12-24,Washington,4,266,491,0.025
covid,2022-12-24,Washington,4,440,491,0.25
covid,2022-12-24,Washington,4,570,491,0.5
covid,2022-12-24,Washington,4,749,491,0.75
covid,2022-12-24,Washington,4,1218,491,0.975
covid,2022-12-03,West Virginia,1,93,163,0.025
covid,2022-12-03,West Virginia,1,123,163,0.25
covid,2022-12-03,West Virginia,1,141,163,0.5
covid,2022-12-03,West Virginia,1,160,163,0.75
covid,2022-12-03,West Virginia,1,203,163,0.975
covid,2022-12-10,West Virginia,2,96,166,0.025
covid,2022-12-10,West Virginia,2,132,166,0.25
covid,2022-12-10,West Virginia,2,157,166,0.5
covid,2022-12-10,West Virginia,2,185,166,0.75
covid,2022-12-10,West Virginia,2,252,166,0.975
covid,2022-12-17,West Virginia,3,95,191,0.025
covid,2022-12-17,West Virginia,3,142,191,0.25
covid,2022-12-17,West Virginia,3,174,191,0.5
covid,2022-12-17,West Virginia,3,211,191,0.75
covid,2022-12-17,West Virginia,3,306,191,0.975
covid,2022-12-24,West Virginia,4,99,261,0.025
covid,2022-12-24,West Virginia,4,154,261,0.25
covid,2022-12-24,West Virginia,4,193,261,0.5
covid,2022-12-24,West Virginia,4,243,261,0.75
covid,2022-12-24,West Virginia,4,363,261,0.975
covid,2022-12-03,Wisconsin,1,378,619,0.025
covid,2022-12-03,Wisconsin,1,486,619,0.25
covid,2022-12-03,Wisconsin,1,549,619,0.5
covid,2022-12-03,Wisconsin,1,616,619,0.75
covid,2022-12-03,Wisconsin,1,772,619,0.975
covid,2022-12-10,Wisconsin,2,374,618,0.025
covid,2022-12-10,Wisconsin,2,521,618,0.25
covid,2022-12-10,Wisconsin,2,610,618,0.5
covid,2022-12-10,Wisconsin,2,717,618,0.75
covid,2022-12-10,Wisconsin,2,967,618,0.975
covid,2022-12-17,Wisconsin,3,371,688,0.025
covid,2022-12-17,Wisconsin,3,551,688,0.25
