location,date,epiweek,epiyear,population,count,weekly_rate
Alabama,2023-04-29,17,2023,5063778,13,0.2567253145773768
Alaska,2023-04-29,17,2023,711426,0,0
Arizona,2023-04-29,17,2023,7341018,42,0.5721277348727384
Arkansas,2023-04-29,17,2023,3041878,11,0.3616187105465768
California,2023-04-29,17,2023,38886551,26,0.066861162359192
Colorado,2023-04-29,17,2023,5803748,9,0.15507220506472713
Connecticut,2023-04-29,17,2023,3621089,9,0.2485440153500784
Delaware,2023-04-29,17,2023,1014872,1,0.09853459352509479
District of Columbia,2023-04-29,17,2023,668576,1,0.14957162686067105
Florida,2023-04-29,17,2023,22183852,137,0.6175663270743061
Georgia,2023-04-29,17,2023,10855454,43,0.39611424819265967
Hawaii,2023-04-29,17,2023,1398977,1,0.07148080347282336
Idaho,2023-04-29,17,2023,1935521,7,0.36165972882753533
Illinois,2023-04-29,17,2023,12563096,19,0.1512366060085826
Indiana,2023-04-29,17,2023,6831941,18,0.2634683174225304
Iowa,2023-04-29,17,2023,3200224,12,0.37497375183737136
Kansas,2023-04-29,17,2023,2916451,2,0.06857649931372069
Kentucky,2023-04-29,17,2023,4494379,4,0.08900005985254025
Louisiana,2023-04-29,17,2023,4575074,21,0.45900896903525495
Maine,2023-04-29,17,2023,1384543,0,0
Maryland,2023-04-29,17,2023,6133130,10,0.16304888368581785
Massachusetts,2023-04-29,17,2023,6978662,9,0.12896454936490692
Michigan,2023-04-29,17,2023,10032075,7,0.06977619286139707
Minnesota,2023-04-29,17,2023,5716548,12,0.20991689390170432
Mississippi,2023-04-29,17,2023,2927305,16,0.5465778249960288
Missouri,2023-04-29,17,2023,6164537,26,0.4217672795215602
Montana,2023-04-29,17,2023,1119563,0,0
Nebraska,2023-04-29,17,2023,1961505,4,0.20392504734884692
Nevada,2023-04-29,17,2023,3165539,4,0.12636078721506827
New Hampshire,2023-04-29,17,2023,1394692,2,0.14340083688728408
New Jersey,2023-04-29,17,2023,9254137,15,0.16208966865305754
New Mexico,2023-04-29,17,2023,2100079,2,0.09523451260643052
New York,2023-04-29,17,2023,19657190,37,0.18822629277124553
North Carolina,2023-04-29,17,2023,10596562,10,0.09437023064650592
North Dakota,2023-04-29,17,2023,772061,5,0.6476172219552601
Ohio,2023-04-29,17,2023,11749303,19,0.16171172026119338
Oklahoma,2023-04-29,17,2023,4001266,21,0.5248338900737917
Oregon,2023-04-29,17,2023,4238665,5,0.11796166953510126
Pennsylvania,2023-04-29,17,2023,12969276,80,0.6168424513442385
Puerto Rico,2023-04-29,17,2023,3221789,36,1.1173916106858643
Rhode Island,2023-04-29,17,2023,1090390,1,0.09171030548702758
South Carolina,2023-04-29,17,2023,5246039,27,0.5146740235823638
South Dakota,2023-04-29,17,2023,906458,4,0.44127802942883176
Tennessee,2023-04-29,17,2023,7030607,18,0.25602341305665355
Texas,2023-04-29,17,2023,29914599,110,0.36771343650636934
US,2023-04-29,17,2023,332200066,909,0.27363028880313345
Utah,2023-04-29,17,2023,3376238,0,0
Vermont,2023-04-29,17,2023,646910,2,0.30916201635467067
Virginia,2023-04-29,17,2023,8583866,31,0.36114263666278107
Washington,2023-04-29,17,2023,7735834,14,0.18097596199711627
West Virginia,2023-04-29,17,2023,1774977,5,0.28169379096179836
Wisconsin,2023-04-29,17,2023,5891022,0,0
Wyoming,2023-04-29,17,2023,578583,1,0.17283604945185047
Alabama,2023-05-06,18,2023,5063778,5,0.09874050560668339
Alaska,2023-05-06,18,2023,711426,5,0.7028137852707098
Arizona,2023-05-06,18,2023,7341018,35,0.47677311239394865
Arkansas,2023-05-06,18,2023,3041878,9,0.29586985408356287
California,2023-05-06,18,2023,38886551,22,0.056574829688547074
Colorado,2023-05-06,18,2023,5803748,7,0.12061171505034333
Connecticut,2023-05-06,18,2023,3621089,7,0.19331201193894987
Delaware,2023-05-06,18,2023,1014872,0,0
District of Columbia,2023-05-06,18,2023,668576,0,0
Florida,2023-05-06,18,2023,22183852,128,0.5769962763905926
Georgia,2023-05-06,18,2023,10855454,33,0.30399465558971556
Hawaii,2023-05-06,18,2023,1398977,0,0
Idaho,2023-05-06,18,2023,1935521,5,0.2583283777339538
Illinois,2023-05-06,18,2023,12563096,24,0.19103571285294643
Indiana,2023-05-06,18,2023,6831941,21,0.30737970365961886
Iowa,2023-05-06,18,2023,3200224,5,0.1562390632655714
Kansas,2023-05-06,18,2023,2916451,3,0.10286474897058102
Kentucky,2023-05-06,18,2023,4494379,16,0.356000239410161
Louisiana,2023-05-06,18,2023,4575074,10,0.2185756995405976
Maine,2023-05-06,18,2023,1384543,2,0.14445199607379475
Maryland,2023-05-06,18,2023,6133130,15,0.24457332552872676
Massachusetts,2023-05-06,18,2023,6978662,10,0.14329394373878546
Michigan,2023-05-06,18,2023,10032075,17,0.1694564683776786
Minnesota,2023-05-06,18,2023,5716548,19,0.3323684153443652
Mississippi,2023-05-06,18,2023,2927305,21,0.7173833953072878
Missouri,2023-05-06,18,2023,6164537,27,0.4379890979646971
Montana,2023-05-06,18,2023,1119563,0,0
Nebraska,2023-05-06,18,2023,1961505,2,0.10196252367442346
Nevada,2023-05-06,18,2023,3165539,7,0.22113137762636947
New Hampshire,2023-05-06,18,2023,1394692,3,0.2151012553309261
New Jersey,2023-05-06,18,2023,9254137,21,0.22692553611428057
New Mexico,2023-05-06,18,2023,2100079,1,0.04761725630321526
New York,2023-05-06,18,2023,19657190,52,0.26453424930012887
North Carolina,2023-05-06,18,2023,10596562,7,0.06605916145255414
North Dakota,2023-05-06,18,2023,772061,7,0.906664110737364
Ohio,2023-05-06,18,2023,11749303,17,0.14468943391790987
Oklahoma,2023-05-06,18,2023,4001266,10,0.24992090003513887
Oregon,2023-05-06,18,2023,4238665,2,0.04718466781404051
Pennsylvania,2023-05-06,18,2023,12969276,47,0.3623949401647401
Puerto Rico,2023-05-06,18,2023,3221789,47,1.4588168250621005
Rhode Island,2023-05-06,18,2023,1090390,0,0
South Carolina,2023-05-06,18,2023,5246039,17,0.32405401484815494
South Dakota,2023-05-06,18,2023,906458,7,0.7722365515004557
Tennessee,2023-05-06,18,2023,7030607,24,0.3413645507422048
Texas,2023-05-06,18,2023,29914599,111,0.3710562859291545
US,2023-05-06,18,2023,332200066,910,0.2739313122231589
Utah,2023-05-06,18,2023,3376238,4,0.11847506011128363
Vermont,2023-05-06,18,2023,646910,0,0
Virginia,2023-05-06,18,2023,8583866,52,0.6057876485956328
Washington,2023-05-06,18,2023,7735834,13,0.16804910756875083
West Virginia,2023-05-06,18,2023,1774977,4,0.2253550327694387
Wisconsin,2023-05-06,18,2023,5891022,7,0.11882488301690267
Wyoming,2023-05-06,18,2023,578583,2,0.34567209890370093
Alabama,2023-05-13,19,2023,5063778,14,0.2764734156987135
Alaska,2023-05-13,19,2023,711426,1,0.14056275705414195
Arizona,2023-05-13,19,2023,7341018,55,0.7492148909047764
Arkansas,2023-05-13,19,2023,3041878,12,0.3944931387780838
California,2023-05-13,19,2023,38886551,35,0.09000541086814308
Colorado,2023-05-13,19,2023,5803748,7,0.12061171505034333
Connecticut,2023-05-13,19,2023,3621089,6,0.1656960102333856
Delaware,2023-05-13,19,2023,1014872,1,0.09853459352509479
District of Columbia,2023-05-13,19,2023,668576,2,0.2991432537213421
Florida,2023-05-13,19,2023,22183852,132,0.5950274100277986
Georgia,2023-05-13,19,2023,10855454,50,0.4605979630147205
Hawaii,2023-05-13,19,2023,1398977,1,0.07148080347282336
Idaho,2023-05-13,19,2023,1935521,9,0.4649910799211168
Illinois,2023-05-13,19,2023,12563096,30,0.23879464106618306
Indiana,2023-05-13,19,2023,6831941,18,0.2634683174225304
Iowa,2023-05-13,19,2023,3200224,5,0.1562390632655714
Kansas,2023-05-13,19,2023,2916451,2,0.06857649931372069
Kentucky,2023-05-13,19,2023,4494379,15,0.33375022444702596
Louisiana,2023-05-13,19,2023,4575074,18,0.3934362591730757
Maine,2023-05-13,19,2023,1384543,4,0.2889039921475895
Maryland,2023-05-13,19,2023,6133130,11,0.17935377205439962
Massachusetts,2023-05-13,19,2023,6978662,9,0.12896454936490692
Michigan,2023-05-13,19,2023,10032075,17,0.1694564683776786
Minnesota,2023-05-13,19,2023,5716548,13,0.22740996839351302
Mississippi,2023-05-13,19,2023,2927305,24,0.8198667374940432
Missouri,2023-05-13,19,2023,6164537,21,0.34065818730587555
Montana,2023-05-13,19,2023,1119563,0,0
Nebraska,2023-05-13,19,2023,1961505,4,0.20392504734884692
Nevada,2023-05-13,19,2023,3165539,6,0.1895411808226024
New Hampshire,2023-05-13,19,2023,1394692,1,0.07170041844364204
New Jersey,2023-05-13,19,2023,9254137,21,0.22692553611428057
New Mexico,2023-05-13,19,2023,2100079,1,0.04761725630321526
New York,2023-05-13,19,2023,19657190,54,0.27470864350397994
North Carolina,2023-05-13,19,2023,10596562,16,0.15099236903440946
North Dakota,2023-05-13,19,2023,772061,2,0.259046888782104
Ohio,2023-05-13,19,2023,11749303,17,0.14468943391790987
Oklahoma,2023-05-13,19,2023,4001266,15,0.37488135005270834
Oregon,2023-05-13,19,2023,4238665,0,0
Pennsylvania,2023-05-13,19,2023,12969276,62,0.47805289979178484
Puerto Rico,2023-05-13,19,2023,3221789,43,1.3346622016525602
Rhode Island,2023-05-13,19,2023,1090390,4,0.3668412219481103
South Carolina,2023-05-13,19,2023,5246039,23,0.43842602008868026
South Dakota,2023-05-13,19,2023,906458,7,0.7722365515004557
Tennessee,2023-05-13,19,2023,7030607,15,0.21335284421387798
Texas,2023-05-13,19,2023,29914599,100,0.33428494227851757
US,2023-05-13,19,2023,332200066,974,0.2931968111047877
Utah,2023-05-13,19,2023,3376238,6,0.17771259016692545
Vermont,2023-05-13,19,2023,646910,0,0
Virginia,2023-05-13,19,2023,8583866,44,0.5125895488116893
Washington,2023-05-13,19,2023,7735834,10,0.12926854428365447
West Virginia,2023-05-13,19,2023,1774977,5,0.28169379096179836
Wisconsin,2023-05-13,19,2023,5891022,5,0.08487491644064477
Wyoming,2023-05-13,19,2023,578583,1,0.17283604945185047
Alabama,2023-05-20,20,2023,5063778,11,0.21722911233470346
Alaska,2023-05-20,20,2023,711426,0,0
Arizona,2023-05-20,20,2023,7341018,55,0.7492148909047764
Arkansas,2023-05-20,20,2023,3041878,9,0.29586985408356287
California,2023-05-20,20,2023,38886551,25,0.06428957919153076
Colorado,2023-05-20,20,2023,5803748,9,0.15507220506472713
Connecticut,2023-05-20,20,2023,3621089,9,0.2485440153500784
Delaware,2023-05-20,20,2023,1014872,0,0
District of Columbia,2023-05-20,20,2023,668576,2,0.2991432537213421
Florida,2023-05-20,20,2023,22183852,140,0.6310896773022107
Georgia,2023-05-20,20,2023,10855454,30,0.27635877780883233
Hawaii,2023-05-20,20,2023,1398977,3,0.21444241041847006
Idaho,2023-05-20,20,2023,1935521,1,0.05166567554679076
Illinois,2023-05-20,20,2023,12563096,25,0.1989955342218192
Indiana,2023-05-20,20,2023,6831941,19,0.2781054461682266
Iowa,2023-05-20,20,2023,3200224,3,0.09374343795934284
Kansas,2023-05-20,20,2023,2916451,5,0.1714412482843017
Kentucky,2023-05-20,20,2023,4494379,11,0.2447501645944857
Louisiana,2023-05-20,20,2023,4575074,17,0.37157868921901593
Maine,2023-05-20,20,2023,1384543,5,0.3611299901844869
Maryland,2023-05-20,20,2023,6133130,5,0.08152444184290893
Massachusetts,2023-05-20,20,2023,6978662,13,0.1862821268604211
Michigan,2023-05-20,20,2023,10032075,13,0.12958435817116598
Minnesota,2023-05-20,20,2023,5716548,8,0.13994459593446953
Mississippi,2023-05-20,20,2023,2927305,22,0.7515445093695395
Missouri,2023-05-20,20,2023,6164537,22,0.35688000574901246
Montana,2023-05-20,20,2023,1119563,2,0.17864113051253033
Nebraska,2023-05-20,20,2023,1961505,2,0.10196252367442346
Nevada,2023-05-20,20,2023,3165539,3,0.0947705904113012
New Hampshire,2023-05-20,20,2023,1394692,0,0
New Jersey,2023-05-20,20,2023,9254137,15,0.16208966865305754
New Mexico,2023-05-20,20,2023,2100079,4,0.19046902521286105
New York,2023-05-20,20,2023,19657190,50,0.25435985509627773
North Carolina,2023-05-20,20,2023,10596562,11,0.10380725371115651
North Dakota,2023-05-20,20,2023,772061,4,0.518093777564208
Ohio,2023-05-20,20,2023,11749303,11,0.09362257488805932
Oklahoma,2023-05-20,20,2023,4001266,23,0.5748180700808194
Oregon,2023-05-20,20,2023,4238665,2,0.04718466781404051
Pennsylvania,2023-05-20,20,2023,12969276,54,0.416368654657361
Puerto Rico,2023-05-20,20,2023,3221789,59,1.8312806952907221
Rhode Island,2023-05-20,20,2023,1090390,0,0
South Carolina,2023-05-20,20,2023,5246039,21,0.4003020183418385
South Dakota,2023-05-20,20,2023,906458,3,0.33095852207162385
Tennessee,2023-05-20,20,2023,7030607,14,0.1991293212662861
Texas,2023-05-20,20,2023,29914599,97,0.32425639401016204
US,2023-05-20,20,2023,332200066,903,0.2718241482829808
Utah,2023-05-20,20,2023,3376238,4,0.11847506011128363
Vermont,2023-05-20,20,2023,646910,2,0.30916201635467067
Virginia,2023-05-20,20,2023,8583866,35,0.40774168655475285
Washington,2023-05-20,20,2023,7735834,13,0.16804910756875083
West Virginia,2023-05-20,20,2023,1774977,9,0.507048823731237
Wisconsin,2023-05-20,20,2023,5891022,2,0.03394996657625791
Wyoming,2023-05-20,20,2023,578583,1,0.17283604945185047
Alabama,2023-05-27,21,2023,5063778,11,0.21722911233470346
Alaska,2023-05-27,21,2023,711426,0,0
Arizona,2023-05-27,21,2023,7341018,66,0.8990578690857317
Arkansas,2023-05-27,21,2023,3041878,14,0.46024199524109777
California,2023-05-27,21,2023,38886551,26,0.066861162359192
Colorado,2023-05-27,21,2023,5803748,10,0.17230245007191905
Connecticut,2023-05-27,21,2023,3621089,12,0.3313920204667712
Delaware,2023-05-27,21,2023,1014872,0,0
District of Columbia,2023-05-27,21,2023,668576,6,0.8974297611640262
Florida,2023-05-27,21,2023,22183852,141,0.6355974607115121
Georgia,2023-05-27,21,2023,10855454,37,0.34084249263089317
Hawaii,2023-05-27,21,2023,1398977,0,0
Idaho,2023-05-27,21,2023,1935521,2,0.10333135109358152
Illinois,2023-05-27,21,2023,12563096,28,0.22287499832843752
Indiana,2023-05-27,21,2023,6831941,16,0.23419405993113818
Iowa,2023-05-27,21,2023,3200224,4,0.12499125061245712
Kansas,2023-05-27,21,2023,2916451,3,0.10286474897058102
Kentucky,2023-05-27,21,2023,4494379,11,0.2447501645944857
Louisiana,2023-05-27,21,2023,4575074,11,0.24043326949465735
Maine,2023-05-27,21,2023,1384543,2,0.14445199607379475
Maryland,2023-05-27,21,2023,6133130,6,0.0978293302114907
Massachusetts,2023-05-27,21,2023,6978662,10,0.14329394373878546
Michigan,2023-05-27,21,2023,10032075,18,0.17942449592930676
Minnesota,2023-05-27,21,2023,5716548,3,0.05247922347542608
Mississippi,2023-05-27,21,2023,2927305,20,0.6832222812450359
Missouri,2023-05-27,21,2023,6164537,8,0.12977454754509543
Montana,2023-05-27,21,2023,1119563,3,0.2679616957687955
Nebraska,2023-05-27,21,2023,1961505,7,0.35686883286048215
Nevada,2023-05-27,21,2023,3165539,6,0.1895411808226024
New Hampshire,2023-05-27,21,2023,1394692,4,0.28680167377456817
New Jersey,2023-05-27,21,2023,9254137,20,0.21611955820407672
New Mexico,2023-05-27,21,2023,2100079,3,0.1428517689096458
New York,2023-05-27,21,2023,19657190,61,0.31031902321745886
North Carolina,2023-05-27,21,2023,10596562,5,0.04718511532325296
North Dakota,2023-05-27,21,2023,772061,3,0.388570333173156
Ohio,2023-05-27,21,2023,11749303,14,0.11915600440298459
Oklahoma,2023-05-27,21,2023,4001266,20,0.49984180007027773
Oregon,2023-05-27,21,2023,4238665,3,0.07077700172106076
Pennsylvania,2023-05-27,21,2023,12969276,57,0.4395002465827699
Puerto Rico,2023-05-27,21,2023,3221789,60,1.862319351143107
Rhode Island,2023-05-27,21,2023,1090390,3,0.27513091646108273
South Carolina,2023-05-27,21,2023,5246039,17,0.32405401484815494
South Dakota,2023-05-27,21,2023,906458,3,0.33095852207162385
Tennessee,2023-05-27,21,2023,7030607,27,0.3840351195849804
Texas,2023-05-27,21,2023,29914599,79,0.2640851044000289
US,2023-05-27,21,2023,332200066,942,0.2835640616639733
Utah,2023-05-27,21,2023,3376238,5,0.14809382513910452
Vermont,2023-05-27,21,2023,646910,0,0
Virginia,2023-05-27,21,2023,8583866,50,0.5824881236496469
Washington,2023-05-27,21,2023,7735834,15,0.19390281642548174
West Virginia,2023-05-27,21,2023,1774977,10,0.5633875819235967
Wisconsin,2023-05-27,21,2023,5891022,2,0.03394996657625791
Wyoming,2023-05-27,21,2023,578583,0,0
Alabama,2023-06-03,22,2023,5063778,25,0.49370252803341697
Alaska,2023-06-03,22,2023,711426,3,0.4216882711624259
Arizona,2023-06-03,22,2023,7341018,66,0.8990578690857317
Arkansas,2023-06-03,22,2023,3041878,6,0.1972465693890419
California,2023-06-03,22,2023,38886551,49,0.12600757521540032
Colorado,2023-06-03,22,2023,5803748,5,0.08615122503595952
Connecticut,2023-06-03,22,2023,3621089,4,0.11046400682225706
Delaware,2023-06-03,22,2023,1014872,3,0.29560378057528436
District of Columbia,2023-06-03,22,2023,668576,3,0.4487148805820131
Florida,2023-06-03,22,2023,22183852,150,0.6761675113952257
Georgia,2023-06-03,22,2023,10855454,46,0.4237501259735429
Hawaii,2023-06-03,22,2023,1398977,4,0.28592321389129344
Idaho,2023-06-03,22,2023,1935521,2,0.10333135109358152
Illinois,2023-06-03,22,2023,12563096,22,0.1751160701152009
Indiana,2023-06-03,22,2023,6831941,15,0.21955693118544203
Iowa,2023-06-03,22,2023,3200224,0,0
Kansas,2023-06-03,22,2023,2916451,4,0.13715299862744137
Kentucky,2023-06-03,22,2023,4494379,5,0.11125007481567531
Louisiana,2023-06-03,22,2023,4575074,14,0.30600597935683665
Maine,2023-06-03,22,2023,1384543,3,0.2166779941106921
Maryland,2023-06-03,22,2023,6133130,8,0.13043910694865427
Massachusetts,2023-06-03,22,2023,6978662,9,0.12896454936490692
Michigan,2023-06-03,22,2023,10032075,14,0.13955238572279413
Minnesota,2023-06-03,22,2023,5716548,1,0.017493074491808692
Mississippi,2023-06-03,22,2023,2927305,10,0.34161114062251796
Missouri,2023-06-03,22,2023,6164537,8,0.12977454754509543
Montana,2023-06-03,22,2023,1119563,0,0
Nebraska,2023-06-03,22,2023,1961505,3,0.1529437855116352
Nevada,2023-06-03,22,2023,3165539,6,0.1895411808226024
New Hampshire,2023-06-03,22,2023,1394692,1,0.07170041844364204
New Jersey,2023-06-03,22,2023,9254137,25,0.2701494477550959
New Mexico,2023-06-03,22,2023,2100079,2,0.09523451260643052
New York,2023-06-03,22,2023,19657190,37,0.18822629277124553
North Carolina,2023-06-03,22,2023,10596562,14,0.13211832290510828
North Dakota,2023-06-03,22,2023,772061,1,0.129523444391052
Ohio,2023-06-03,22,2023,11749303,10,0.08511143171641757
Oklahoma,2023-06-03,22,2023,4001266,12,0.29990508004216665
Oregon,2023-06-03,22,2023,4238665,3,0.07077700172106076
Pennsylvania,2023-06-03,22,2023,12969276,66,0.5088950223589968
Puerto Rico,2023-06-03,22,2023,3221789,73,2.2658218772241137
Rhode Island,2023-06-03,22,2023,1090390,1,0.09171030548702758
South Carolina,2023-06-03,22,2023,5246039,26,0.4956120227089429
South Dakota,2023-06-03,22,2023,906458,4,0.44127802942883176
Tennessee,2023-06-03,22,2023,7030607,20,0.2844704589518373
Texas,2023-06-03,22,2023,29914599,83,0.2774565020911696
US,2023-06-03,22,2023,332200066,933,0.28085485088374423
Utah,2023-06-03,22,2023,3376238,1,0.029618765027820907
Vermont,2023-06-03,22,2023,646910,0,0
Virginia,2023-06-03,22,2023,8583866,36,0.4193914490277458
Washington,2023-06-03,22,2023,7735834,17,0.21975652528221262
West Virginia,2023-06-03,22,2023,1774977,5,0.28169379096179836
Wisconsin,2023-06-03,22,2023,5891022,7,0.11882488301690267
Wyoming,2023-06-03,22,2023,578583,1,0.17283604945185047
Alabama,2023-06-10,23,2023,5063778,14,0.2764734156987135
Alaska,2023-06-10,23,2023,711426,2,0.2811255141082839
Arizona,2023-06-10,23,2023,7341018,61,0.8309474244580247
Arkansas,2023-06-10,23,2023,3041878,1,0.032874428231506984
California,2023-06-10,23,2023,38886551,43,0.11057807620943293
Colorado,2023-06-10,23,2023,5803748,3,0.051690735021575715
Connecticut,2023-06-10,23,2023,3621089,6,0.1656960102333856
Delaware,2023-06-10,23,2023,1014872,0,0
District of Columbia,2023-06-10,23,2023,668576,1,0.14957162686067105
Florida,2023-06-10,23,2023,22183852,166,0.7482920459440497
Georgia,2023-06-10,23,2023,10855454,55,0.5066577593161926
Hawaii,2023-06-10,23,2023,1398977,6,0.42888482083694013
Idaho,2023-06-10,23,2023,1935521,1,0.05166567554679076
Illinois,2023-06-10,23,2023,12563096,21,0.16715624874632815
Indiana,2023-06-10,23,2023,6831941,13,0.19028267369404975
Iowa,2023-06-10,23,2023,3200224,4,0.12499125061245712
Kansas,2023-06-10,23,2023,2916451,4,0.13715299862744137
Kentucky,2023-06-10,23,2023,4494379,10,0.22250014963135062
Louisiana,2023-06-10,23,2023,4575074,14,0.30600597935683665
Maine,2023-06-10,23,2023,1384543,1,0.07222599803689737
Maryland,2023-06-10,23,2023,6133130,5,0.08152444184290893
Massachusetts,2023-06-10,23,2023,6978662,11,0.157623338112664
Michigan,2023-06-10,23,2023,10032075,14,0.13955238572279413
Minnesota,2023-06-10,23,2023,5716548,5,0.08746537245904347
Mississippi,2023-06-10,23,2023,2927305,17,0.5807389390582806
Missouri,2023-06-10,23,2023,6164537,9,0.14599636598823237
Montana,2023-06-10,23,2023,1119563,2,0.17864113051253033
Nebraska,2023-06-10,23,2023,1961505,1,0.05098126183721173
Nevada,2023-06-10,23,2023,3165539,11,0.34749216484143775
New Hampshire,2023-06-10,23,2023,1394692,0,0
New Jersey,2023-06-10,23,2023,9254137,13,0.14047771283264987
New Mexico,2023-06-10,23,2023,2100079,1,0.04761725630321526
New York,2023-06-10,23,2023,19657190,39,0.19840068697509664
North Carolina,2023-06-10,23,2023,10596562,12,0.11324427677580709
North Dakota,2023-06-10,23,2023,772061,3,0.388570333173156
Ohio,2023-06-10,23,2023,11749303,11,0.09362257488805932
Oklahoma,2023-06-10,23,2023,4001266,10,0.24992090003513887
Oregon,2023-06-10,23,2023,4238665,6,0.14155400344212152
Pennsylvania,2023-06-10,23,2023,12969276,60,0.46263183850817885
Puerto Rico,2023-06-10,23,2023,3221789,61,1.8933580069954923
Rhode Island,2023-06-10,23,2023,1090390,1,0.09171030548702758
South Carolina,2023-06-10,23,2023,5246039,21,0.4003020183418385
South Dakota,2023-06-10,23,2023,906458,2,0.22063901471441588
Tennessee,2023-06-10,23,2023,7030607,27,0.3840351195849804
Texas,2023-06-10,23,2023,29914599,75,0.2507137067088882
US,2023-06-10,23,2023,332200066,923,0.27784461668348975
Utah,2023-06-10,23,2023,3376238,1,0.029618765027820907
Vermont,2023-06-10,23,2023,646910,0,0
Virginia,2023-06-10,23,2023,8583866,27,0.31454358677080935
Washington,2023-06-10,23,2023,7735834,32,0.41365934170769436
West Virginia,2023-06-10,23,2023,1774977,8,0.4507100655388774
Wisconsin,2023-06-10,23,2023,5891022,11,0.1867248161694185
Wyoming,2023-06-10,23,2023,578583,1,0.17283604945185047
Alabama,2023-06-17,24,2023,5063778,5,0.09874050560668339
Alaska,2023-06-17,24,2023,711426,6,0.8433765423248518
Arizona,2023-06-17,24,2023,7341018,50,0.6811044462770695
Arkansas,2023-06-17,24,2023,3041878,5,0.16437214115753493
California,2023-06-17,24,2023,38886551,36,0.09257699403580431
Colorado,2023-06-17,24,2023,5803748,6,0.10338147004315143
Connecticut,2023-06-17,24,2023,3621089,6,0.1656960102333856
Delaware,2023-06-17,24,2023,1014872,0,0
District of Columbia,2023-06-17,24,2023,668576,1,0.14957162686067105
Florida,2023-06-17,24,2023,22183852,151,0.6806752948045272
Georgia,2023-06-17,24,2023,10855454,41,0.37769032967207083
Hawaii,2023-06-17,24,2023,1398977,8,0.5718464277825869
Idaho,2023-06-17,24,2023,1935521,6,0.3099940532807446
Illinois,2023-06-17,24,2023,12563096,21,0.16715624874632815
Indiana,2023-06-17,24,2023,6831941,13,0.19028267369404975
Iowa,2023-06-17,24,2023,3200224,2,0.06249562530622856
Kansas,2023-06-17,24,2023,2916451,2,0.06857649931372069
Kentucky,2023-06-17,24,2023,4494379,8,0.1780001197050805
Louisiana,2023-06-17,24,2023,4575074,10,0.2185756995405976
Maine,2023-06-17,24,2023,1384543,0,0
Maryland,2023-06-17,24,2023,6133130,2,0.032609776737163566
Massachusetts,2023-06-17,24,2023,6978662,12,0.17195273248654255
Michigan,2023-06-17,24,2023,10032075,11,0.10964830306790968
Minnesota,2023-06-17,24,2023,5716548,8,0.13994459593446953
Mississippi,2023-06-17,24,2023,2927305,14,0.4782555968715252
Missouri,2023-06-17,24,2023,6164537,10,0.1622181844313693
Montana,2023-06-17,24,2023,1119563,2,0.17864113051253033
Nebraska,2023-06-17,24,2023,1961505,1,0.05098126183721173
Nevada,2023-06-17,24,2023,3165539,9,0.2843117712339036
New Hampshire,2023-06-17,24,2023,1394692,2,0.14340083688728408
New Jersey,2023-06-17,24,2023,9254137,9,0.09725380119183452
New Mexico,2023-06-17,24,2023,2100079,1,0.04761725630321526
New York,2023-06-17,24,2023,19657190,37,0.18822629277124553
North Carolina,2023-06-17,24,2023,10596562,18,0.16986641516371065
North Dakota,2023-06-17,24,2023,772061,2,0.259046888782104
Ohio,2023-06-17,24,2023,11749303,11,0.09362257488805932
Oklahoma,2023-06-17,24,2023,4001266,15,0.37488135005270834
Oregon,2023-06-17,24,2023,4238665,2,0.04718466781404051
Pennsylvania,2023-06-17,24,2023,12969276,56,0.43178971594096693
Puerto Rico,2023-06-17,24,2023,3221789,50,1.5519327926192559
Rhode Island,2023-06-17,24,2023,1090390,2,0.18342061097405515
South Carolina,2023-06-17,24,2023,5246039,24,0.4574880209621011
South Dakota,2023-06-17,24,2023,906458,2,0.22063901471441588
Tennessee,2023-06-17,24,2023,7030607,23,0.3271410277946129
Texas,2023-06-17,24,2023,29914599,93,0.31088499631902133
US,2023-06-17,24,2023,332200066,855,0.2573750241217592
Utah,2023-06-17,24,2023,3376238,4,0.11847506011128363
Vermont,2023-06-17,24,2023,646910,0,0
Virginia,2023-06-17,24,2023,8583866,27,0.31454358677080935
Washington,2023-06-17,24,2023,7735834,20,0.25853708856730895
West Virginia,2023-06-17,24,2023,1774977,6,0.33803254915415804
Wisconsin,2023-06-17,24,2023,5891022,4,0.06789993315251582
Wyoming,2023-06-17,24,2023,578583,1,0.17283604945185047
Alabama,2023-06-24,25,2023,5063778,11,0.21722911233470346
Alaska,2023-06-24,25,2023,711426,0,0
Arizona,2023-06-24,25,2023,7341018,48,0.6538602684259867
Arkansas,2023-06-24,25,2023,3041878,14,0.46024199524109777
California,2023-06-24,25,2023,38886551,27,0.06943274552685323
Colorado,2023-06-24,25,2023,5803748,3,0.051690735021575715
Connecticut,2023-06-24,25,2023,3621089,6,0.1656960102333856
Delaware,2023-06-24,25,2023,1014872,0,0
District of Columbia,2023-06-24,25,2023,668576,2,0.2991432537213421
Florida,2023-06-24,25,2023,22183852,165,0.7437842625347483
Georgia,2023-06-24,25,2023,10855454,38,0.3500544518911876
Hawaii,2023-06-24,25,2023,1398977,9,0.6433272312554102
Idaho,2023-06-24,25,2023,1935521,1,0.05166567554679076
Illinois,2023-06-24,25,2023,12563096,13,0.10347767779534599
Indiana,2023-06-24,25,2023,6831941,5,0.07318564372848067
Iowa,2023-06-24,25,2023,3200224,1,0.03124781265311428
